罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,上用賀５丁目,2022/10/2,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀２丁目,2022/4/9,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀２丁目,2022/8/29,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,等々力１丁目,2022/4/6,0,一戸建住宅,その他,その他
窃盗,部品ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,野毛１丁目,2022/2/4,15,その他の住宅（３階建て以下共同住宅等）,その他,タイヤ・ホイール
窃盗,部品ねらい,成城,千歳台交番,131121,東京都,世田谷区,千歳台４丁目,2022/4/8,11,一戸建住宅,その他,その他
窃盗,部品ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2022/8/16,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,大蔵３丁目,2022/4/9,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,大蔵３丁目,2022/4/10,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,成城,成城交番,131121,東京都,世田谷区,成城８丁目,2022/3/2,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山１丁目,2022/12/9,17,一戸建住宅,その他,その他
窃盗,部品ねらい,成城,給田交番,131121,東京都,世田谷区,上祖師谷１丁目,2022/6/14,4,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,船橋交番,131121,東京都,世田谷区,桜上水２丁目,2022/3/17,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田２丁目,2022/9/3,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,目黒,下目黒交番,131105,東京都,目黒区,目黒３丁目,2022/8/3,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒２丁目,2022/10/31,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,目黒,宿山交番,131105,東京都,目黒区,上目黒３丁目,2022/1/2,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,祐天寺１丁目,2022/10/13,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,碑文谷,原町交番,131105,東京都,目黒区,南２丁目,2022/9/13,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番２丁目,2022/11/8,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,碑文谷,本町二丁目交番,131105,東京都,目黒区,中央町１丁目,2022/6/16,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,碑文谷,本町二丁目交番,131105,東京都,目黒区,目黒本町４丁目,2019/9/4,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,碑文谷,本町六丁目交番,131105,東京都,目黒区,目黒本町６丁目,2022/6/16,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,碑文谷,柿の木坂交番,131105,東京都,目黒区,八雲２丁目,2022/12/22,17,道路上,その他,その他
窃盗,部品ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,中根１丁目,2022/1/27,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2022/3/5,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,渋谷１丁目,2022/6/23,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,神南１丁目,2022/10/9,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿４丁目,2022/12/27,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,渋谷１丁目,2022/5/24,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,渋谷１丁目,2022/9/22,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,神泉町,2022/2/21,14,道路上,その他,その他
窃盗,部品ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/10/23,21,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/6/11,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/6/6,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/2/23,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/2/23,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/2/23,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町４丁目,2022/11/1,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/8/15,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,代々木５丁目,2022/2/25,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,代々木４丁目,2022/6/5,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,代々木４丁目,2022/6/7,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷２丁目,2022/3/7,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷２丁目,2022/7/11,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,代々木,清水橋交番,131130,東京都,渋谷区,本町４丁目,2022/6/28,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,代々木,清水橋交番,131130,東京都,渋谷区,本町４丁目,2022/10/18,18,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚３丁目,2022/8/17,20,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,牛込,八幡前交番,131041,東京都,新宿区,市谷砂土原町２丁目,2022/12/4,5,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,牛込,八幡前交番,131041,東京都,新宿区,市谷砂土原町３丁目,2022/9/13,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2022/2/3,16,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2022/2/22,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2022/9/17,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,牛込,神楽坂上交番,131041,東京都,新宿区,矢来町,2022/4/24,14,その他,その他,その他
窃盗,部品ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿１丁目,2022/11/15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿１丁目,2022/11/28,23,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2022/2/28,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿２丁目,2022/7/6,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿２丁目,2022/10/14,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2022/7/30,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2022/11/1,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/5/29,3,道路上,その他,その他
窃盗,部品ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿３丁目,2022/8/4,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2022/2/2,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2022/8/6,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2022/3/15,7,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,戸塚,上落合交番,131041,東京都,新宿区,上落合３丁目,2022/7/30,16,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合３丁目,2022/1/8,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,中落合２丁目,2022/4/17,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,西落合交番,131041,東京都,新宿区,中落合３丁目,2022/10/2,16,道路上,その他,その他
窃盗,部品ねらい,戸塚,西落合交番,131041,東京都,新宿区,西落合１丁目,2022/6/19,15,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,戸塚,西落合交番,131041,東京都,新宿区,西落合２丁目,2022/3/10,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場２丁目,2022/6/3,15,道路上,その他,その他
窃盗,部品ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場４丁目,2022/10/8,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,百人町４丁目,2021/9/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,四谷,四谷三丁目交番,131041,東京都,新宿区,片町,2022/9/16,15,道路上,その他,ナンバープレート
窃盗,部品ねらい,四谷,御苑大通交番,131041,東京都,新宿区,新宿３丁目,2022/3/8,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2022/4/21,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,四谷,追分交番,131041,東京都,新宿区,新宿３丁目,2022/8/19,23,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,中野,中野坂上交番,131148,東京都,中野区,中央１丁目,2022/3/10,12,一戸建住宅,その他,その他
窃盗,部品ねらい,中野,中野駅前交番,131148,東京都,中野区,中央４丁目,2022/7/6,19,道路上,その他,ナンバープレート
窃盗,部品ねらい,中野,中野駅前交番,131148,東京都,中野区,中野２丁目,2022/11/8,15,その他,その他,その他
窃盗,部品ねらい,中野,中野駅前交番,131148,東京都,中野区,中野３丁目,2022/3/26,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,中野,中野駅前交番,131148,東京都,中野区,中野３丁目,2022/4/6,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,中野,中野駅前交番,131148,東京都,中野区,中野５丁目,2022/3/8,2,その他,駐車（輪）場,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台１丁目,2022/11/19,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台３丁目,2022/4/12,4,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台３丁目,2022/5/4,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台４丁目,2022/1/16,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,弥生町４丁目,2022/10/12,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,中野,早稲田通交番,131148,東京都,中野区,中野１丁目,2022/2/25,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,中野,早稲田通交番,131148,東京都,中野区,中野１丁目,2022/3/7,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
