罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,青梅,青梅駅前交番,132055,東京都,青梅市,天ヶ瀬町,2022/1/24,19,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,青梅駅前交番,132055,東京都,青梅市,本町,2022/1/26,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,五日市,堀口橋駐在所,133051,東京都,日の出町,大字大久野,2022/2/27,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,五日市,堀口橋駐在所,133051,東京都,日の出町,大字大久野,2022/3/23,10,駐車（輪）場,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,五日市,平井駐在所,133051,東京都,日の出町,大字平井,2022/2/17,22,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,下福生駐在所,132187,東京都,福生市,牛浜,2022/10/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,二宮駐在所,132284,東京都,あきる野市,野辺,2022/1/4,5,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,五ノ神駐在所,132276,東京都,羽村市,神明台２丁目,2022/2/24,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,五ノ神駐在所,132276,東京都,羽村市,神明台３丁目,2022/7/23,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,内出交番,132187,東京都,福生市,大字熊川,2022/8/16,8,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,栄町１丁目,2022/9/17,8,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2022/7/12,9,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,小作台２丁目,2022/6/3,11,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,小作台２丁目,2022/11/1,15,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小川駐在所,132284,東京都,あきる野市,小川,2022/2/1,22,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,横田交番,132187,東京都,福生市,大字熊川,2020/9/1,不明,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,横田交番,132187,東京都,福生市,大字熊川,2022/12/2,13,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,横田交番,132187,東京都,福生市,武蔵野台１丁目,2022/1/13,8,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2022/2/26,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2022/10/27,1,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,神明台交番,132276,東京都,羽村市,双葉町２丁目,2022/2/20,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,福生駅前交番,132187,東京都,福生市,加美平１丁目,2022/12/7,18,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,福生駅前交番,132187,東京都,福生市,加美平２丁目,2022/1/17,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2021/11/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,雨間,2022/2/20,15,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2022/2/15,1,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2022/5/10,20,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2022/2/5,19,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2022/4/2,10,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2022/9/30,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,長岡駐在所,133035,東京都,瑞穂町,長岡４丁目,2022/8/31,21,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2022/1/22,6,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,東町,2022/1/26,18,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,東町,2022/8/10,12,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,東町,2022/11/9,19,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,横山町,2022/12/9,18,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2021/8/8,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅南口交番,132012,東京都,八王子市,万町,2022/5/31,16,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2022/7/8,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,大和田交番,132012,東京都,八王子市,大和田町７丁目,2022/12/21,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022/4/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,富士森交番,132012,東京都,八王子市,緑町,2022/5/28,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2022/6/22,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,左入町駐在所,132012,東京都,八王子市,左入町,2022/12/8,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/2/28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/8/15,21,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/10/1,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王３丁目,2022/5/19,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,西八王子駅前交番,132012,東京都,八王子市,台町４丁目,2022/7/24,13,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,つくし野駅前交番,132098,東京都,町田市,小川１丁目,2022/8/7,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,つくし野駅前交番,132098,東京都,町田市,つくし野１丁目,2022/5/20,8,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,三輪駐在所,132098,東京都,町田市,三輪町,2022/7/26,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町１丁目,2022/3/10,9,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町４丁目,2022/6/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,森野４丁目,2021/11/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2022/8/5,7,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間８丁目,2022/9/1,18,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田１丁目,2022/4/29,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田１丁目,2022/5/9,19,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田４丁目,2022/11/9,15,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,森野１丁目,2022/8/8,16,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,木曽東２丁目,2022/11/28,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,大蔵駐在所,132098,東京都,町田市,大蔵町,2021/12/7,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,小山田駐在所,132098,東京都,町田市,金森東１丁目,2021/4/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2022/4/20,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2022/6/5,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,常盤駐在所,132098,東京都,町田市,常盤町,2020/4/1,8,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,常盤駐在所,132098,東京都,町田市,常盤町,2022/12/22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,忠生４丁目,2022/9/20,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,忠生４丁目,2022/12/20,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,常盤町,2022/9/25,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,山崎町,2022/9/9,0,一戸建住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,小川３丁目,2022/1/16,22,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,成瀬３丁目,2022/6/12,13,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,成瀬６丁目,2022/2/11,19,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,成瀬台１丁目,2022/5/5,22,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬１丁目,2022/3/12,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬２丁目,2022/5/25,18,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬３丁目,2022/6/23,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬４丁目,2022/2/23,13,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬４丁目,2022/2/23,16,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬４丁目,2022/3/10,23,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,西成瀬２丁目,2022/6/7,18,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2022/12/12,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東２丁目,2022/8/12,0,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/1/14,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/8/30,不明,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/10/2,22,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2021/12/25,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2022/1/15,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2022/1/15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2022/1/27,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,原町田５丁目,2022/3/30,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2022/5/15,14,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/4/29,15,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/5/11,9,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/5/27,7,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/6/10,9,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/10/1,22,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野２丁目,2022/8/1,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,真光寺駐在所,132098,東京都,町田市,真光寺３丁目,2022/6/22,14,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/6/17,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/11/1,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森１丁目,2022/12/18,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森２丁目,2022/4/10,1,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森３丁目,2022/11/1,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森東４丁目,2022/10/14,12,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂２丁目,2022/9/18,14,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川交番,132098,東京都,町田市,金井２丁目,2022/2/14,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,鶴間交番,132098,東京都,町田市,小川６丁目,2022/12/10,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴間交番,132098,東京都,町田市,鶴間３丁目,2022/12/2,19,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,多摩動物公園前交番,132128,東京都,日野市,程久保５丁目,2022/9/30,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,多摩平交番,132128,東京都,日野市,多摩平３丁目,2022/3/20,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,平山交番,132128,東京都,日野市,南平５丁目,2022/9/16,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,百草団地交番,132128,東京都,日野市,大字日野,2022/5/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,百草団地交番,132128,東京都,日野市,程久保,2022/8/11,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,百草団地交番,132128,東京都,日野市,百草,2022/2/9,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,百草園交番,132128,東京都,日野市,落川,2022/1/5,7,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,百草園交番,132128,東京都,日野市,落川,2022/9/22,21,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,百草園交番,132128,東京都,日野市,三沢１丁目,2017/1/15,8,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,百草園交番,132128,東京都,日野市,新井１丁目,2022/10/12,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2022/10/3,7,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,中神駐在所,132071,東京都,昭島市,中神町,2022/6/11,19,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,堀向駐在所,132071,東京都,昭島市,田中町,2022/3/8,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,堀向駐在所,132071,東京都,昭島市,美堀町２丁目,2022/11/5,18,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,多摩大橋交番,132071,東京都,昭島市,宮沢町２丁目,2022/1/29,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2022/9/30,8,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/10/25,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,拝島駅前交番,132071,東京都,昭島市,松原町１丁目,2022/10/21,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,拝島駅前交番,132071,東京都,昭島市,松原町４丁目,2022/6/22,9,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,昭島駅前交番,132071,東京都,昭島市,昭和町２丁目,2022/12/9,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,玉川駐在所,132071,東京都,昭島市,朝日町３丁目,2022/5/30,5,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2016/12/19,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,立川,天王橋交番,132021,東京都,立川市,西砂町１丁目,2022/6/10,7,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,立川,砂川八番交番,132021,東京都,立川市,幸町４丁目,2022/12/7,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,立川,砂川八番交番,132021,東京都,立川市,若葉町４丁目,2022/12/5,6,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,立川,砂川四番交番,132021,東京都,立川市,砂川町２丁目,2022/10/6,9,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,立川,立川駅北口交番,132021,東京都,立川市,緑町,2022/2/20,16,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,立川,若葉町駐在所,132021,東京都,立川市,若葉町４丁目,2022/7/8,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,府中,中河原交番,132063,東京都,府中市,住吉町３丁目,2022/6/17,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,府中,南町交番,132063,東京都,府中市,是政６丁目,2022/9/28,23,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,八幡町２丁目,2022/3/17,9,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/1/9,9,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/8/8,13,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,本町１丁目,2022/5/3,9,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/12/1,23,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,府中,是政交番,132063,東京都,府中市,小柳町４丁目,2022/9/28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,府中,本宿交番,132063,東京都,府中市,日新町３丁目,2021/8/21,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
