罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下３丁目,2021/11/19,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下３丁目,2022/6/10,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下３丁目,2022/6/26,20,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下３丁目,2022/7/4,14,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下３丁目,2022/11/9,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下４丁目,2022/9/14,23,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下５丁目,2021/11/30,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下５丁目,2022/3/10,8,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下５丁目,2022/4/22,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下５丁目,2022/7/23,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,清澄１丁目,2021/11/3,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,清澄２丁目,2022/1/14,17,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,清澄３丁目,2022/5/23,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,清澄３丁目,2022/7/26,5,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,白河１丁目,2022/1/14,15,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,白河１丁目,2022/3/24,23,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,白河１丁目,2022/5/17,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,白河２丁目,2022/9/16,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,豊洲２丁目,2022/8/29,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,平野１丁目,2022/10/14,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,平野２丁目,2022/3/16,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,平野２丁目,2022/5/17,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,平野３丁目,2022/6/11,18,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,深川１丁目,2022/8/31,12,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,深川２丁目,2022/7/18,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,深川２丁目,2022/8/1,14,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,深川２丁目,2022/9/10,16,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,冬木,2021/12/20,0,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,冬木,2022/3/8,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,冬木,2022/6/23,22,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,深川,清澄庭園前交番,131083,東京都,江東区,三好２丁目,2022/5/7,10,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,木場３丁目,2021/11/12,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,木場４丁目,2022/6/3,9,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,木場５丁目,2022/11/2,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河１丁目,2021/10/15,15,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河２丁目,2022/1/25,14,その他,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河３丁目,2022/6/5,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河３丁目,2022/6/18,23,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河３丁目,2022/7/28,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河３丁目,2022/9/22,12,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河４丁目,2021/3/17,12,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,白河４丁目,2022/1/12,13,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,平野３丁目,2022/7/17,18,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,平野３丁目,2022/10/14,9,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,平野４丁目,2022/9/19,11,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,平野４丁目,2022/10/16,14,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,三好４丁目,2022/8/6,21,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,三好４丁目,2022/8/15,23,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,現代美術館前交番,131083,東京都,江東区,三好４丁目,2022/9/10,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,枝川１丁目,2022/5/6,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲１丁目,2021/12/1,17,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2021/10/11,13,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/5/1,20,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/5/16,16,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/6/19,22,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/6/22,17,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/7/3,19,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/7/15,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/7/18,15,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/7/28,13,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/8/1,20,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/8/5,16,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/8/5,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/8/8,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/8/10,18,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/8/18,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/9/8,8,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/9/11,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/9/21,19,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/10/17,18,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/10/18,9,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/10/21,15,駐車（輪）場,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2021/10/6,0,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2021/11/24,18,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2021/12/29,10,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/2/15,2,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/6/23,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/7/11,12,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/8/3,12,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/8/18,22,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/10/4,11,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/11/11,16,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2021/11/12,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2021/12/9,21,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2021/12/17,10,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2022/7/24,15,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2022/8/23,8,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2022/9/16,20,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2022/10/2,17,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
