サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
り災証明書の交付（火災）,牛込消防署,03-3267-0119,03-3267-4655,https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_001015.html,122,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
り災証明書の交付（火災）,新宿消防署,03-3371-0119,03-3360-7481,https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_001015.html,123,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
り災証明書の交付（水害）,特別出張所,"","",https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_001015.html,124,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
り災証明書の交付（水害）,地域コミュニティ課管理係,03-5273-3519,03-3209-7455,https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_001015.html,125,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
り災証明書の交付（震災）,特別出張所,"","",https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_001015.html,126,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
り災証明書の交付（震災）,戸籍住民課調整係,03-5273-3622,03-3209-1728,https://www.city.shinjuku.lg.jp/seikatsu/chiiki01_001015.html,127,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
お見舞（震災時を除く）,特別出張所,"","",https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,128,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
お見舞（震災時を除く）,地域コミュニティ課管理係,03-5273-3519,03-3209-7455,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,129,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
旅館のあっせん（震災時を除く）,地域コミュニティ課管理係,03-5273-3519,03-3209-7455,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,130,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
都営住宅の一時入居,東京都住宅供給公社都営住宅募集センター,03-3498-8894,"",https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,131,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
宿泊所の紹介,生活福祉課相談支援係,03-5273-4552,03-3209-0278,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,132,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
応急小口資金貸付,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,133,相談,災害（火災・水害・震災）時の相談・総合案内,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
生活福祉資金貸付,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,134,相談,災害（火災・水害・震災）時の相談・総合案内,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
災害時居住支援,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,135,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
税金の減免：特別区税（特別区民税等）,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,136,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
税金の減免：国税（所得税等）,四谷税務署,03-3359-4451,"",https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,137,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
税金の減免：国税（所得税等）,新宿税務署,03-6757-7776,"",https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,138,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
税金の減免：都税（固定資産税・都市計画税、個人の事業税等）,新宿都税事務所,03-3369-7151,03-3369-8090,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,139,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料等の減免等：国民健康保険料の減免,医療保険年金課国保資格係,03-5273-4146,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/hoken01_002030.html,140,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料等の減免等：国民年金保険料の免除,医療保険年金課年金係,03-5273-4338,03-3209-1436,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,141,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料等の減免等：後期高齢者医療保険料の減免,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,142,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料等の減免等：介護保険料の減免,介護保険課資格係,03-5273-4597,03-3209-6010,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,143,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料等の減免等：介護保険サービス利用料の減免,介護保険課給付係,03-5273-4176,03-3209-6010,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,144,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保育料等の減免：保育園・子ども園等の保育料,保育課入園・認定係,03-5273-4527,03-3209-2795,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,145,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保育料等の減免：区立幼稚園の預かり保育料,学校運営課幼稚園係,03-5273-3103,03-5273-3580,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,146,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
粗大ごみの処分,新宿清掃事務所作業係,03-3950-2923,03-3950-2932,https://www.city.shinjuku.lg.jp/seikatsu/file09_01_00016.html,147,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
水害時の消毒相談,衛生課環境衛生係,03-5273-3841,03-3209-1441,https://www.city.shinjuku.lg.jp/anzen/file06_00001.html,148,相談,災害（火災・水害・震災）時の相談・総合案内,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
休日診療,新宿区医師会区民健康センター,03-3208-2223,"",https://www.city.shinjuku.lg.jp/fukushi/kyujitsu_sinryo.html,149,緊急のとき・安全安心,救急診療,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
休日急患テレフォン案内,新宿区医師会区民健康センター,03-3208-2223,"",https://www.city.shinjuku.lg.jp/fukushi/kyujitsu_sinryo.html,150,緊急のとき・安全安心,救急診療,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
小児夜間診療,しんじゅく夜間こども診療室（国立国際医療研究センター病院内）,03-6228-0713,03-6228-0713,https://www.city.shinjuku.lg.jp/fukushi/kyujitsu_sinryo.html,151,緊急のとき・安全安心,救急診療,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京都医療機関案内サービス「ひまわり」（24時間医療機関案内）,東京都医療機関案内サービス「ひまわり」（24時間医療機関案内）,03-5272-0303,03-5285-8080,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/sodan/komatta/kyuubyou/24h_annai.html,152,緊急のとき・安全安心,救急診療,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京都医療機関案内サービス「ひまわり」（外国語で受診できるお医者さん）,東京都医療機関案内サービス「ひまわり」（外国語で受診できるお医者さん）,03-5272-0303,"",https://www.hokeniryo.metro.tokyo.lg.jp/iryo/sodan/komatta/gaikokugo.html,153,緊急のとき・安全安心,救急診療,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
医療情報ネット,東京都医療機関案内サービス「ひまわり」（外国語による医療機関案内）,03-5285-8181,"",https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2300/initialize,154,緊急のとき・安全安心,救急診療,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
交通事故相談,東京都生活文化局広報広聴部都民の声課,03-5320-7733,"","",155,緊急のとき・安全安心,交通事故,"","","",http://www.metro.tokyo.lg.jp/tosei/iken-sodan/otoiawase/madoguchi/koe/tominnokoe/index.html,http://statdb.nstac.go.jp/lod/sac/C13104
交通事故証明等の発行,自動車安全運転センター東京都事務所,03-5781-3660,"","",156,緊急のとき・安全安心,交通事故,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
災害時に避難する場所,危機管理課地域防災係,03-5273-3874,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/file03_00022.html,157,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
消防団員の募集,四谷消防署・四谷消防団本部,03-3357-0119,03-3356-8510,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_002073.html,158,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
消防団員の募集,牛込消防署・牛込消防団本部,03-3267-0119,03-3267-4655,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_002073.html,159,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
消防団員の募集,新宿消防署・新宿消防団本部,03-3371-0119,03-3360-7481,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_002073.html,160,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
防災サポーター,危機管理課地域防災係,03-5273-3874,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/file03_00014.html,161,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
災害時要援護者名簿の登録,危機管理課危機管理係,03-5273-4592,03-3209-4069,https://www.city.shinjuku.lg.jp/kusei/file18_00006.html,162,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
災害時要援護者名簿の登録,地域福祉課福祉計画係,03-5273-3517,03-3209-9948,https://www.city.shinjuku.lg.jp/kusei/file18_00006.html,163,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
災害に対する日ごろの備え（防災用品のあっせん等）,危機管理課地域防災係,03-5273-3874,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/file03_00024.html,164,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
家具転倒防止器具の無料相談・取り付け,危機管理課危機管理係,03-5273-4592,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_001018.html,165,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
在宅人工呼吸器使用者災害時個別支援計画の作成支援,健康政策課地域医療係,03-5273-3839,03-5273-3876,"",166,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
防災訓練,危機管理課地域防災係,03-5273-3874,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_001013.html,167,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
防災センター,防災センター,03-5361-2460,03-5361-2459,https://www.city.shinjuku.lg.jp/anzen/file03_00013.html,168,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区の気象情報,危機管理課地域防災係,03-5273-3874,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/index05.html,169,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
建築物の耐震化支援,防災都市づくり課,03-5273-3829,03-3209-9227,https://www.city.shinjuku.lg.jp/anzen/index03_01.html,170,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
アスベスト対策費助成等,建築調整課,03-5273-3544,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/kenchikus02_001000.html,171,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
空家等の適正管理・無料相談会,建築調整課,03-5273-3107,03-3209-9227,https://www.city.shinjuku.lg.jp/anzen/index_r01.html,172,緊急のとき・安全安心,防災,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
防犯・安全のために（自主防犯活動団体に対する支援）,危機管理課危機管理係,03-5273-3532,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/file02_00003.html,173,緊急のとき・安全安心,防犯,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自動通話録音機の無料貸し出し,危機管理課危機管理係,03-5273-3532,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_002168.html,174,緊急のとき・安全安心,防犯,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
しんじゅく安全・安心情報ネットの配信,危機管理課危機管理係,03-5273-3532,03-3209-4069,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_000002.html,175,緊急のとき・安全安心,防犯,地域・子どもたちの安全を守る,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
防犯ブザーの配布（区立小・中学校の児童・生徒）,学校運営課学校運営支援係,03-5273-3089,03-5273-3580,"",176,緊急のとき・安全安心,防犯,地域・子どもたちの安全を守る,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
防犯ブザーの貸与（私立小・中学校の児童・生徒）,教育調整課企画調整係,03-5273-3074,03-5273-3510,"",177,緊急のとき・安全安心,防犯,地域・子どもたちの安全を守る,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
