名称,名称(英語),カテゴリ,ジャンル,所在地,持ち主,認定1,認定日1,認定2,認定日2,緯度,経度,説明(日本語),説明(英語),画像URL,サムネイル画像URL,ホームページアドレス
小泉八雲旧居跡,"",指定史跡,"",東京都新宿区富久町7-30（成女学園）,創志学園,"",1984-11-02,"","",35.69199,139.71655,"小説家・随筆家小泉八雲（1850〜1904）が、明治29〜35 年（1896〜1902）まで住んでいたところ。八雲は本名をパトリック・ラフカディオ・ハーンといい、イギリスの軍医であったアイルランド人を父に、ギリシャ人を母に、ギリシャのレフカダ島で生まれた。アメリカや西インド諸島でジャーナリストとして活動したが、日本に魅せられて明治23年（1890）来日。島根県の松江中学校で英語を教え、当地で知り合った小泉節子（セツ）（1868〜1932）と結婚した。
明治29年東京帝国大学に招かれたためこの地に居を構えたが、八雲はすぐ裏手にある自證院（瘤寺）の風景を愛し、境内をよく散歩したと伝えられる。しかし次第に周辺の喧騒を嫌うようになり、豊多摩郡大久保村大字西大久保に転居し、そこで亡くなった（現在の新宿区大久保1-1-17、新宿区指定史跡「小泉八雲終焉の地」）。なお『小泉八雲舊居跡』の碑は、昭和25年（1950）八雲生誕100年を記念して東京八雲同人会が建立したものである。碑文は英文はイギリスの詩人エドモンド・ブランデン（1896〜1974）、和文は英語学者・随筆家の市川三喜（1886〜1970）によるものである。","","","",""
塙保己一の墓,"",指定史跡,"",東京都新宿区若葉2-8,愛染院,"",1984-11-02,"","",35.68531,139.72475,"江戸時代中期の国学者塙保己一（1746〜1821）の墓地。
保己一は本名を荻野辰之助といい、武蔵国児玉郡保木野村（現埼玉県本庄市）に生まれた。7歳で失明したが、記憶力の良さを認められ、江戸に出て四谷西念寺横丁に住んだ雨富検校須賀一（?〜1784）門下で国学・漢学を学ぶ。のちに検校（盲人に与えられた官名の中で最高の位）となり和学講談所を開設、「群書類従」の編集に当たった。","","","",""
山県大弐の墓,"",指定史跡,"",東京都新宿区舟町11,全勝寺,"",1984-11-02,"","",35.69048,139.72128,"江戸時代中期の思想家・兵学者山県大弐（1725〜1767）の墓地。
大弐は名を昌貞といい、甲斐国（現山梨県）竜王に生まれた。はじめ医学、続いて漢学を学び、宝暦6年（1756）岩槻藩士となって江戸に出るが、すぐに辞めて塾を開き、国学・兵学を講義した。しかし宝暦8 年（1758）『柳子新論』を著し幕政批判を行い、尊皇を説いたため、明和3年（1766）幕府に捕えられ、翌年処刑された。
墓は初め全徳寺にあったが、廃寺になったため全勝寺に改葬された。","","","",""
十二社の碑,"",指定史跡,"",東京都新宿区西新宿二丁目11-2,熊野神社,"",1984-11-02,"","",35.69091,139.6882,江戸時代の十二社（現新宿中央公園周辺）は、大池や滝のある景勝地として知られ、文人墨客も多数訪れた。十二社の碑は『江戸繁盛記』を著した儒学者寺門静軒（1796〜1868）と中野宝仙寺の僧侶負笈道人の撰文により、景勝池十二社の様子を称えた記念碑で、嘉永4年（1851）に建てられた。書は日本書堂中川憲齋（1791〜1867）によるもので、表面に紹介文、裏面には負笈道人の履歴等が刻まれている。,"","","",""
松井須磨子の墓,"",指定史跡,"",東京都新宿区弁天町100,多聞院,"",1984-12-07,"","",35.70324,139.72742,"大正時代に一世を風靡した女優松井須磨子（1886 〜 1919）の墓地。
須磨子は本名を小林正子といい、長野県松代町（現在の長野県長野市松代町）に生まれた。明治42年（1909）坪内逍遙（1859〜1935）の文学協会の第1期研究生となり、数々の舞台で活躍し新劇界を代表する女優となる。大正2年（1913）島村抱月（1871〜1918）とともに芸術座を組織。「復活」のカチューシャで全国的な人気を博す。しかし大正7年（1918）11月抱月がスペイン風邪により病死したため、翌年1月5日牛込横寺町の芸術倶楽部内で後を追い自殺した（新宿区指定史跡「島村抱月終焉の地(芸術倶楽部跡)」）。抱月と須磨子の死により、芸術座は解散となった。
初め故郷に葬られたが、二人の気持ちに配慮し、抱月の眠る雑司が谷霊園や芸術倶楽部跡にも近い多聞院に分骨された。境内には抱月と須磨子の「芸術比翼塚」も建立されている。","","","",""
源清麿の墓,"",指定史跡,"",東京都新宿区須賀町10,宗福寺,"",1984-12-07,"","",35.68366,139.72372,"江戸時代後期の刀工源清麿（1813〜54）の墓地。
清麿は本名を山浦環といい、文化10年（1813）信濃国小諸の赤岩村（現在の長野県東御市）に生まれた。はじめは、上田の刀工河村寿隆について鍛冶を学び、天保6年（1835）江戸に出て、幕臣で兵学者の窪田清音（1791〜1867）のもとで兵学を学ぶが、刀工として評価した清音の好意でその屋敷内に鍛冶場を設け、刀工として活動した。その後、四谷北伊賀町（現在の四谷三栄町の一部）に居を構えて刀剣の製作に励み、清音から一字をもらい源清麿と称した。新々刀（江戸後時代期の刀）の刀工の第一人者として、天保・弘化年間（1830〜48)に活躍し、初代水心子正秀（1750〜1825）・大慶直胤（1779〜1857）とともに江戸三作と称された。また、四谷に住んだことから「四谷正宗」の異名もとった。嘉永7年（1854）11月14日、42歳で自害した。
源清麿の墓と並んで、水心子正秀らの墓碑も建っている。本所の西光寺に営まれたこの墓は、火災や関東大震災で焼損したものを、昭和40年（1965）宗福寺境内で再興したものである。 
 
","","","",""
尾崎紅葉旧居跡,"",指定史跡,"",東京都新宿区横寺町47,個人,"",1985-03-01,"","",35.70098,139.73425,"小説家尾崎紅葉（1867〜1903）が、明治24年（1891）から亡くなるまで住んでいたところ。
紅葉は東京生まれ、読売新聞社に入社するが、明治18年（1885）山田美妙（1868〜1910）らと起こした文学結社「硯友社」での活動を通じ、泉鏡花（1873〜1939）・小栗風葉（1875〜1926）・柳川春葉（1877〜1918）・徳田秋聲（1872〜1943）ら多くの門弟を擁し、文壇に知られるようになった。この地では、『心の闇』『青葡萄』『多情多恨』などを著したが、明治36年（1903）10月30日、連載中の『金色夜叉』の完結を果たせず亡くなった。","","","",""
田村虎蔵旧居跡,"",指定史跡,"",東京都新宿区筑土八幡町4-24,個人,"",1985-03-01,"","",35.70459,139.73967,"作曲家・音楽教育家の田村虎蔵（1873〜1943）が、明治39年（1906）から昭和18年（1943）11月7日に亡くなるまで住んでいたところ。
虎蔵は鳥取県岩美郡馬場村（現在の岩美町）生まれ、東京音楽学校を卒業後、母校や東京高等師範学校で教鞭を執った。言文一致唱歌を提唱し、納所弁次郎（1865〜1936）らと「幼年唱歌」「尋常唱歌」などを編集した。「金太郎」「花咲爺」「うらしまたろう」（石原和三郎作詞）、「一寸法師」(巖谷小波作詞)、「青葉の笛」(大和田建樹作詞)など、現在も愛唱されている唱歌を多数作曲したほか、校歌の作曲も多い。
隣接する筑土八幡神社境内には「田村虎蔵先生をたたえる碑」が建っている。","","","",""
恋川春町の墓,"",指定史跡,"",東京都新宿区新宿二丁目15-18,成覚寺,"",1985-07-05,"","",35.69101,139.70885,"江戸時代中期の狂歌師・戯作者恋川春町（1744 〜 1789）の墓地。
春町は本名を倉橋格といい、駿河国（現静岡県）田中に生まれた。のちに小石川春日町に住んだので恋川春町と称し、また狂歌名を酒上不埒といった。安永4年（1775）に『金々先生栄花夢』を出版し、世相や人情を諷刺した黄表紙本として大評判となる。
しかし、寛政元年（1789）に出版した『鸚鵡返文武の二道』が、寛政の改革を批判したとして取り調べをうけることとなったため、悲観して亡くなった（自殺・病死の両説あり）。","","","",""
月岡芳年の墓,"",指定史跡,"",東京都新宿区新宿六丁目20-9,専福寺,"",1985-07-05,"","",35.69754,139.71193,"幕末から明治にかけて活躍した浮世絵師月岡芳年（1839〜92）の墓地。
芳年は本名を吉岡米次郎といい、新宿の大久保で生まれた。浮世絵師月岡雪斎（?〜1839）の養子となり、嘉永3年（1850）歌川国芳（1798〜1861）の門下となり芳年の号をもらう。歌川派の写実の精神を受け継ぎ、芝居絵・妖怪絵や事件・戦争などを描いた作品に独自の作風を確立し、幕末維新期の殺伐とした世相を無惨絵として多数の作品に残した。明治5年（1872）病床から復活すると大蘇芳年と号したため、墓石には「大蘇芳年之墓」と刻まれている。","","","",""
