施設ID,施設名,施設紹介,区市町村コード,都道府県,区市町村,エリア,郵便番号,住所,アクセス,電話番号,URL,月曜日 営業開始時間,月曜日 営業終了時間,火曜日 営業開始時間,火曜日 営業終了時間,水曜日 営業開始時間,水曜日 営業終了時間,木曜日 営業開始時間,木曜日 営業終了時間,金曜日 営業開始時間,金曜日 営業終了時間,土曜日 営業開始時間,土曜日 営業終了時間,日曜日 営業開始時間,日曜日 営業終了時間,営業時間補足,定休日,最大利用規模,料金,施設種別,設備,事前の会員登録,事前の法人契約,入室方法,更新日,作成日
996,NewWork渋谷イースト9F,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131130,東京都,渋谷区,新宿・渋谷・豊島,150-0002,東京都渋谷区渋谷3-6-1イースト渋谷ビル 9F,JR/東急東横線他 渋谷駅（C1出口） 徒歩3分,0800-808-0109,https://www.newwork109.com/post/store/206,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,18名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1001,NewWork川崎,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,141305,神奈川県,川崎市,東京近郊,210-0007,神奈川県川崎市川崎区駅前本町26-4ラウンドクロス川崎 9F,JR 川崎駅（東口） 徒歩1分,0800-808-0109,https://www.newwork109.com/post/store/571,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,39名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
992,NewWork二子玉川,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131121,東京都,世田谷区,品川・目黒・大田・世田谷,158-0094,東京都世田谷区玉川3-13-8七のはなビル 3F,"東急田園都市線 二子玉川駅（西口） 徒歩5分

東急大井町線 二子玉川駅（西口） 徒歩5分",0800-808-0109,https://www.newwork109.com/post/store/198,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,43名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
993,NewWork自由が丘2F,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131121,東京都,世田谷区,品川・目黒・大田・世田谷,152-0035,東京都世田谷区奥沢7-2-9自由ヶ丘フコク生命ビル 2F,東急東横線/東急大井町線 自由が丘駅 徒歩3分,0800-808-0109,https://www.newwork109.com/post/store/139,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,,,,,,土日祝日,20名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1715,NewWork新橋,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131032,東京都,港区,千代田・中央・港,105-0004,東京都港区新橋1-15-7新橋NFビル7F,新橋駅 日比谷口 地下道B出口 徒歩1分,0800-808-0109,https://www.newwork109.com/post/store/1777,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,30名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1718,NewWork船橋,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,122041,千葉県,船橋市,東京近郊,273-0005,千葉県船橋市本町5-3-5伊藤ＬＫビル６階,船橋駅 北口 徒歩1分,0800-808-0109,https://www.newwork109.com/post/store/1894,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,41名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1706,NewWork鷺沼,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,141305,神奈川県,川崎市,東京近郊,216-0004,神奈川県川崎市宮前区鷺沼3-2-9鷺沼センタービル6F,東急田園都市線 鷺沼駅 北口 徒歩2分,0800-808-0109,https://www.newwork109.com/post/store/1597,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,23名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1717,NewWorkセンター南,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,141003,神奈川県,横浜市,東京近郊,224-0032,神奈川県横浜市都筑区茅ケ崎中央5-1港北東急S.C.A館3F,市営地下鉄 センター南駅 出口１ 徒歩1分,0800-808-0109,https://www.newwork109.com/post/store/1795,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,26名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1712,NewWork青葉台,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,141003,神奈川県,横浜市,東京近郊,227-0062,神奈川県横浜市青葉区青葉台1-6-12カンゼームビル5F,東急田園都市線 青葉台駅 徒歩２分,0800-808-0109,https://www.newwork109.com/post/store/1715,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,31名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1707,NewWork松戸,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,122076,千葉県,松戸市,東京近郊,271-0092,千葉県松戸市松戸1307-1松戸ビル2F,JR 松戸駅 西口 徒歩3分,0800-808-0109,https://www.newwork109.com/post/store/1598,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,21名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1708,NewWork赤坂見附,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131016,東京都,千代田区,千代田・中央・港,100-0014,東京都千代田区永田町2-13-1オカムラ赤坂ビル9F,丸ノ内線 赤坂見附駅 11番出口 徒歩2分,0800-808-0109,https://www.newwork109.com/post/store/1636,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,37名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1714,NewWork飯田橋,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131016,東京都,千代田区,千代田・中央・港,102-0072,東京都千代田区飯田橋3-11-13飯田橋ｉ－ＭＡＲＫＡＮＮＥＸ９Ｆ,"JR飯田橋駅 東口 徒歩5分

東京メトロ・都営地下鉄飯田橋駅 A1出口 徒歩5分",0800-808-0109,https://www.newwork109.com/post/store/1717,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,,,,,,土日祝日,27名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1723,NewWork戸塚,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,141003,神奈川県,横浜市,東京近郊,244-0003,神奈川県横浜市戸塚区戸塚町16-1トツカーナ５階,JR 戸塚駅 西口直結 徒歩1分,0800-808-0109,https://www.newwork109.com/post/store/2042,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,27名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1726,NewWork関内・桜木町,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,141003,神奈川県,横浜市,東京近郊,231-0015,神奈川県横浜市中区尾上町６丁目８１番地ニッセイ横浜尾上町ビル２階,"JR関内駅 北口 徒歩5分 / 市営地下鉄関内駅 9番出口 徒歩4分

JR桜木町駅 徒歩6分 / 馬車道駅 1b出口 徒歩5分",0800-808-0109,https://www.newwork109.com/post/store/2161,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,,,,,,土日祝日,43名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1711,NewWork中野,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131148,東京都,中野区,中野・杉並・練馬,164-0001,東京都中野区中野5-65-3A-01ビル3F,JR中野駅 北口 徒歩1分,0800-808-0109,https://www.newwork109.com/post/store/1713,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,21名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1721,NewWork柏,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,122173,千葉県,柏市,東京近郊,277-0842,千葉県柏市末広町7-3柏第一生命ビルディング6F,JR 柏駅 西口 徒歩3分,0800-808-0109,https://www.newwork109.com/post/store/2005,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,,,,,,土日祝日,19名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
1703,NewWork渋谷イースト3F,NewWorkは法人限定の会員制サービスとなります。施設は無人で運営をしておりますので、ご契約をご希望の際は、必ずホームページの問い合わせフォーム（https://www.newwork109.com/contact/）より、事前にお問い合わせをお願いいたします。,131130,東京都,渋谷区,新宿・渋谷・豊島,150-0002,東京都渋谷区渋谷3-6-1イースト渋谷ビル3F,JR/東急東横線他 渋谷駅（C1出口） 徒歩3分,0800-808-0109,https://www.newwork109.com/post/store/1543,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,,,,,土日祝日,31名,お問い合わせください,共用サテライトオフィス,,要,要,会員証の提示,2023/6/19,2022/7/22
