地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円)
2,13224,多摩市,1,29,電気機械器具製造業,2,28,17,-,28,17,-,x,x,x,x,x,-,-,-,x,x
2,13224,多摩市,1,30,情報通信機械器具製造業,1,16,3,-,16,3,-,x,x,x,-,x,-,-,-,x,x
2,13224,多摩市,1,32,その他の製造業,3,42,23,-,42,23,-,16940,22185,71185,32448,x,x,-,-,45162,45162
2,13225,稲城市,0,00,総数,52,615,400,4,615,401,4,228456,412533,905024,751259,84641,17309,-,51815,455150,455150
2,13225,稲城市,1,09,食料品製造業,1,29,8,-,29,8,-,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,13,家具・装備品製造業,1,11,10,-,11,10,-,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,16,化学工業,1,7,5,-,7,5,-,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,6,3,-,6,3,-,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,21,窯業・土石製品製造業,3,66,57,-,66,57,-,31603,135253,248960,237138,-,-,-,11822,104799,104799
2,13225,稲城市,1,24,金属製品製造業,7,67,39,-,65,38,2,x,x,x,x,x,x,-,-,x,x
2,13225,稲城市,1,26,生産用機械器具製造業,9,86,67,-,85,66,1,31684,46239,106659,98894,7280,100,-,385,55684,55684
2,13225,稲城市,1,27,業務用機械器具製造業,11,131,88,4,135,92,-,52740,48899,122469,101199,8545,10805,-,1920,68880,68880
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,8,102,43,-,101,42,1,x,x,x,x,x,x,-,x,x,x
2,13225,稲城市,1,29,電気機械器具製造業,5,52,39,-,52,39,-,x,x,x,x,x,x,-,x,x,x
2,13225,稲城市,1,30,情報通信機械器具製造業,4,48,34,-,48,34,-,x,x,x,x,x,x,-,x,x,x
2,13225,稲城市,1,32,その他の製造業,1,10,7,-,10,7,-,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,0,00,総数,40,486,362,3,487,363,2,211763,596867,1092140,939779,127692,9494,17,15158,461484,461484
2,13227,羽村市,1,13,家具・装備品製造業,1,7,5,-,7,5,-,x,x,x,-,x,-,-,-,x,x
2,13227,羽村市,1,15,印刷・同関連業,4,28,17,-,28,17,-,x,x,x,x,x,-,-,x,x,x
2,13227,羽村市,1,16,化学工業,1,21,15,-,21,15,-,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,18,プラスチック製品製造業（別掲を除く）,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,21,窯業・土石製品製造業,1,16,14,-,16,14,-,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,22,鉄鋼業,1,13,13,-,13,13,-,x,x,x,x,x,-,-,-,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,6,4,-,6,4,-,x,x,x,-,x,-,-,-,x,x
2,13227,羽村市,1,24,金属製品製造業,11,124,90,-,123,89,1,61862,173480,303241,252283,50941,17,-,-,119596,119596
2,13227,羽村市,1,25,はん用機械器具製造業,2,49,43,-,49,43,-,x,x,x,x,x,-,-,-,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,5,33,21,-,33,21,-,10448,11708,27970,21947,2778,-,9,3236,14988,14988
2,13227,羽村市,1,27,業務用機械器具製造業,3,37,33,-,36,32,1,22315,24983,57111,43479,4155,9477,-,-,31891,31891
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,4,94,56,-,94,56,-,x,x,x,x,x,-,-,x,x,x
2,13227,羽村市,1,29,電気機械器具製造業,1,16,15,-,16,15,-,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,30,情報通信機械器具製造業,1,9,9,-,9,9,-,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,31,輸送用機械器具製造業,3,26,24,3,29,27,-,9387,13373,25979,13180,12791,-,8,-,11618,11618
2,13228,あきる野市,0,00,総数,61,812,582,1,811,581,2,357475,459974,1145102,823998,304982,863,x,x,631830,631830
2,13228,あきる野市,1,09,食料品製造業,4,55,16,-,55,16,-,x,x,x,x,x,-,-,x,x,x
2,13228,あきる野市,1,10,飲料・たばこ・飼料製造業,1,18,13,-,18,13,-,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,12,木材・木製品製造業（家具を除く）,3,29,25,-,29,25,-,13542,16423,38529,38111,418,-,-,-,20374,20374
2,13228,あきる野市,1,13,家具・装備品製造業,2,20,15,-,20,15,-,x,x,x,x,-,-,x,-,x,x
2,13228,あきる野市,1,14,パルプ・紙・紙加工品製造業,2,29,14,-,29,14,-,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,18,プラスチック製品製造業（別掲を除く）,5,65,46,-,64,45,1,x,x,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,21,窯業・土石製品製造業,4,38,31,-,38,31,-,15338,12735,48632,48632,-,-,-,-,33085,33085
2,13228,あきる野市,1,24,金属製品製造業,9,127,95,-,127,95,-,52320,75865,153264,108676,42811,863,-,914,71384,71384
2,13228,あきる野市,1,26,生産用機械器具製造業,12,162,132,-,162,132,-,x,x,x,x,x,-,x,-,x,x
2,13228,あきる野市,1,27,業務用機械器具製造業,3,50,28,-,50,28,-,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,28,電子部品・デバイス・電子回路製造業,2,20,8,-,19,7,1,x,x,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,29,電気機械器具製造業,4,65,50,-,65,50,-,x,x,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,30,情報通信機械器具製造業,2,28,22,-,28,22,-,x,x,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,31,輸送用機械器具製造業,4,54,48,-,54,48,-,x,x,x,x,x,-,x,x,x,x
2,13228,あきる野市,1,32,その他の製造業,4,52,39,1,53,40,-,x,x,x,x,-,-,-,x,x,x
2,13229,西東京市,0,00,総数,27,326,200,-,326,200,-,116167,212976,501093,434284,61521,467,-,4821,266061,266061
2,13229,西東京市,1,09,食料品製造業,5,79,28,-,79,28,-,x,x,x,x,x,-,-,-,x,x
2,13229,西東京市,1,14,パルプ・紙・紙加工品製造業,1,8,6,-,8,6,-,x,x,x,x,-,-,-,-,x,x
2,13229,西東京市,1,15,印刷・同関連業,3,30,20,-,30,20,-,x,x,x,x,x,-,-,x,x,x
2,13229,西東京市,1,16,化学工業,1,10,6,-,10,6,-,x,x,x,-,x,-,-,-,x,x
2,13229,西東京市,1,18,プラスチック製品製造業（別掲を除く）,1,6,5,-,6,5,-,x,x,x,x,x,-,-,-,x,x
2,13229,西東京市,1,24,金属製品製造業,3,37,25,-,37,25,-,11259,8257,31078,13416,17662,-,-,-,21033,21033
2,13229,西東京市,1,25,はん用機械器具製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,-,x,x
2,13229,西東京市,1,26,生産用機械器具製造業,2,17,14,-,17,14,-,x,x,x,x,-,-,-,x,x,x
2,13229,西東京市,1,27,業務用機械器具製造業,2,11,6,-,11,6,-,x,x,x,x,x,-,-,-,x,x
2,13229,西東京市,1,28,電子部品・デバイス・電子回路製造業,2,17,11,-,17,11,-,x,x,x,x,x,-,-,-,x,x
2,13229,西東京市,1,29,電気機械器具製造業,1,12,2,-,12,2,-,x,x,x,-,x,-,-,-,x,x
2,13229,西東京市,1,30,情報通信機械器具製造業,3,65,51,-,65,51,-,30061,72421,141636,141075,-,467,-,94,64166,64166
2,13229,西東京市,1,31,輸送用機械器具製造業,1,26,22,-,26,22,-,x,x,x,x,x,-,-,-,x,x
2,13229,西東京市,1,32,その他の製造業,1,4,1,-,4,1,-,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,0,00,総数,210,2487,1799,9,2483,1796,13,1011056,2365281,4723788,3585610,764006,56208,314,317650,2176703,2176703
1,13300,郡部,1,09,食料品製造業,11,138,70,-,137,69,1,33068,185097,327889,140606,186251,-,-,1032,131455,131455
1,13300,郡部,1,10,飲料・たばこ・飼料製造業,1,9,5,-,9,5,-,x,x,x,x,x,x,x,x,x,x
1,13300,郡部,1,11,繊維工業,1,10,5,-,10,5,-,x,x,x,-,x,-,-,-,x,x
1,13300,郡部,1,12,木材・木製品製造業（家具を除く）,7,57,47,-,56,46,1,20913,19759,46884,29755,683,-,-,16446,25000,25000
1,13300,郡部,1,13,家具・装備品製造業,4,65,52,-,65,52,-,39095,76734,247610,163381,35434,-,-,48795,157490,157490
1,13300,郡部,1,14,パルプ・紙・紙加工品製造業,4,45,27,-,45,27,-,x,x,x,x,-,-,x,x,x,x
1,13300,郡部,1,15,印刷・同関連業,4,29,24,3,32,27,-,x,x,x,x,x,-,x,x,x,x
1,13300,郡部,1,16,化学工業,1,21,13,-,21,13,-,x,x,x,x,-,-,-,x,x,x
1,13300,郡部,1,17,石油製品・石炭製品製造業,3,39,30,-,39,30,-,26162,362102,487091,300195,-,-,-,186896,115346,115346
1,13300,郡部,1,18,プラスチック製品製造業（別掲を除く）,15,197,128,-,197,128,-,71377,62576,209374,165059,39355,x,-,x,135302,135302
1,13300,郡部,1,21,窯業・土石製品製造業,9,144,124,-,144,124,-,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,22,鉄鋼業,7,89,68,-,89,68,-,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,23,非鉄金属製造業,2,25,15,-,25,15,-,x,x,x,x,x,x,-,-,x,x
1,13300,郡部,1,24,金属製品製造業,37,377,291,-,374,289,3,x,x,x,x,x,x,x,x,x,x
1,13300,郡部,1,25,はん用機械器具製造業,9,82,68,-,82,68,-,x,x,x,x,x,x,x,x,x,x
1,13300,郡部,1,26,生産用機械器具製造業,29,369,293,-,369,293,-,x,x,x,x,x,x,x,x,x,x
1,13300,郡部,1,27,業務用機械器具製造業,14,222,155,5,227,158,-,97779,157731,330876,327370,2283,1215,-,8,161492,161492
1,13300,郡部,1,28,電子部品・デバイス・電子回路製造業,11,147,96,-,147,96,-,61312,82785,201707,x,69400,x,-,7812,109607,109607
1,13300,郡部,1,29,電気機械器具製造業,8,92,60,-,92,60,-,30779,54215,109507,61594,47800,109,4,-,50960,50960
1,13300,郡部,1,30,情報通信機械器具製造業,1,14,12,1,15,13,-,x,x,x,x,x,-,-,-,x,x
1,13300,郡部,1,31,輸送用機械器具製造業,14,148,109,-,147,108,1,62690,91248,259407,230832,28575,-,-,-,154982,154982
1,13300,郡部,1,32,その他の製造業,18,168,107,-,161,102,7,x,x,x,x,x,x,-,x,x,x
2,13303,瑞穂町,0,00,総数,162,1947,1419,9,1951,1422,5,810545,1710836,3633842,2591243,x,x,314,243120,1775185,1775185
2,13303,瑞穂町,1,09,食料品製造業,8,101,52,-,100,51,1,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,10,飲料・たばこ・飼料製造業,1,9,5,-,9,5,-,x,x,x,x,x,x,x,x,x,x
2,13303,瑞穂町,1,12,木材・木製品製造業（家具を除く）,2,15,13,-,15,13,-,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,13,家具・装備品製造業,3,58,45,-,58,45,-,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,14,パルプ・紙・紙加工品製造業,4,45,27,-,45,27,-,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,1,15,印刷・同関連業,4,29,24,3,32,27,-,x,x,x,x,x,-,x,x,x,x
2,13303,瑞穂町,1,16,化学工業,1,21,13,-,21,13,-,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,17,石油製品・石炭製品製造業,2,24,17,-,24,17,-,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,18,プラスチック製品製造業（別掲を除く）,12,156,100,-,156,100,-,57159,52113,164430,x,x,-,-,4960,103523,103523
2,13303,瑞穂町,1,21,窯業・土石製品製造業,1,13,9,-,13,9,-,x,x,x,-,x,-,-,x,x,x
2,13303,瑞穂町,1,22,鉄鋼業,6,81,62,-,81,62,-,36896,73627,178500,x,x,-,-,-,96671,96671
2,13303,瑞穂町,1,23,非鉄金属製造業,2,25,15,-,25,15,-,x,x,x,x,x,x,-,-,x,x
2,13303,瑞穂町,1,24,金属製品製造業,37,377,291,-,374,289,3,x,x,x,x,x,x,x,x,x,x
2,13303,瑞穂町,1,25,はん用機械器具製造業,7,72,61,-,72,61,-,30799,43151,112363,60543,x,x,x,1351,63808,63808
2,13303,瑞穂町,1,26,生産用機械器具製造業,24,322,262,-,322,262,-,x,x,x,x,x,x,x,x,x,x
2,13303,瑞穂町,1,27,業務用機械器具製造業,12,180,126,5,185,129,-,x,x,x,x,x,x,-,x,x,x
2,13303,瑞穂町,1,28,電子部品・デバイス・電子回路製造業,10,142,94,-,142,94,-,x,x,x,x,x,x,-,x,x,x
2,13303,瑞穂町,1,29,電気機械器具製造業,7,65,43,-,65,43,-,x,x,x,x,x,x,x,-,x,x
2,13303,瑞穂町,1,30,情報通信機械器具製造業,1,14,12,1,15,13,-,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,31,輸送用機械器具製造業,12,134,101,-,133,100,1,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,32,その他の製造業,6,64,47,-,64,47,-,23351,17064,62217,33307,24501,4409,-,-,41616,41616
2,13305,日の出町,0,00,総数,34,390,287,-,383,282,7,148296,579878,919088,846363,x,x,-,64808,312655,312655
2,13305,日の出町,1,11,繊維工業,1,10,5,-,10,5,-,x,x,x,-,x,-,-,-,x,x
2,13305,日の出町,1,12,木材・木製品製造業（家具を除く）,2,14,10,-,14,10,-,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,13,家具・装備品製造業,1,7,7,-,7,7,-,x,x,x,x,x,-,-,-,x,x
2,13305,日の出町,1,17,石油製品・石炭製品製造業,1,15,13,-,15,13,-,x,x,x,x,-,-,-,x,x,x
2,13305,日の出町,1,18,プラスチック製品製造業（別掲を除く）,2,26,21,-,26,21,-,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,21,窯業・土石製品製造業,7,109,94,-,109,94,-,58432,316788,473196,471381,-,-,-,1815,144155,144155
2,13305,日の出町,1,22,鉄鋼業,1,8,6,-,8,6,-,x,x,x,x,-,-,-,x,x,x
2,13305,日の出町,1,25,はん用機械器具製造業,1,5,3,-,5,3,-,x,x,x,-,x,-,-,x,x,x
2,13305,日の出町,1,26,生産用機械器具製造業,3,35,25,-,35,25,-,x,x,x,x,x,-,-,-,x,x
2,13305,日の出町,1,27,業務用機械器具製造業,1,23,19,-,23,19,-,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,29,電気機械器具製造業,1,27,17,-,27,17,-,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,31,輸送用機械器具製造業,1,7,7,-,7,7,-,x,x,x,x,x,-,-,-,x,x
2,13305,日の出町,1,32,その他の製造業,12,104,60,-,97,55,7,x,x,x,x,-,x,-,x,x,x
2,13307,檜原村,0,00,総数,6,83,61,-,82,60,1,32475,54865,113373,91024,x,x,-,9722,54009,54009
2,13307,檜原村,1,09,食料品製造業,1,18,9,-,18,9,-,x,x,x,x,-,-,-,x,x,x
2,13307,檜原村,1,12,木材・木製品製造業（家具を除く）,3,28,24,-,27,23,1,8618,5123,18957,x,683,-,-,x,12750,12750
2,13307,檜原村,1,18,プラスチック製品製造業（別掲を除く）,1,15,7,-,15,7,-,x,x,x,-,x,x,-,x,x,x
2,13307,檜原村,1,21,窯業・土石製品製造業,1,22,21,-,22,21,-,x,x,x,x,-,-,-,-,x,x
2,13308,奥多摩町,0,00,総数,8,67,32,-,67,32,-,19740,19702,57485,56980,505,-,-,-,34854,34854
2,13308,奥多摩町,1,09,食料品製造業,2,19,9,-,19,9,-,x,x,x,x,-,-,-,-,x,x
2,13308,奥多摩町,1,25,はん用機械器具製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x
2,13308,奥多摩町,1,26,生産用機械器具製造業,2,12,6,-,12,6,-,x,x,x,x,x,-,-,-,x,x
2,13308,奥多摩町,1,27,業務用機械器具製造業,1,19,10,-,19,10,-,x,x,x,x,-,-,-,-,x,x
2,13308,奥多摩町,1,28,電子部品・デバイス・電子回路製造業,1,5,2,-,5,2,-,x,x,x,x,x,-,-,-,x,x
2,13308,奥多摩町,1,31,輸送用機械器具製造業,1,7,1,-,7,1,-,x,x,x,x,-,-,-,-,x,x
1,13350,島部,0,00,総数,34,272,134,2,258,127,16,58952,104430,233563,216456,86,-,-,17021,108552,108552
1,13350,島部,1,09,食料品製造業,20,136,48,2,122,41,16,20991,31451,71102,66979,86,-,-,4037,36708,36708
1,13350,島部,1,10,飲料・たばこ・飼料製造業,4,30,20,-,30,20,-,5967,6259,42062,29078,-,-,-,12984,22317,22317
1,13350,島部,1,16,化学工業,5,58,24,-,58,24,-,10251,13566,31138,31138,-,-,-,-,16250,16250
1,13350,島部,1,21,窯業・土石製品製造業,5,48,42,-,48,42,-,21743,53154,89261,89261,-,-,-,-,33277,33277
2,13361,大島町,0,00,総数,9,80,31,2,82,32,-,12547,18040,40536,40536,-,-,-,-,20810,20810
2,13361,大島町,1,09,食料品製造業,4,22,7,2,24,8,-,2296,4474,9398,9398,-,-,-,-,4560,4560
2,13361,大島町,1,16,化学工業,5,58,24,-,58,24,-,10251,13566,31138,31138,-,-,-,-,16250,16250
2,13362,利島村,0,00,総数,2,11,8,-,11,8,-,x,x,x,x,-,-,-,-,x,x
2,13362,利島村,1,09,食料品製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x
2,13362,利島村,1,21,窯業・土石製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x
2,13363,新島村,0,00,総数,9,64,20,-,54,15,10,8621,10161,38509,25439,86,-,-,12984,25826,25826
2,13363,新島村,1,09,食料品製造業,7,47,8,-,37,3,10,x,x,x,x,86,-,-,x,x,x
2,13363,新島村,1,10,飲料・たばこ・飼料製造業,1,8,4,-,8,4,-,x,x,x,x,-,-,-,x,x,x
2,13363,新島村,1,21,窯業・土石製品製造業,1,9,8,-,9,8,-,x,x,x,x,-,-,-,-,x,x
2,13364,神津島村,0,00,総数,1,5,2,-,5,2,-,x,x,x,x,-,-,-,x,x,x
2,13364,神津島村,1,10,飲料・たばこ・飼料製造業,1,5,2,-,5,2,-,x,x,x,x,-,-,-,x,x,x
2,13381,三宅村,0,00,総数,2,19,14,-,16,13,3,x,x,x,x,-,-,-,-,x,x
2,13381,三宅村,1,09,食料品製造業,1,6,1,-,3,-,3,x,x,x,x,-,-,-,-,x,x
2,13381,三宅村,1,21,窯業・土石製品製造業,1,13,13,-,13,13,-,x,x,x,x,-,-,-,-,x,x
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,9,79,48,-,76,46,3,25132,47471,90483,87489,-,-,-,2994,34575,34575
2,13401,八丈町,1,09,食料品製造業,6,50,26,-,47,24,3,11147,13291,30945,27951,-,-,-,2994,16344,16344
2,13401,八丈町,1,10,飲料・たばこ・飼料製造業,1,8,5,-,8,5,-,x,x,x,x,-,-,-,-,x,x
2,13401,八丈町,1,21,窯業・土石製品製造業,2,21,17,-,21,17,-,x,x,x,x,-,-,-,-,x,x
2,13402,青ヶ島村,0,00,総数,1,9,9,-,9,9,-,x,x,x,x,-,-,-,x,x,x
2,13402,青ヶ島村,1,10,飲料・たばこ・飼料製造業,1,9,9,-,9,9,-,x,x,x,x,-,-,-,x,x,x
2,13421,小笠原村,0,00,総数,1,5,2,-,5,2,-,x,x,x,x,-,-,-,x,x,x
2,13421,小笠原村,1,09,食料品製造業,1,5,2,-,5,2,-,x,x,x,x,-,-,-,x,x,x
,,,,,,,,,,,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,,,,,,,,,,,
第5-2表　区市町村，産業中分類別統計表（従業者４～29人の事業所）,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,
