2022/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
21,0.42,2,0.23,2.4,,WNW,13,NW,7.6,15,,
22,0.45,2,0.18,2.1,,W,13,NW,7.4,22,,
23,0.67,5.5,0.26,2.8,NW,W,22,NNW,7.6,42,,
24,0.3,2.5,0.17,2.3,,W,19,NNW,4.8,65,,
最大,0.69,5.5,0.36,3.4,最多,平均,22,最多,11.1,平均,平均,
平均,0.43,2.7,0.23,2.6,WNW,W,9.2,NW,6.6,105,,
2022/1/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.32,2,0.15,2.2,,W,17,NW,4.9,91,,
2,0.2,3.5,0.11,2.5,,W,18,NW,4.1,119,,
3,0.3,3,0.12,3.1,,W,22,WNW,3,137,,
4,0.24,3,0.1,3.1,,SW,15,NNW,1.5,146,,
5,0.31,3,0.17,3.3,,WSW,7,NW,5.5,146,,
6,0.39,2.5,0.19,2.6,,W,10,NW,5.1,137,,
7,0.34,1.5,0.15,2.3,,SE,3,WNW,5.9,123,,
8,0.48,2.5,0.24,2.7,,NE,1,NW,6.5,110,,
9,0.46,3,0.18,2.5,,W,6,NW,7.2,101,,
10,0.33,1.5,0.18,2.2,,WNW,7,NW,6.8,101,,
11,0.37,2,0.18,2.4,,WNW,7,NW,6.1,110,,
12,0.45,3.5,0.18,2.5,,W,11,NW,5.2,125,,
13,0.3,2,0.17,2.9,,W,13,NNW,5.1,138,,
14,0.36,2.5,0.2,3,,SW,6,NW,3.9,148,,
15,0.45,3,0.26,3.1,N,WSW,2,NNW,3.4,150,,
16,0.34,3,0.22,2.9,,SW,3,NNW,3.5,144,,
17,0.45,3.5,0.22,3.1,,SE,3,N,2,128,,
18,0.21,3.5,0.12,2.9,,SE,6,NNE,5.3,101,,
19,0.39,4.5,0.18,3.6,,ESE,12,N,2.7,65,,
20,0.21,3.5,0.14,2.9,,ESE,10,NNW,4,31,,
21,0.2,2.5,0.11,2.5,,E,3,N,3.5,8,,
22,0.17,5.5,0.1,2.4,,,0,NNW,2.9,7,,
23,0.33,2.5,0.16,3,,NW,11,N,2.5,16,,
24,0.16,2.5,0.09,2.3,,W,14,N,3.3,36,,
最大,0.48,5.5,0.26,3.6,最多,平均,22,最多,7.2,平均,平均,
平均,0.32,2.9,0.16,2.8,,W,5.5,NW,4.3,101,,
2022/1/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.28,3.5,0.16,3,,W,11,N,3.6,61,,
2,0.16,3.5,0.1,2.6,,W,8,N,2.9,96,,
3,0.13,6,0.08,2.7,,W,12,N,3.5,120,,
4,0.15,2.5,0.09,2.7,,W,19,NNE,2.8,133,,
5,0.39,3,0.15,3.1,,W,7,NNE,2.1,146,,
6,0.29,2,0.14,2.7,,W,8,NNE,2.7,146,,
7,0.34,2.5,0.17,2.8,,SE,9,N,2.2,133,,
8,0.34,3,0.17,2.9,,ESE,7,N,1.7,121,,
9,0.26,3.5,0.13,3,,SE,5,N,2,112,,
10,0.25,3,0.15,2.5,,W,7,,0.2,101,,
11,0.26,2,0.13,2.6,,SW,3,E,2.1,99,,
12,0.34,2.5,0.18,2.8,,WNW,3,ESE,1.2,118,,
13,0.29,3.5,0.16,3.1,,W,5,ENE,2.2,138,,
14,0.34,3.5,0.22,3,,W,9,SE,3.5,148,,
15,0.46,2.5,0.26,2.6,SW,WSW,4,SSE,6.3,155,,
16,0.42,2.5,0.19,2.6,,SSE,4,NE,0.9,165,,
17,0.6,3,0.26,2.8,NW,SW,4,NNW,1.2,157,,
18,0.29,3,0.18,2.9,,SSE,1,NNE,2.4,128,,
19,0.24,3,0.14,2.8,,E,6,N,2.8,93,,
20,0.27,3.5,0.13,2.9,,ESE,11,N,2.5,54,,
21,0.28,2.5,0.14,2.9,,SE,7,N,3.3,16,,
22,0.17,2.5,0.09,2.9,,SSE,10,NNW,1.9,-3,,
23,0.23,3,0.13,2.9,,WSW,5,NW,1.8,5,,
24,0.25,2.5,0.12,2.8,,W,13,NNW,1.6,23,,
最大,0.6,6,0.26,3.1,最多,平均,19,最多,6.3,平均,平均,
平均,0.29,3,0.15,2.8,,WSW,3.3,N,2.4,103,,
2022/1/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.16,3,0.09,2.9,,NW,7,NW,2.4,50,,
2,0.15,3,0.08,2.4,,NW,6,NNE,0.9,87,,
3,0.12,3,0.07,2.7,,WNW,9,SW,3,124,,
4,0.13,3,0.08,2.8,,W,16,WSW,2.8,147,,
5,0.7,3.5,0.23,3.5,,W,12,W,2.3,160,,
6,0.28,3,0.14,2.9,,WSW,9,SW,1.4,163,,
7,0.44,2.5,0.2,2.7,,WSW,4,WSW,0.8,155,,
8,0.34,3,0.17,2.7,,ENE,2,W,2.6,135,,
9,0.26,3.5,0.14,2.9,,NE,3,WSW,3.1,116,,
10,0.31,3.5,0.17,2.8,,NW,2,W,1.1,102,,
11,0.33,3.5,0.16,2.8,,NNW,2,ESE,2.3,95,,
12,0.22,2,0.14,2.6,,WNW,6,SE,2.3,106,,
13,0.3,3,0.15,2.6,,WSW,6,SE,2.8,124,,
14,0.29,2.5,0.18,2.9,,W,12,ENE,2.7,143,,
15,0.49,3,0.2,3,,WSW,8,NNE,2.6,159,,
16,0.39,2.5,0.22,2.7,,WNW,4,NNE,2.1,176,,
17,0.37,3,0.2,2.8,,NNW,3,NNE,2,169,,
18,0.34,2.5,0.18,2.6,,SE,1,ENE,3.8,145,,
19,0.34,3,0.19,2.7,,ESE,10,N,3.9,112,,
20,0.34,2.5,0.17,2.7,,ESE,10,N,3.3,76,,
21,0.35,3.5,0.14,2.8,,SE,5,N,3.1,34,,
22,0.14,2.5,0.09,2.7,,SE,9,NNE,2.7,8,,
23,0.25,4,0.12,2.8,,E,5,NNW,1.4,1,,
24,0.26,2,0.13,2.3,,WNW,1,WNW,4,10,,
最大,0.7,4,0.23,3.5,最多,平均,16,最多,4,平均,平均,
平均,0.3,2.9,0.15,2.8,,W,2.4,NNE,2.5,108,,
2022/1/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.16,2.5,0.09,2.3,,NW,6,NNW,1.7,39,,
2,0.14,3.5,0.08,2.9,,W,8,NNE,3.9,76,,
3,0.25,1.5,0.13,2.1,,W,4,NNW,8.6,109,,
4,0.33,2,0.19,2.3,,WNW,8,NNW,9.1,136,,
5,0.39,3,0.22,2.9,,WNW,20,NNW,9.8,161,,
6,0.41,2.5,0.23,2.6,,W,6,NNW,6.5,167,,
7,0.39,4,0.23,3.2,,W,9,NNW,5.2,157,,
8,0.5,3,0.27,3.3,S,N,5,N,6,146,,
9,0.39,3,0.2,2.8,,ENE,3,N,4.3,132,,
10,0.31,2,0.18,2.6,,E,6,NNW,4.6,111,,
11,0.33,2.5,0.17,2.7,,E,9,N,3.4,98,,
12,0.33,2.5,0.18,2.8,,NNE,6,N,3.4,100,,
13,0.33,4.5,0.17,2.9,,WNW,4,NNW,5.5,111,,
14,0.62,3.5,0.21,2.8,,NW,4,NW,5.6,132,,
15,0.38,2.5,0.21,2.6,,NNE,7,N,6.3,153,,
16,0.36,2,0.19,2.7,,N,4,N,7.5,174,,
17,0.57,3.5,0.26,2.9,S,W,4,N,7.4,174,,
18,0.47,3,0.24,2.7,,NW,4,NNW,7.9,158,,
19,0.47,2,0.26,2.3,N,NE,3,NNW,8.7,129,,
20,0.53,2,0.28,2.3,S,NE,6,NNW,10.1,92,,
21,0.45,2.5,0.26,2.5,NE,E,4,NW,7.6,46,,
22,0.33,2,0.19,2.4,,ENE,6,NW,5.9,16,,
23,0.45,3,0.22,2.4,,NNW,8,NW,7.5,-8,,
24,0.45,2.5,0.2,2.4,,WNW,6,NW,6.6,-14,,
最大,0.62,4.5,0.28,3.3,最多,平均,20,最多,10.1,平均,平均,
平均,0.39,2.7,0.2,2.6,S,NNW,3.2,NNW,6.4,108,,
2022/1/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.27,2,0.13,2.1,,NNW,14,NW,5.5,2,,
2,0.33,2,0.19,2.1,,WNW,17,NW,7,38,,
3,0.35,2,0.17,2.1,,WNW,20,WNW,7.3,80,,
4,0.36,2,0.2,2.2,,WNW,17,NW,8.3,119,,
5,0.39,3,0.21,2.4,,WNW,20,NW,8,149,,
6,0.35,2.5,0.17,2.5,,WNW,15,NW,6.9,166,,
7,0.29,3.5,0.18,2.6,,W,14,NNW,5.9,165,,
8,0.38,2.5,0.23,2.9,,W,12,NNW,5.6,150,,
9,0.42,2.5,0.21,2.9,,SW,9,NNW,5.4,134,,
10,0.38,2.5,0.19,2.7,,WNW,4,NNW,4.9,111,,
11,0.4,3,0.19,2.8,,WNW,5,NNE,3.5,88,,
12,0.43,2.5,0.16,2.6,,WNW,2,NNE,2.1,84,,
13,0.64,4,0.27,3.6,SW,WNW,2,E,2.4,99,,
14,0.58,3,0.28,3.4,SSW,NE,4,SE,3,119,,
15,0.37,2.5,0.19,2.6,,SSE,3,ESE,3.1,146,,
16,0.58,2.5,0.21,2.8,,SW,6,SE,1.2,169,,
17,0.57,3,0.23,3,,WSW,1,SSE,3.5,180,,
18,0.36,2.5,0.18,2.7,,ESE,11,SSE,3.1,174,,
19,0.22,2.5,0.12,2.7,,SE,14,S,3.2,156,,
20,0.26,3,0.13,2.8,,ESE,10,SSW,1,124,,
21,0.24,3,0.13,2.8,,ESE,10,NNW,1.2,83,,
22,0.37,3.5,0.16,2.9,,E,11,SW,1.1,43,,
23,0.32,3,0.15,2.8,,ESE,10,WNW,3.1,15,,
24,0.29,3,0.14,2.8,,SE,6,NW,2.8,3,,
最大,0.64,4,0.28,3.6,最多,平均,20,最多,8.3,平均,平均,
平均,0.38,2.7,0.18,2.7,,W,3.1,NW,4.1,108,,
2022/1/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.24,3.5,0.1,2.9,,W,4,NNE,1.8,10,,
2,0.18,2.5,0.09,2.9,,WNW,10,NW,1.8,31,,
3,0.17,3.5,0.08,2.8,,NW,11,NW,2.2,68,,
4,0.14,3,0.09,2.8,,WNW,14,N,1.2,110,,
5,0.42,4,0.17,3.4,,W,14,N,1.1,146,,
6,0.43,3.5,0.18,2.9,,W,11,NNE,3.8,169,,
7,0.37,3,0.13,2.6,,W,6,N,2,180,,
8,0.37,3,0.19,2.7,,W,3,N,2.1,174,,
9,0.22,2.5,0.15,3,,E,7,N,2.1,152,,
10,0.41,3,0.2,2.9,,SE,9,N,0.9,125,,
11,0.3,3,0.17,2.7,,ESE,16,NNE,0.4,104,,
12,0.45,3.5,0.19,2.8,,ESE,8,N,2.7,94,,
13,0.43,2,0.17,3,,E,7,NW,4.6,91,,
14,0.3,3.5,0.17,2.7,,NNE,3,NNW,6.6,105,,
15,0.44,2,0.2,2.5,,WNW,1,NW,9.4,125,,
16,0.41,2,0.25,2.5,NE,WNW,8,NW,7,149,,
17,0.41,2,0.22,2.6,,WNW,7,NNW,8.7,169,,
18,0.36,2.5,0.2,2.7,,WNW,7,NNW,7.3,177,,
19,0.41,3.5,0.23,2.9,,WNW,9,NW,9,165,,
20,0.5,2.5,0.24,2.3,,NNW,4,NW,9.9,135,,
21,0.41,2,0.21,2.2,,NNW,7,NW,8.5,97,,
22,0.46,2.5,0.25,2.4,ENE,WNW,3,NW,9.7,61,,
23,0.37,3.5,0.2,2.4,,W,7,NW,7.3,28,,
24,0.45,2,0.25,2.1,SSW,W,5,NW,9.3,4,,
最大,0.5,4,0.25,3.4,最多,平均,16,最多,9.9,平均,平均,
平均,0.36,2.8,0.18,2.7,,WNW,3.3,NW,5,111,,
2022/1/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.48,2.5,0.24,2.2,,N,1,NW,9.4,-4,,
2,0.39,2,0.21,2.2,,WNW,7,NW,8.2,10,,
3,0.28,4.5,0.15,2.3,,WNW,14,WNW,6.3,41,,
4,0.34,3,0.16,2.5,,WNW,16,NW,5.7,83,,
5,0.32,4,0.17,3.2,,W,19,NW,5.7,121,,
6,0.26,3,0.15,2.8,,WSW,23,NW,3.6,152,,
7,0.34,3,0.17,2.7,,W,21,NNW,2.7,171,,
8,0.37,2.5,0.18,2.9,,W,19,NW,4.6,169,,
9,0.31,2,0.18,2.4,,WSW,8,NW,6.8,155,,
10,0.32,3,0.18,2.7,,WNW,2,NW,6.9,126,,
11,0.34,2.5,0.16,2.3,,WSW,6,NW,7.1,101,,
12,0.28,3,0.13,2.6,,W,6,NNW,6.7,81,,
13,0.29,2.5,0.16,2.4,,W,7,NNW,7.7,75,,
14,0.58,3.5,0.26,2.5,SSE,WNW,10,NNW,8,84,,
15,0.32,3.5,0.19,2.5,,WNW,10,N,8.2,103,,
16,0.39,2.5,0.21,2.4,,WNW,11,NNW,9.2,126,,
17,0.84,3,0.38,3.2,SSW,WNW,13,NNW,6.8,148,,
18,0.46,3,0.25,2.7,ESE,W,8,NNW,7.7,160,,
19,0.57,2.5,0.23,2.9,,WSW,6,NNW,7.7,165,,
20,0.36,4,0.2,2.5,,NW,1,NNW,8.3,151,,
21,0.27,3,0.15,2.6,,SE,4,NNW,5.3,123,,
22,0.23,4,0.14,3.1,,SE,7,NNW,5.4,88,,
23,0.26,3,0.16,2.8,,SE,5,NW,6.5,49,,
24,0.26,1.5,0.14,2.4,,SSE,3,NW,6.3,15,,
最大,0.84,4.5,0.38,3.2,最多,平均,23,最多,9.4,平均,平均,
平均,0.37,3,0.19,2.6,,W,7.6,NNW,6.7,104,,
2022/1/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.36,2,0.15,2.5,,SW,3,NNW,4.9,0,,
2,0.23,2,0.12,2.1,,NW,6,NNW,5.8,5,,
3,0.4,2.5,0.18,2.1,,NW,10,NW,6.5,29,,
4,0.37,2,0.22,2.2,,W,14,NW,6.5,68,,
5,0.39,2.5,0.21,2.5,,WNW,20,NNW,7,109,,
6,0.38,3,0.19,2.6,,WNW,22,NNW,6.5,137,,
7,0.42,2,0.19,2.5,,W,20,NW,5.8,156,,
8,0.37,3,0.2,2.6,,SW,6,NW,5.2,166,,
9,0.34,2.5,0.16,2.8,,NNE,5,NNW,4.6,161,,
10,0.32,2.5,0.2,2.8,,E,3,ENE,3.1,142,,
11,0.25,2.5,0.15,2.7,,ESE,11,E,2.5,117,,
12,0.31,3,0.15,2.7,,ESE,13,NNE,2,95,,
13,0.27,2.5,0.18,2.6,,ESE,14,SE,3.1,81,,
14,0.35,3,0.2,2.9,,E,4,SSE,4.1,78,,
15,0.35,4,0.18,2.8,,ESE,3,SE,3.2,91,,
16,0.38,2.5,0.21,2.6,,NW,4,SE,2.8,117,,
17,0.6,2.5,0.22,2.9,,NW,13,SE,2.7,144,,
18,0.38,4,0.21,3.1,,NNW,8,SE,1.7,161,,
19,0.29,2.5,0.16,2.6,,NW,4,E,0.9,167,,
20,0.5,2,0.15,3,,NNW,1,NE,2.3,161,,
21,0.46,4,0.21,3.9,,SE,3,NE,3.8,142,,
22,0.23,2.5,0.14,2.5,,E,5,NNE,2.6,117,,
23,0.37,2.5,0.19,2.9,,E,8,N,1.7,89,,
24,0.24,4.5,0.12,3.1,,E,11,N,3.1,58,,
最大,0.6,4.5,0.22,3.9,最多,平均,22,最多,7,平均,平均,
平均,0.36,2.8,0.18,2.7,,WNW,2,NNW,3.9,108,,
2022/1/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.15,3,0.08,2.5,,ESE,8,N,2.6,33,,
2,0.1,2.5,0.07,2.8,,ESE,5,N,3.8,26,,
3,0.26,3,0.11,2.8,,N,3,N,3.6,35,,
4,0.17,1,0.1,2.1,,NW,5,NNW,4.8,63,,
5,0.31,3,0.15,2.5,,NW,6,NNW,4.8,99,,
6,0.28,3.5,0.13,2.7,,W,12,NNW,4.1,131,,
7,0.24,3.5,0.12,2.8,,WNW,4,N,4.2,158,,
8,0.31,4,0.15,2.7,,NW,3,NNW,4.6,175,,
9,0.31,4,0.15,2.9,,WNW,1,N,4.7,174,,
10,0.38,3.5,0.2,3.1,,ENE,3,NNW,3.5,163,,
11,0.25,3,0.15,2.6,,ESE,5,NW,4,140,,
12,0.32,3,0.16,2.9,,E,4,N,3.3,113,,
13,0.3,2.5,0.16,2.6,,SE,6,N,3.2,89,,
14,0.45,3,0.2,2.9,,ESE,7,N,3.1,80,,
15,0.61,4,0.24,3.1,,ENE,2,N,2.2,86,,
16,0.33,3,0.2,2.9,,NNE,2,NNE,1.9,106,,
17,0.57,3.5,0.24,2.7,,SSW,3,NNE,0.9,129,,
18,0.42,3,0.19,2.9,,S,5,NNW,1,150,,
19,0.32,3,0.18,2.9,,E,7,N,1.1,162,,
20,0.22,3,0.13,3.2,,SSE,6,NNE,1.4,163,,
21,0.19,3,0.1,2.7,,NE,1,NE,0.8,159,,
22,0.12,3,0.08,2.6,,NNE,5,NNE,1,143,,
23,0.25,3.5,0.15,2.8,,ENE,4,NNW,1.5,121,,
24,0.14,2.5,0.08,2.9,,E,5,N,2.5,95,,
最大,0.61,4,0.24,3.2,最多,平均,12,最多,4.8,平均,平均,
平均,0.29,3.1,0.15,2.8,,E,1.3,N,2.9,116,,
2022/1/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.11,3,0.07,2.9,,E,5,NNE,2.4,73,,
2,0.42,3.5,0.17,3.7,,ESE,8,NNW,4.6,54,,
3,0.14,2.5,0.07,2.8,,SSW,3,NNW,2.1,57,,
4,0.12,2.5,0.06,2.6,,WSW,4,NNE,1.1,74,,
5,0.42,3.5,0.15,3.6,,NNW,5,NNE,2.3,102,,
6,0.41,4,0.18,2.9,,N,6,NNE,2.9,131,,
7,0.34,2.5,0.17,2.7,,NW,6,N,5.9,160,,
8,0.26,2,0.15,2.8,,NNW,11,N,5.5,177,,
9,0.26,2.5,0.15,2.9,,NNE,4,N,4.5,180,,
10,0.5,3,0.21,3.4,,NE,2,NNE,5.2,170,,
11,0.43,2.5,0.2,2.7,,ENE,4,NNE,6.1,155,,
12,0.3,2.5,0.19,2.5,,ENE,5,N,7.2,133,,
13,0.53,3,0.22,3,,E,11,NNE,6.1,109,,
14,0.34,2.5,0.19,2.6,,E,9,N,5.1,88,,
15,0.34,2.5,0.2,2.5,,ESE,6,NNE,6.2,80,,
16,0.38,2.5,0.19,2.6,,ESE,4,NNE,6.7,85,,
17,0.71,4.5,0.36,2.9,WNW,ESE,5,ENE,8.2,104,,
18,0.72,3,0.41,3,E,ESE,4,NE,6.8,127,,
19,0.77,2.5,0.42,3.1,E,ESE,7,NE,6.5,143,,
20,0.7,3,0.4,3.1,E,E,9,NE,6.7,149,,
21,0.55,3,0.34,2.9,SSE,ESE,13,NNE,5,147,,
22,0.61,3,0.28,2.8,WNW,ESE,13,NNE,4.2,141,,
23,0.71,4,0.3,3,E,E,13,NNE,3.2,131,,
24,0.3,2.5,0.17,2.7,,E,11,NE,3.4,114,,
最大,0.77,4.5,0.42,3.7,最多,平均,13,最多,8.2,平均,平均,
平均,0.43,2.9,0.22,2.9,E,E,4.4,NNE,4.9,120,,
2022/1/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,3,0.14,2.6,,ENE,11,NE,3.3,95,,
2,0.45,3,0.15,2.5,,ESE,13,NE,4.6,77,,
3,0.5,2.5,0.15,2.3,,SE,5,NNE,2.8,66,,
4,0.17,3,0.1,2.3,,,0,NNE,2.4,68,,
5,0.46,3,0.16,2.9,,N,6,NNE,2.7,86,,
6,0.72,2.5,0.16,2.6,,NW,12,NE,2.4,112,,
7,0.4,2.5,0.18,2.8,,NNW,11,NNE,2,139,,
8,0.36,2.5,0.18,2.8,,N,11,NNE,3.2,159,,
9,0.34,2.5,0.19,2.9,,NNW,7,NNE,2.5,168,,
10,0.45,2.5,0.18,2.6,,ENE,3,NE,3.4,167,,
11,0.51,2.5,0.25,2.7,SW,SE,1,NE,4.1,155,,
12,0.38,3,0.19,2.5,,NNE,4,ENE,4.3,136,,
13,0.48,3,0.24,2.9,,E,7,ENE,3,113,,
14,0.34,3,0.19,2.9,,E,8,ENE,3,90,,
15,0.33,3.5,0.19,2.8,,ESE,12,ENE,2.1,74,,
16,0.38,3,0.23,2.7,,SSW,3,ESE,1.4,71,,
17,0.43,2.5,0.23,2.9,,NW,5,ESE,0.8,79,,
18,0.78,4.5,0.33,2.9,S,NW,4,ESE,3.9,94,,
19,0.48,2.5,0.24,2.4,,NW,5,NE,4,109,,
20,0.36,2.5,0.21,2.5,,NNE,7,ENE,3.4,120,,
21,0.3,2.5,0.17,2.3,,NE,4,ENE,1.4,129,,
22,0.25,2,0.14,2.4,,NNE,4,NNE,2.5,134,,
23,0.35,3.5,0.15,2.7,,NE,5,NNE,3.3,138,,
24,0.23,4,0.12,2.7,,N,4,NNE,2.4,132,,
最大,0.78,4.5,0.33,2.9,最多,平均,13,最多,4.6,平均,平均,
平均,0.4,2.9,0.19,2.7,,NNE,3.4,NNE,2.9,113,,
2022/1/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,3,0.11,2.1,,ENE,2,NNE,3.4,117,,
2,0.2,2,0.11,2.2,,S,3,N,3.5,101,,
3,0.24,4,0.13,2.7,,E,1,N,3.6,89,,
4,0.32,4,0.11,2.9,,W,4,N,4.4,84,,
5,0.58,2.5,0.16,3.1,,WSW,4,N,3.9,93,,
6,0.3,2.5,0.14,2.7,,W,5,N,4.8,111,,
7,0.47,3,0.2,3,,NW,9,N,5.5,131,,
8,0.37,3,0.17,2.7,,WNW,10,NNW,4.4,146,,
9,0.25,2,0.16,2.7,,W,8,N,5.3,157,,
10,0.32,3,0.18,2.8,,N,8,NNW,5.8,163,,
11,0.36,3.5,0.17,2.8,,NNE,4,N,5.3,160,,
12,0.32,5.5,0.18,3,,WNW,5,N,4,147,,
13,0.42,4,0.2,3,,ENE,4,NNE,3.2,127,,
14,0.4,2,0.21,2.9,,E,3,ENE,2.6,105,,
15,0.37,2.5,0.2,2.6,,ENE,1,ESE,2.4,86,,
16,0.37,2,0.17,2.8,,ESE,2,SE,2.1,73,,
17,0.66,5,0.29,3.2,S,SSE,2,E,2.3,69,,
18,0.29,3,0.18,2.9,,WNW,3,ENE,2.6,71,,
19,0.4,3,0.18,3.1,,NNW,2,ENE,3.4,79,,
20,0.25,5,0.15,2.9,,NW,10,NE,2.7,90,,
21,0.32,2.5,0.17,2.5,,N,11,NE,1.7,102,,
22,0.37,3,0.14,2.8,,NNW,9,NNW,1.8,117,,
23,0.31,3.5,0.16,3.2,,NW,7,N,1.3,130,,
24,0.18,2,0.1,2.7,,WNW,4,N,1.3,138,,
最大,0.66,5.5,0.29,3.2,最多,平均,11,最多,5.8,平均,平均,
平均,0.34,3.1,0.17,2.8,,NW,3.2,N,3.4,112,,
2022/1/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,3,0.09,2.6,,WNW,4,NW,1.4,137,,
2,0.2,2.5,0.08,2.8,,W,2,WNW,3.3,128,,
3,0.14,3,0.08,2.7,,SW,3,NW,2,117,,
4,0.14,2.5,0.07,2.8,,NNW,3,NE,1,110,,
5,0.27,3.5,0.13,3.3,,WSW,2,E,1,109,,
6,0.42,3,0.21,2.9,,W,11,NW,1.9,111,,
7,0.3,3,0.17,2.8,,SW,7,NW,2.9,122,,
8,0.28,2.5,0.14,2.8,,SW,6,NNW,5.4,138,,
9,0.38,2,0.16,2.5,,W,7,N,5.8,149,,
10,0.26,2.5,0.16,2.7,,W,10,NNW,6.5,155,,
11,0.31,2.5,0.17,2.6,,WNW,9,N,6.6,156,,
12,0.3,2.5,0.16,2.4,,W,7,NNW,6.8,152,,
13,0.33,3,0.17,2.7,,NNW,4,N,5.6,142,,
14,0.35,3,0.2,2.8,,N,4,NNW,5.7,126,,
15,0.39,2,0.17,2.7,,NW,5,N,5,105,,
16,0.38,2.5,0.18,2.8,,NNE,3,N,4.4,84,,
17,0.41,2.5,0.24,2.9,,ENE,5,N,4.8,63,,
18,0.43,2.5,0.16,2.4,,SE,7,NNW,4.6,52,,
19,0.37,2.5,0.17,2.5,,E,5,N,6.5,47,,
20,0.29,1.5,0.16,2.2,,NE,3,N,8.3,53,,
21,0.25,2.5,0.15,2.2,,N,2,N,8.2,65,,
22,0.71,5,0.21,3,,NW,6,N,6,83,,
23,0.4,3.5,0.17,3,,NW,7,N,4.5,100,,
24,0.25,2,0.15,2.2,,NW,7,NNW,8.8,118,,
最大,0.71,5,0.24,3.3,最多,平均,11,最多,8.8,平均,平均,
平均,0.32,2.7,0.16,2.7,,WNW,2.9,N,4.9,109,,
2022/1/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.24,2.5,0.14,2.3,,W,4,NNW,6.8,133,,
2,0.25,2.5,0.14,2.5,,NE,2,N,5.4,140,,
3,0.29,2,0.14,2.6,,SE,4,N,5.1,140,,
4,0.27,3.5,0.17,2.7,,S,4,N,5.5,136,,
5,0.45,3,0.19,2.7,,S,8,NNE,3.9,128,,
6,0.43,2.5,0.2,2.7,,SSW,7,NNE,3.8,121,,
7,0.34,2.5,0.18,2.5,,NW,4,NNE,3.9,123,,
8,0.31,2.5,0.2,2.6,,NNW,3,NNE,3.8,130,,
9,0.45,3,0.24,3.4,,NW,11,NNE,2.8,138,,
10,0.33,3,0.2,2.7,,N,15,N,3,147,,
11,0.5,3,0.23,3.1,,N,13,N,3.8,155,,
12,0.34,3,0.2,2.9,,NNW,9,NE,3.3,160,,
13,0.65,3,0.21,2.9,,NNW,8,ESE,3.7,156,,
14,0.43,4,0.2,2.9,,N,3,SSE,4.3,146,,
15,0.4,3,0.2,2.7,,NNE,4,SSE,4,130,,
16,0.36,2,0.23,2.4,,SE,5,SSE,4.7,109,,
