産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,D,08,084,機械器具設置工事業,805,17414,15095,2280,15615,13536,2040,18,31,25,6,6,4,2,787,17383,15070,2274,15609,13532,2038,787,17383,15070,2274,15609,13532,2038,786,17380,15067,2274,15606,13529,2038,-,-,-,-,-,-,-,1,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,089,その他の設備工事業,557,6141,5013,1123,5051,4138,908,19,38,30,8,12,10,2,538,6103,4983,1115,5039,4128,906,538,6103,4983,1115,5039,4128,906,538,6103,4983,1115,5039,4128,906,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,E,00,000,製造業,43569,589948,417129,166887,512514,359805,146850,9174,19584,12456,7105,7127,3047,4064,34385,570313,404636,159768,505347,356727,142777,34326,566204,401602,158702,501310,353760,141716,34132,564147,400140,158119,499489,352484,141183,130,555,402,153,369,258,111,40,1355,980,372,1319,951,365,24,147,80,58,133,67,57,59,4109,3034,1066,4037,2967,1061,10,51,37,14,40,31,9
2,E,09,000,食料品製造業,2228,62277,34364,27801,57880,31381,26387,323,967,474,493,462,140,322,1904,61302,33883,27307,57410,31234,26064,1886,61028,33760,27156,57152,31126,25914,1868,60779,33576,27094,56927,30960,25858,13,51,37,14,32,22,10,3,188,144,44,184,142,42,2,10,3,4,9,2,4,18,274,123,151,258,108,150,1,8,7,1,8,7,1
3,E,09,090,管理，補助的経済活動を行う事業所,169,9110,6123,2987,8662,5735,2927,-,-,-,-,-,-,-,169,9110,6123,2987,8662,5735,2927,169,9110,6123,2987,8662,5735,2927,168,8931,5981,2950,8484,5593,2891,-,-,-,-,-,-,-,1,179,142,37,178,142,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,09,091,畜産食料品製造業,145,5612,3834,1775,5346,3652,1691,7,14,10,4,6,4,2,138,5598,3824,1771,5340,3648,1689,138,5598,3824,1771,5340,3648,1689,135,5581,3821,1760,5325,3646,1679,-,-,-,-,-,-,-,1,7,-,7,6,-,6,2,10,3,4,9,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,09,092,水産食料品製造業,193,5747,3322,2425,5398,3083,2315,28,101,38,63,57,11,46,164,5638,3277,2361,5333,3065,2268,159,5622,3269,2353,5318,3058,2260,158,5620,3267,2353,5318,3058,2260,-,-,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,5,16,8,8,15,7,8,1,8,7,1,8,7,1
3,E,09,093,野菜缶詰・果実缶詰・農産保存食料品製造業,85,1081,492,587,905,383,520,11,35,16,19,16,5,11,74,1046,476,568,889,378,509,73,1039,472,565,885,376,507,73,1039,472,565,885,376,507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,4,3,4,2,2,-,-,-,-,-,-,-
3,E,09,094,調味料製造業,62,1393,786,607,1285,709,576,3,10,5,5,6,2,4,59,1383,781,602,1279,707,572,58,1374,777,597,1274,707,567,57,1371,774,597,1274,707,567,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,4,5,5,-,5,-,-,-,-,-,-,-
3,E,09,095,糖類製造業,14,406,323,83,335,256,79,-,-,-,-,-,-,-,14,406,323,83,335,256,79,14,406,323,83,335,256,79,14,406,323,83,335,256,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,09,096,精穀・製粉業,43,783,578,205,725,539,186,4,12,7,5,1,1,-,39,771,571,200,724,538,186,38,760,561,199,713,528,185,38,760,561,199,713,528,185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,10,1,11,10,1,-,-,-,-,-,-,-
3,E,09,097,パン・菓子製造業,521,16268,8344,7876,15349,7776,7525,95,333,154,179,172,55,117,426,15935,8190,7697,15177,7721,7408,421,15870,8152,7670,15113,7684,7381,418,15847,8134,7665,15092,7668,7376,3,23,18,5,21,16,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,65,38,27,64,37,27,-,-,-,-,-,-,-
3,E,09,098,動植物油脂製造業,33,738,543,195,671,492,179,-,-,-,-,-,-,-,33,738,543,195,671,492,179,31,730,537,193,667,490,177,31,730,537,193,667,490,177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,6,2,4,2,2,-,-,-,-,-,-,-
3,E,09,099,その他の食料品製造業,963,21139,10019,11061,19204,8756,10389,175,462,244,218,204,62,142,788,20677,9775,10843,19000,8694,10247,785,20519,9722,10738,18845,8644,10142,776,20494,9706,10729,18834,8638,10137,9,25,16,9,11,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,158,53,105,155,50,105,-,-,-,-,-,-,-
2,E,10,000,飲料・たばこ・飼料製造業,220,10249,7436,2803,9843,7124,2709,21,91,59,32,50,31,19,199,10158,7377,2771,9793,7093,2690,198,10157,7376,2771,9793,7093,2690,191,10088,7334,2744,9740,7062,2668,6,60,39,21,44,28,16,-,-,-,-,-,-,-,1,9,3,6,9,3,6,1,1,1,-,-,-,-,-,-,-,-,-,-,-
3,E,10,100,管理，補助的経済活動を行う事業所,29,988,748,240,927,692,235,-,-,-,-,-,-,-,29,988,748,240,927,692,235,29,988,748,240,927,692,235,28,986,746,240,926,691,235,1,2,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,10,101,清涼飲料製造業,47,1849,1391,458,1789,1347,442,3,13,9,4,8,6,2,44,1836,1382,454,1781,1341,440,44,1836,1382,454,1781,1341,440,44,1836,1382,454,1781,1341,440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,10,102,酒類製造業,39,5905,4331,1573,5814,4263,1550,3,36,26,10,33,23,10,36,5869,4305,1563,5781,4240,1540,36,5869,4305,1563,5781,4240,1540,32,5844,4290,1553,5770,4234,1535,4,25,15,10,11,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,10,103,茶・コーヒー製造業（清涼飲料を除く）,49,702,386,316,605,324,281,12,38,20,18,9,2,7,37,664,366,298,596,322,274,37,664,366,298,596,322,274,36,655,363,292,587,319,268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,3,6,9,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,10,104,製氷業,9,88,62,26,75,51,24,2,2,2,-,-,-,-,7,86,60,26,75,51,24,7,86,60,26,75,51,24,7,86,60,26,75,51,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,10,105,たばこ製造業,1,114,103,11,114,103,11,-,-,-,-,-,-,-,1,114,103,11,114,103,11,1,114,103,11,114,103,11,1,114,103,11,114,103,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,10,106,飼料・有機質肥料製造業,46,603,415,179,519,344,166,1,2,2,-,-,-,-,45,601,413,179,519,344,166,44,600,412,179,519,344,166,43,567,390,168,487,323,155,1,33,22,11,32,21,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-
2,E,11,000,繊維工業,3053,17998,8472,9451,13118,5395,7648,1136,2516,1269,1247,878,211,667,1915,15474,7201,8198,12239,5184,6980,1911,15465,7198,8192,12231,5181,6975,1900,15430,7180,8175,12209,5173,6961,4,12,4,8,6,-,6,4,8,4,4,4,1,3,3,15,10,5,12,7,5,4,9,3,6,8,3,5,2,8,2,6,1,-,1
3,E,11,110,管理，補助的経済活動を行う事業所,49,364,249,110,307,205,97,-,-,-,-,-,-,-,49,364,249,110,307,205,97,49,364,249,110,307,205,97,49,364,249,110,307,205,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,11,111,製糸業，紡績業，化学繊維・ねん糸等製造業,18,703,475,228,680,460,220,6,11,7,4,1,1,-,11,690,468,222,678,459,219,11,690,468,222,678,459,219,10,679,461,218,668,453,215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,7,4,10,6,4,-,-,-,-,-,-,-,1,2,-,2,1,-,1
3,E,11,112,織物業,86,387,177,210,272,99,173,35,89,38,51,44,9,35,51,298,139,159,228,90,138,49,294,139,155,225,90,135,49,294,139,155,225,90,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,4,3,-,3,-,-,-,-,-,-,-
3,E,11,113,ニット生地製造業,78,226,131,95,98,43,55,46,85,54,31,17,7,10,32,141,77,64,81,36,45,32,141,77,64,81,36,45,32,141,77,64,81,36,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,11,114,染色整理業,166,818,517,298,561,342,216,64,137,79,58,47,15,32,101,675,436,236,514,327,184,101,675,436,236,514,327,184,101,675,436,236,514,327,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,2,4,-,-,-
3,E,11,115,綱・網・レース・繊維粗製品製造業,80,447,260,187,331,177,154,23,40,25,15,11,4,7,57,407,235,172,320,173,147,57,407,235,172,320,173,147,57,407,235,172,320,173,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,11,116,外衣・シャツ製造業（和式を除く）,1490,8908,3911,4935,6522,2438,4022,553,1221,587,634,406,80,326,937,7687,3324,4301,6116,2358,3696,936,7683,3321,4300,6112,2355,3695,928,7662,3312,4288,6101,2353,3686,3,10,3,7,5,-,5,3,7,3,4,4,1,3,2,4,3,1,2,1,1,1,4,3,1,4,3,1,-,-,-,-,-,-,-
3,E,11,117,下着類製造業,29,385,133,252,338,105,233,6,14,5,9,7,1,6,23,371,128,243,331,104,227,23,371,128,243,331,104,227,23,371,128,243,331,104,227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,11,118,和装製品・その他の衣服・繊維製身の回り品製造業,463,2087,879,1203,1306,420,881,183,406,191,215,143,28,115,280,1681,688,988,1163,392,766,279,1680,688,987,1162,392,765,278,1678,687,986,1161,392,764,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-
3,E,11,119,その他の繊維製品製造業,594,3673,1740,1933,2703,1106,1597,220,513,283,230,202,66,136,374,3160,1457,1703,2501,1040,1461,374,3160,1457,1703,2501,1040,1461,373,3159,1456,1703,2501,1040,1461,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,12,000,木材・木製品製造業（家具を除く）,446,2182,1620,559,1536,1125,408,162,315,228,87,111,64,47,283,1859,1386,470,1418,1056,359,282,1857,1384,470,1416,1054,359,278,1839,1369,467,1401,1042,356,3,16,14,2,13,11,2,-,-,-,-,-,-,-,1,2,1,1,2,1,1,1,2,2,-,2,2,-,1,8,6,2,7,5,2
3,E,12,120,管理，補助的経済活動を行う事業所,27,134,91,43,98,60,38,-,-,-,-,-,-,-,27,134,91,43,98,60,38,27,134,91,43,98,60,38,27,134,91,43,98,60,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,12,121,製材業，木製品製造業,82,408,319,89,271,211,60,26,50,42,8,21,15,6,55,350,271,79,243,191,52,55,350,271,79,243,191,52,53,344,266,78,238,187,51,1,4,4,-,3,3,-,-,-,-,-,-,-,-,1,2,1,1,2,1,1,-,-,-,-,-,-,-,1,8,6,2,7,5,2
3,E,12,122,造作材・合板・建築用組立材料製造業,112,848,662,186,672,527,145,26,49,38,11,16,11,5,86,799,624,175,656,516,140,86,799,624,175,656,516,140,86,799,624,175,656,516,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,12,123,木製容器製造業（竹，とうを含む）,79,291,194,94,199,120,76,39,77,55,22,30,16,14,40,214,139,72,169,104,62,40,214,139,72,169,104,62,40,214,139,72,169,104,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,12,129,その他の木製品製造業（竹，とうを含む）,146,501,354,147,296,207,89,71,139,93,46,44,22,22,75,362,261,101,252,185,67,74,360,259,101,250,183,67,72,348,249,99,240,175,65,2,12,10,2,10,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,2,2,-,-,-,-,-,-,-,-
2,E,13,000,家具・装備品製造業,1347,8141,5990,2145,5968,4292,1670,485,950,717,233,331,191,140,862,7191,5273,1912,5637,4101,1530,859,7175,5261,1908,5621,4089,1526,853,7159,5247,1906,5613,4083,1524,5,11,10,1,7,6,1,1,5,4,1,1,-,1,-,-,-,-,-,-,-,3,16,12,4,16,12,4,-,-,-,-,-,-,-
3,E,13,130,管理，補助的経済活動を行う事業所,34,907,576,331,860,548,312,1,2,-,2,1,-,1,33,905,576,329,859,548,311,33,905,576,329,859,548,311,33,905,576,329,859,548,311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,13,131,家具製造業,651,4239,3296,937,3139,2432,701,207,419,326,93,162,102,60,444,3820,2970,844,2977,2330,641,443,3816,2967,843,2973,2327,640,439,3804,2956,842,2967,2322,639,3,7,7,-,5,5,-,1,5,4,1,1,-,1,-,-,-,-,-,-,-,1,4,3,1,4,3,1,-,-,-,-,-,-,-
3,E,13,132,宗教用具製造業,64,223,150,73,128,86,42,39,80,47,33,19,5,14,25,143,103,40,109,81,28,25,143,103,40,109,81,28,25,143,103,40,109,81,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,13,133,建具製造業,347,1022,765,257,518,352,166,174,327,257,70,105,65,40,173,695,508,187,413,287,126,171,683,499,184,401,278,123,170,681,498,183,400,278,122,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,12,9,3,12,9,3,-,-,-,-,-,-,-
3,E,13,139,その他の家具・装備品製造業,251,1750,1203,547,1323,874,449,64,122,87,35,44,19,25,187,1628,1116,512,1279,855,424,187,1628,1116,512,1279,855,424,186,1626,1114,512,1278,854,424,1,2,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,14,000,パルプ・紙・紙加工品製造業,1537,13068,8564,4376,10461,6672,3668,326,784,458,326,322,121,201,1211,12284,8106,4050,10139,6551,3467,1205,12164,8033,4003,10022,6480,3421,1197,12100,7986,3986,9967,6439,3407,6,39,27,12,30,21,9,2,25,20,5,25,20,5,-,-,-,-,-,-,-,6,120,73,47,117,71,46,-,-,-,-,-,-,-
3,E,14,140,管理，補助的経済活動を行う事業所,60,1180,918,262,1058,822,236,-,-,-,-,-,-,-,60,1180,918,262,1058,822,236,60,1180,918,262,1058,822,236,60,1180,918,262,1058,822,236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,14,141,パルプ製造業,3,278,217,61,274,213,61,-,-,-,-,-,-,-,3,278,217,61,274,213,61,3,278,217,61,274,213,61,3,278,217,61,274,213,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,14,142,紙製造業,30,451,306,145,404,267,137,7,22,15,7,13,9,4,23,429,291,138,391,258,133,23,429,291,138,391,258,133,23,429,291,138,391,258,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,14,143,加工紙製造業,35,475,337,138,399,279,120,7,22,14,8,13,8,5,28,453,323,130,386,271,115,28,453,323,130,386,271,115,28,453,323,130,386,271,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,14,144,紙製品製造業,431,3525,2142,1383,2849,1652,1197,85,194,104,90,69,19,50,346,3331,2038,1293,2780,1633,1147,343,3219,1969,1250,2668,1564,1104,341,3217,1967,1250,2668,1564,1104,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,112,69,43,112,69,43,-,-,-,-,-,-,-
3,E,14,145,紙製容器製造業,737,5759,3703,1928,4452,2777,1554,175,437,260,177,182,70,112,562,5322,3443,1751,4270,2707,1442,560,5315,3440,1747,4266,2706,1439,554,5253,3395,1730,4211,2665,1425,4,37,25,12,30,21,9,2,25,20,5,25,20,5,-,-,-,-,-,-,-,2,7,3,4,4,1,3,-,-,-,-,-,-,-
3,E,14,149,その他のパルプ・紙・紙加工品製造業,241,1400,941,459,1025,662,363,52,109,65,44,45,15,30,189,1291,876,415,980,647,333,188,1290,875,415,979,646,333,188,1290,875,415,979,646,333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-
2,E,15,000,印刷・同関連業,6887,81534,58892,22350,69635,50232,19113,950,2018,1263,752,720,295,423,5937,79516,57629,21598,68915,49937,18690,5923,76772,55450,21033,66193,47778,18127,5905,76718,55409,21020,66163,47758,18117,17,53,40,13,30,20,10,1,1,1,-,-,-,-,-,-,-,-,-,-,-,14,2744,2179,565,2722,2159,563,-,-,-,-,-,-,-
3,E,15,150,管理，補助的経済活動を行う事業所,118,3652,2803,849,3467,2653,814,-,-,-,-,-,-,-,118,3652,2803,849,3467,2653,814,117,3208,2419,789,3030,2275,755,117,3208,2419,789,3030,2275,755,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,444,384,60,437,378,59,-,-,-,-,-,-,-
3,E,15,151,印刷業,4936,59988,43133,16613,51898,37112,14545,639,1296,833,460,438,181,255,4297,58692,42300,16153,51460,36931,14290,4288,56595,40665,15691,49364,35297,13828,4276,56561,40639,15683,49348,35286,13823,11,33,25,8,16,11,5,1,1,1,-,-,-,-,-,-,-,-,-,-,-,9,2097,1635,462,2096,1634,462,-,-,-,-,-,-,-
3,E,15,152,製版業,490,7976,6140,1798,7198,5566,1595,46,82,57,25,27,13,14,444,7894,6083,1773,7171,5553,1581,443,7887,6078,1771,7164,5548,1579,443,7887,6078,1771,7164,5548,1579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,5,2,7,5,2,-,-,-,-,-,-,-
3,E,15,153,製本業，印刷物加工業,1240,8425,5853,2564,6211,4309,1894,243,588,346,242,232,95,137,997,7837,5507,2322,5979,4214,1757,994,7641,5352,2281,5797,4072,1717,989,7623,5338,2277,5784,4063,1713,5,18,14,4,13,9,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,196,155,41,182,142,40,-,-,-,-,-,-,-
3,E,15,159,印刷関連サービス業,103,1493,963,526,861,592,265,22,52,27,25,23,6,17,81,1441,936,501,838,586,248,81,1441,936,501,838,586,248,80,1439,935,500,837,586,247,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,16,000,化学工業,1078,51193,31372,15089,48656,29378,14604,16,59,30,29,27,10,17,1061,51132,31340,15060,48629,29368,14587,1056,50409,30856,14821,47928,28906,14348,1044,49450,30200,14518,46980,28258,14048,3,15,11,4,10,8,2,6,914,636,278,911,633,278,3,30,9,21,27,7,20,5,723,484,239,701,462,239,1,2,2,-,-,-,-
3,E,16,160,管理，補助的経済活動を行う事業所,202,15800,8221,3003,15227,7762,2947,-,-,-,-,-,-,-,202,15800,8221,3003,15227,7762,2947,201,15769,8193,3000,15196,7734,2944,198,15422,7897,2949,14853,7441,2894,1,5,4,1,2,2,-,2,342,292,50,341,291,50,-,-,-,-,-,-,-,1,31,28,3,31,28,3,-,-,-,-,-,-,-
3,E,16,161,化学肥料製造業,4,146,105,41,127,88,39,-,-,-,-,-,-,-,4,146,105,41,127,88,39,4,146,105,41,127,88,39,4,146,105,41,127,88,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,16,162,無機化学工業製品製造業,76,1451,1169,282,1295,1042,253,4,18,10,8,-,-,-,72,1433,1159,274,1295,1042,253,71,1425,1152,273,1287,1035,252,71,1425,1152,273,1287,1035,252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,7,1,8,7,1,-,-,-,-,-,-,-
3,E,16,163,有機化学工業製品製造業,82,3070,2258,808,2889,2098,787,2,22,11,11,19,8,11,80,3048,2247,797,2870,2090,776,80,3048,2247,797,2870,2090,776,79,3014,2231,779,2837,2075,758,-,-,-,-,-,-,-,1,34,16,18,33,15,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,16,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,156,3193,2344,847,2884,2112,770,3,5,2,3,-,-,-,153,3188,2342,844,2884,2112,770,153,3188,2342,844,2884,2112,770,153,3188,2342,844,2884,2112,770,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,16,165,医薬品製造業,160,16668,11104,5449,16189,10696,5378,-,-,-,-,-,-,-,160,16668,11104,5449,16189,10696,5378,157,15984,10655,5214,15527,10269,5143,152,15439,10324,5000,14986,9941,4930,-,-,-,-,-,-,-,3,538,328,210,537,327,210,2,7,3,4,4,1,3,3,684,449,235,662,427,235,-,-,-,-,-,-,-
3,E,16,166,化粧品・歯磨・その他の化粧用調整品製造業,216,7252,3728,3493,6807,3437,3339,4,9,4,5,6,1,5,212,7243,3724,3488,6801,3436,3334,212,7243,3724,3488,6801,3436,3334,211,7235,3719,3485,6795,3432,3332,1,8,5,3,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,16,169,その他の化学工業,182,3613,2443,1166,3238,2143,1091,3,5,3,2,2,1,1,178,3606,2438,1164,3236,2142,1090,178,3606,2438,1164,3236,2142,1090,176,3581,2430,1147,3211,2134,1073,1,2,2,-,2,2,-,-,-,-,-,-,-,-,1,23,6,17,23,6,17,-,-,-,-,-,-,-,1,2,2,-,-,-,-
2,E,17,000,石油製品・石炭製品製造業,57,5348,4551,797,5195,4406,789,-,-,-,-,-,-,-,56,5331,4538,793,5178,4393,785,56,5331,4538,793,5178,4393,785,56,5331,4538,793,5178,4393,785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,13,4,17,13,4
