地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,事業所数（事業所）,従業者数（人）,売上（収入）金額（百万円）
4,13102,中央区,2,K,68,不動産取引業,477,8740,815779
4,13102,中央区,2,K,69,不動産賃貸業・管理業,1552,18190,1317285
4,13102,中央区,2,K,70,物品賃貸業,173,5017,492288
4,13102,中央区,1,L,00,学術研究，専門・技術サービス業,3406,40608,2219131
4,13102,中央区,2,L,71,学術・開発研究機関,66,1727,21709
4,13102,中央区,2,L,72,専門サービス業（他に分類されないもの）,2477,21045,1327616
4,13102,中央区,2,L,73,広告業,372,8592,623830
4,13102,中央区,2,L,74,技術サービス業（他に分類されないもの）,486,9177,244676
4,13102,中央区,1,M,00,宿泊業，飲食サービス業,4488,48643,448699
4,13102,中央区,2,M,75,宿泊業,113,3844,69501
4,13102,中央区,2,M,76,飲食店,4187,41680,366339
4,13102,中央区,2,M,77,持ち帰り・配達飲食サービス業,185,3079,12706
4,13102,中央区,1,N,00,生活関連サービス業，娯楽業,1138,17228,678569
4,13102,中央区,2,N,78,洗濯・理容・美容・浴場業,548,4468,33857
4,13102,中央区,2,N,79,その他の生活関連サービス業,350,9365,554534
4,13102,中央区,2,N,80,娯楽業,238,3389,90106
4,13102,中央区,1,O,00,教育，学習支援業,349,7413,…
4,13102,中央区,2,O,81,学校教育,21,813,…
4,13102,中央区,2,O,82,その他の教育，学習支援業,328,6600,27874
4,13102,中央区,1,P,00,医療，福祉,1157,19013,1047137
4,13102,中央区,2,P,83,医療業,893,13396,170203
4,13102,中央区,2,P,84,保健衛生,29,973,7382
4,13102,中央区,2,P,85,社会保険・社会福祉・介護事業,234,4642,869550
4,13102,中央区,1,Q,00,複合サービス事業,58,1166,…
4,13102,中央区,2,Q,86,郵便局,45,1028,…
4,13102,中央区,2,Q,87,協同組合（他に分類されないもの）,13,138,1685
4,13102,中央区,1,R,00,サービス業（他に分類されないもの）,2332,121276,…
4,13102,中央区,2,R,88,廃棄物処理業,32,503,9064
4,13102,中央区,2,R,89,自動車整備業,13,156,1907
4,13102,中央区,2,R,90,機械等修理業（別掲を除く）,107,1988,59023
4,13102,中央区,2,R,91,職業紹介・労働者派遣業,261,55254,259865
4,13102,中央区,2,R,92,その他の事業サービス業,1272,58203,772023
4,13102,中央区,2,R,93,政治・経済・文化団体,581,4790,…
4,13102,中央区,2,R,94,宗教,54,246,…
4,13102,中央区,2,R,95,その他のサービス業,8,70,956
4,13103,港区,1,A,00,農業，林業,16,142,5448
4,13103,港区,2,A,01,農業,16,142,5448
4,13103,港区,2,A,02,林業,-,-,-
4,13103,港区,1,B,00,漁業,-,-,-
4,13103,港区,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13103,港区,2,B,04,水産養殖業,-,-,-
4,13103,港区,1,C,00,鉱業，採石業，砂利採取業,36,1123,-
4,13103,港区,2,C,05,鉱業，採石業，砂利採取業,36,1123,-
4,13103,港区,1,D,00,建設業,856,46104,…
4,13103,港区,2,D,06,総合工事業,324,24421,…
4,13103,港区,2,D,07,職別工事業（設備工事業を除く）,204,3617,…
4,13103,港区,2,D,08,設備工事業,327,18058,…
4,13103,港区,1,E,00,製造業,895,36217,1380444
4,13103,港区,2,E,09,食料品製造業,60,3472,199262
4,13103,港区,2,E,10,飲料・たばこ・飼料製造業,14,649,17876
4,13103,港区,2,E,11,繊維工業,51,560,20459
4,13103,港区,2,E,12,木材・木製品製造業（家具を除く）,2,2,X
4,13103,港区,2,E,13,家具・装備品製造業,25,144,699
4,13103,港区,2,E,14,パルプ・紙・紙加工品製造業,14,70,1005
4,13103,港区,2,E,15,印刷・同関連業,203,2480,73666
4,13103,港区,2,E,16,化学工業,90,5386,628149
4,13103,港区,2,E,17,石油製品・石炭製品製造業,2,1905,X
4,13103,港区,2,E,18,プラスチック製品製造業（別掲を除く）,29,1308,4591
4,13103,港区,2,E,19,ゴム製品製造業,11,1159,704
4,13103,港区,2,E,20,なめし革・同製品・毛皮製造業,-,-,-
4,13103,港区,2,E,21,窯業・土石製品製造業,27,1136,17143
4,13103,港区,2,E,22,鉄鋼業,10,150,224
4,13103,港区,2,E,23,非鉄金属製造業,7,552,14
4,13103,港区,2,E,24,金属製品製造業,56,352,4846
4,13103,港区,2,E,25,はん用機械器具製造業,30,1162,65568
4,13103,港区,2,E,26,生産用機械器具製造業,46,4514,262648
4,13103,港区,2,E,27,業務用機械器具製造業,34,1817,3475
4,13103,港区,2,E,28,電子部品・デバイス・電子回路製造業,27,489,3838
4,13103,港区,2,E,29,電気機械器具製造業,61,5440,30773
4,13103,港区,2,E,30,情報通信機械器具製造業,19,529,5251
4,13103,港区,2,E,31,輸送用機械器具製造業,25,2266,24701
4,13103,港区,2,E,32,その他の製造業,48,658,12366
4,13103,港区,1,F,00,電気・ガス・熱供給・水道業,52,5082,…
4,13103,港区,2,F,33,電気業,22,981,…
4,13103,港区,2,F,34,ガス業,5,3605,…
4,13103,港区,2,F,35,熱供給業,20,248,…
4,13103,港区,2,F,36,水道業,5,248,…
4,13103,港区,1,G,00,情報通信業,2436,176847,…
4,13103,港区,2,G,37,通信業,69,16425,…
4,13103,港区,2,G,38,放送業,51,9093,…
4,13103,港区,2,G,39,情報サービス業,1199,108434,4258079
4,13103,港区,2,G,40,インターネット附随サービス業,255,16467,820932
4,13103,港区,2,G,41,映像・音声・文字情報制作業,853,26117,…
4,13103,港区,1,H,00,運輸業，郵便業,932,31975,…
4,13103,港区,2,H,42,鉄道業,32,5138,…
4,13103,港区,2,H,43,道路旅客運送業,29,1363,…
4,13103,港区,2,H,44,道路貨物運送業,303,8252,…
4,13103,港区,2,H,45,水運業,104,3372,…
4,13103,港区,2,H,46,航空運輸業,11,1097,…
4,13103,港区,2,H,47,倉庫業,76,1787,…
4,13103,港区,2,H,48,運輸に附帯するサービス業,375,10031,…
4,13103,港区,2,H,49,郵便業（信書便事業を含む）,2,935,…
4,13103,港区,1,I,00,卸売業，小売業,6872,212313,44282013
4,13103,港区,2,I,50,各種商品卸売業,19,5425,7690160
4,13103,港区,2,I,51,繊維・衣服等卸売業,259,8415,584583
4,13103,港区,2,I,52,飲食料品卸売業,566,14633,5485314
4,13103,港区,2,I,53,建築材料，鉱物・金属材料等卸売業,770,24842,11655211
4,13103,港区,2,I,54,機械器具卸売業,1284,74058,14374446
4,13103,港区,2,I,55,その他の卸売業,841,44234,3306979
4,13103,港区,2,I,56,各種商品小売業,7,462,9690
4,13103,港区,2,I,57,織物・衣服・身の回り品小売業,662,6907,108985
4,13103,港区,2,I,58,飲食料品小売業,913,12074,207598
4,13103,港区,2,I,59,機械器具小売業,161,4049,239713
4,13103,港区,2,I,60,その他の小売業,1109,9758,210287
4,13103,港区,2,I,61,無店舗小売業,266,7362,405901
4,13103,港区,1,J,00,金融業，保険業,853,36358,…
4,13103,港区,2,J,62,銀行業,109,8271,…
4,13103,港区,2,J,63,協同組織金融業,31,989,…
4,13103,港区,2,J,64,貸金業，クレジットカード業等非預金信用機関,82,8891,…
4,13103,港区,2,J,65,金融商品取引業，商品先物取引業,204,6279,…
4,13103,港区,2,J,66,補助的金融業等,60,1709,…
4,13103,港区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,366,10192,…
4,13103,港区,1,K,00,不動産業，物品賃貸業,2453,36673,3367653
4,13103,港区,2,K,68,不動産取引業,567,8670,835563
4,13103,港区,2,K,69,不動産賃貸業・管理業,1634,17103,1139277
4,13103,港区,2,K,70,物品賃貸業,238,10790,1389281
4,13103,港区,1,L,00,学術研究，専門・技術サービス業,3625,71827,4377677
4,13103,港区,2,L,71,学術・開発研究機関,127,2035,35076
4,13103,港区,2,L,72,専門サービス業（他に分類されないもの）,2491,38799,1715394
4,13103,港区,2,L,73,広告業,362,21031,2404321
4,13103,港区,2,L,74,技術サービス業（他に分類されないもの）,635,9858,217729
4,13103,港区,1,M,00,宿泊業，飲食サービス業,4493,69549,589797
4,13103,港区,2,M,75,宿泊業,153,12642,214994
4,13103,港区,2,M,76,飲食店,4076,52907,347805
4,13103,港区,2,M,77,持ち帰り・配達飲食サービス業,264,4000,26998
4,13103,港区,1,N,00,生活関連サービス業，娯楽業,1562,20665,2742201
4,13103,港区,2,N,78,洗濯・理容・美容・浴場業,708,5603,48370
4,13103,港区,2,N,79,その他の生活関連サービス業,394,7580,630619
4,13103,港区,2,N,80,娯楽業,457,7470,2063136
4,13103,港区,1,O,00,教育，学習支援業,538,26633,…
4,13103,港区,2,O,81,学校教育,99,19542,…
4,13103,港区,2,O,82,その他の教育，学習支援業,439,7091,78680
4,13103,港区,1,P,00,医療，福祉,1492,30404,992979
4,13103,港区,2,P,83,医療業,1143,19217,234784
4,13103,港区,2,P,84,保健衛生,31,786,12825
4,13103,港区,2,P,85,社会保険・社会福祉・介護事業,316,10384,745153
4,13103,港区,1,Q,00,複合サービス事業,63,2008,…
4,13103,港区,2,Q,86,郵便局,55,1964,…
4,13103,港区,2,Q,87,協同組合（他に分類されないもの）,8,44,1190
4,13103,港区,1,R,00,サービス業（他に分類されないもの）,3008,102400,…
4,13103,港区,2,R,88,廃棄物処理業,33,1031,19395
4,13103,港区,2,R,89,自動車整備業,40,355,10070
4,13103,港区,2,R,90,機械等修理業（別掲を除く）,150,4087,100482
4,13103,港区,2,R,91,職業紹介・労働者派遣業,320,28860,223895
4,13103,港区,2,R,92,その他の事業サービス業,1403,56523,1694809
4,13103,港区,2,R,93,政治・経済・文化団体,721,8739,…
4,13103,港区,2,R,94,宗教,312,1989,…
4,13103,港区,2,R,95,その他のサービス業,18,636,9842
4,13104,新宿区,1,A,00,農業，林業,8,44,787
4,13104,新宿区,2,A,01,農業,6,34,X
4,13104,新宿区,2,A,02,林業,2,10,X
4,13104,新宿区,1,B,00,漁業,-,-,-
4,13104,新宿区,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13104,新宿区,2,B,04,水産養殖業,-,-,-
4,13104,新宿区,1,C,00,鉱業，採石業，砂利採取業,1,6,X
4,13104,新宿区,2,C,05,鉱業，採石業，砂利採取業,1,6,X
4,13104,新宿区,1,D,00,建設業,983,30661,…
4,13104,新宿区,2,D,06,総合工事業,365,16808,…
4,13104,新宿区,2,D,07,職別工事業（設備工事業を除く）,293,3212,…
4,13104,新宿区,2,D,08,設備工事業,325,10641,…
4,13104,新宿区,1,E,00,製造業,999,19316,647316
4,13104,新宿区,2,E,09,食料品製造業,48,1069,24432
4,13104,新宿区,2,E,10,飲料・たばこ・飼料製造業,3,29,233
4,13104,新宿区,2,E,11,繊維工業,70,458,7735
4,13104,新宿区,2,E,12,木材・木製品製造業（家具を除く）,6,31,260
4,13104,新宿区,2,E,13,家具・装備品製造業,23,283,556
4,13104,新宿区,2,E,14,パルプ・紙・紙加工品製造業,39,252,3532
4,13104,新宿区,2,E,15,印刷・同関連業,506,10900,421746
4,13104,新宿区,2,E,16,化学工業,44,1825,79325
4,13104,新宿区,2,E,17,石油製品・石炭製品製造業,2,28,X
4,13104,新宿区,2,E,18,プラスチック製品製造業（別掲を除く）,17,286,3537
4,13104,新宿区,2,E,19,ゴム製品製造業,3,355,45
4,13104,新宿区,2,E,20,なめし革・同製品・毛皮製造業,3,4,86
4,13104,新宿区,2,E,21,窯業・土石製品製造業,7,99,26
4,13104,新宿区,2,E,22,鉄鋼業,2,3,X
4,13104,新宿区,2,E,23,非鉄金属製造業,8,98,608
4,13104,新宿区,2,E,24,金属製品製造業,30,339,21312
4,13104,新宿区,2,E,25,はん用機械器具製造業,7,120,1664
4,13104,新宿区,2,E,26,生産用機械器具製造業,23,223,3486
4,13104,新宿区,2,E,27,業務用機械器具製造業,31,1185,11350
4,13104,新宿区,2,E,28,電子部品・デバイス・電子回路製造業,19,225,5376
4,13104,新宿区,2,E,29,電気機械器具製造業,14,388,4803
4,13104,新宿区,2,E,30,情報通信機械器具製造業,11,608,44358
4,13104,新宿区,2,E,31,輸送用機械器具製造業,11,108,893
4,13104,新宿区,2,E,32,その他の製造業,71,374,7010
4,13104,新宿区,1,F,00,電気・ガス・熱供給・水道業,20,2222,…
4,13104,新宿区,2,F,33,電気業,5,675,…
4,13104,新宿区,2,F,34,ガス業,2,1085,…
4,13104,新宿区,2,F,35,熱供給業,7,71,…
4,13104,新宿区,2,F,36,水道業,6,391,…
4,13104,新宿区,1,G,00,情報通信業,1620,74202,…
4,13104,新宿区,2,G,37,通信業,40,9247,…
4,13104,新宿区,2,G,38,放送業,7,180,…
4,13104,新宿区,2,G,39,情報サービス業,811,48746,1171165
4,13104,新宿区,2,G,40,インターネット附随サービス業,155,6013,162481
4,13104,新宿区,2,G,41,映像・音声・文字情報制作業,603,9980,…
4,13104,新宿区,1,H,00,運輸業，郵便業,266,9177,…
4,13104,新宿区,2,H,42,鉄道業,21,2922,…
4,13104,新宿区,2,H,43,道路旅客運送業,41,1027,…
4,13104,新宿区,2,H,44,道路貨物運送業,137,2285,…
4,13104,新宿区,2,H,45,水運業,1,40,…
4,13104,新宿区,2,H,46,航空運輸業,1,8,…
4,13104,新宿区,2,H,47,倉庫業,13,360,…
4,13104,新宿区,2,H,48,運輸に附帯するサービス業,49,1570,…
4,13104,新宿区,2,H,49,郵便業（信書便事業を含む）,3,965,…
4,13104,新宿区,1,I,00,卸売業，小売業,5295,94408,6679079
4,13104,新宿区,2,I,50,各種商品卸売業,3,54,3824
4,13104,新宿区,2,I,51,繊維・衣服等卸売業,117,2064,89380
4,13104,新宿区,2,I,52,飲食料品卸売業,278,6764,1120849
4,13104,新宿区,2,I,53,建築材料，鉱物・金属材料等卸売業,295,5542,843887
4,13104,新宿区,2,I,54,機械器具卸売業,506,19277,1512933
4,13104,新宿区,2,I,55,その他の卸売業,551,15268,1307402
4,13104,新宿区,2,I,56,各種商品小売業,20,5654,466652
4,13104,新宿区,2,I,57,織物・衣服・身の回り品小売業,866,8839,211719
4,13104,新宿区,2,I,58,飲食料品小売業,1006,12898,360228
4,13104,新宿区,2,I,59,機械器具小売業,193,2575,193408
4,13104,新宿区,2,I,60,その他の小売業,1278,11039,300219
4,13104,新宿区,2,I,61,無店舗小売業,182,4434,268578
4,13104,新宿区,1,J,00,金融業，保険業,649,31308,…
4,13104,新宿区,2,J,62,銀行業,93,5999,…
4,13104,新宿区,2,J,63,協同組織金融業,46,1177,…
4,13104,新宿区,2,J,64,貸金業，クレジットカード業等非預金信用機関,85,2547,…
4,13104,新宿区,2,J,65,金融商品取引業，商品先物取引業,50,1369,…
4,13104,新宿区,2,J,66,補助的金融業等,43,1161,…
4,13104,新宿区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,332,19055,…
4,13104,新宿区,1,K,00,不動産業，物品賃貸業,2700,34382,2776108
4,13104,新宿区,2,K,68,不動産取引業,588,10623,1254513
4,13104,新宿区,2,K,69,不動産賃貸業・管理業,2002,17811,1224624
4,13104,新宿区,2,K,70,物品賃貸業,100,2525,283344
4,13104,新宿区,1,L,00,学術研究，専門・技術サービス業,2633,35501,948599
4,13104,新宿区,2,L,71,学術・開発研究機関,49,3232,62884
4,13104,新宿区,2,L,72,専門サービス業（他に分類されないもの）,1760,20012,504911
4,13104,新宿区,2,L,73,広告業,196,4542,274565
4,13104,新宿区,2,L,74,技術サービス業（他に分類されないもの）,627,7667,105325
4,13104,新宿区,1,M,00,宿泊業，飲食サービス業,4179,62998,382497
4,13104,新宿区,2,M,75,宿泊業,174,7009,100385
4,13104,新宿区,2,M,76,飲食店,3775,53411,270779
4,13104,新宿区,2,M,77,持ち帰り・配達飲食サービス業,226,2505,11162
4,13104,新宿区,1,N,00,生活関連サービス業，娯楽業,1554,19245,730447
4,13104,新宿区,2,N,78,洗濯・理容・美容・浴場業,825,5103,46609
4,13104,新宿区,2,N,79,その他の生活関連サービス業,384,7365,527131
4,13104,新宿区,2,N,80,娯楽業,344,6767,156658
4,13104,新宿区,1,O,00,教育，学習支援業,700,22278,…
4,13104,新宿区,2,O,81,学校教育,133,10778,…
4,13104,新宿区,2,O,82,その他の教育，学習支援業,567,11500,125139
4,13104,新宿区,1,P,00,医療，福祉,1449,33793,1350806
4,13104,新宿区,2,P,83,医療業,1036,22550,368393
4,13104,新宿区,2,P,84,保健衛生,30,1680,17420
4,13104,新宿区,2,P,85,社会保険・社会福祉・介護事業,377,9459,963648
4,13104,新宿区,1,Q,00,複合サービス事業,61,920,…
4,13104,新宿区,2,Q,86,郵便局,53,868,…
4,13104,新宿区,2,Q,87,協同組合（他に分類されないもの）,8,52,25743
4,13104,新宿区,1,R,00,サービス業（他に分類されないもの）,1997,111270,…
4,13104,新宿区,2,R,88,廃棄物処理業,21,407,2627
4,13104,新宿区,2,R,89,自動車整備業,19,133,1220
4,13104,新宿区,2,R,90,機械等修理業（別掲を除く）,104,2383,90609
4,13104,新宿区,2,R,91,職業紹介・労働者派遣業,254,38594,275730
4,13104,新宿区,2,R,92,その他の事業サービス業,966,61863,802819
4,13104,新宿区,2,R,93,政治・経済・文化団体,387,5284,…
4,13104,新宿区,2,R,94,宗教,232,2374,…
4,13104,新宿区,2,R,95,その他のサービス業,10,209,3014
4,13105,文京区,1,A,00,農業，林業,4,28,308
4,13105,文京区,2,A,01,農業,4,28,308
