産業分類階層,大分類,中分類,分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業／総数（企業）,外国資本比率／０％／企業数（企業）,外国資本比率／０％超～10％未満／企業数（企業）,外国資本比率／10％以上～20％未満／企業数（企業）,外国資本比率／20％以上～30％未満／企業数（企業）,外国資本比率／30％以上～50％未満／企業数（企業）,外国資本比率／50％／企業数（企業）,外国資本比率／50％超～100％未満／企業数（企業）,外国資本比率／100％／企業数（企業）
2,Q,86,郵便局,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,Q,86,郵便局,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,Q,86,郵便局,1,10,50億円以上,1,1,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,0,00,合計（資本金額が不詳含む）,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,Q,87,協同組合（他に分類されないもの）,1,10,50億円以上,-,-,-,-,-,-,-,-,-
1,R,00,サービス業（他に分類されないもの）,0,00,合計（資本金額が不詳含む）,12763,10958,19,8,11,13,7,17,119
1,R,00,サービス業（他に分類されないもの）,1,01,300万円未満,711,566,-,-,-,-,-,-,7
1,R,00,サービス業（他に分類されないもの）,1,02,300万～500万円未満,3274,3035,1,-,-,1,-,-,4
1,R,00,サービス業（他に分類されないもの）,1,03,500万～1000万円未満,1004,870,-,-,-,1,-,1,4
1,R,00,サービス業（他に分類されないもの）,1,04,1000万～3000万円未満,5031,4626,1,-,-,2,3,4,53
1,R,00,サービス業（他に分類されないもの）,1,05,3000万～5000万円未満,736,685,1,-,1,-,-,1,11
1,R,00,サービス業（他に分類されないもの）,1,06,5000万～1億円未満,733,676,-,1,-,2,2,6,19
1,R,00,サービス業（他に分類されないもの）,1,07,1億～3億円未満,386,339,2,-,1,3,1,3,14
1,R,00,サービス業（他に分類されないもの）,1,08,3億～10億円未満,145,116,10,3,3,-,1,1,4
1,R,00,サービス業（他に分類されないもの）,1,09,10億～50億円未満,47,31,1,2,3,2,-,1,2
1,R,00,サービス業（他に分類されないもの）,1,10,50億円以上,25,14,3,2,3,2,-,-,1
2,R,88,廃棄物処理業,0,00,合計（資本金額が不詳含む）,764,703,-,-,-,-,-,-,4
2,R,88,廃棄物処理業,1,01,300万円未満,20,18,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,02,300万～500万円未満,208,196,-,-,-,-,-,-,1
2,R,88,廃棄物処理業,1,03,500万～1000万円未満,82,79,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,04,1000万～3000万円未満,320,301,-,-,-,-,-,-,3
2,R,88,廃棄物処理業,1,05,3000万～5000万円未満,45,41,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,06,5000万～1億円未満,42,40,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,07,1億～3億円未満,17,17,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,08,3億～10億円未満,6,6,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,09,10億～50億円未満,2,2,-,-,-,-,-,-,-
2,R,88,廃棄物処理業,1,10,50億円以上,3,3,-,-,-,-,-,-,-
2,R,89,自動車整備業,0,00,合計（資本金額が不詳含む）,1362,1269,1,-,1,-,-,-,5
2,R,89,自動車整備業,1,01,300万円未満,44,36,-,-,-,-,-,-,-
2,R,89,自動車整備業,1,02,300万～500万円未満,696,667,1,-,-,-,-,-,1
2,R,89,自動車整備業,1,03,500万～1000万円未満,143,138,-,-,-,-,-,-,1
2,R,89,自動車整備業,1,04,1000万～3000万円未満,403,388,-,-,-,-,-,-,2
2,R,89,自動車整備業,1,05,3000万～5000万円未満,23,22,-,-,-,-,-,-,1
2,R,89,自動車整備業,1,06,5000万～1億円未満,14,14,-,-,-,-,-,-,-
2,R,89,自動車整備業,1,07,1億～3億円未満,4,3,-,-,1,-,-,-,-
2,R,89,自動車整備業,1,08,3億～10億円未満,2,1,-,-,-,-,-,-,-
2,R,89,自動車整備業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,R,89,自動車整備業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,0,00,合計（資本金額が不詳含む）,1230,1087,1,2,-,-,1,-,6
2,R,90,機械等修理業（別掲を除く）,1,01,300万円未満,80,66,-,-,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,1,02,300万～500万円未満,435,404,-,-,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,1,03,500万～1000万円未満,89,83,-,-,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,1,04,1000万～3000万円未満,432,403,-,-,-,-,1,-,2
2,R,90,機械等修理業（別掲を除く）,1,05,3000万～5000万円未満,54,47,-,-,-,-,-,-,3
2,R,90,機械等修理業（別掲を除く）,1,06,5000万～1億円未満,47,45,-,1,-,-,-,-,1
2,R,90,機械等修理業（別掲を除く）,1,07,1億～3億円未満,27,24,-,-,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,1,08,3億～10億円未満,9,8,-,1,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,1,09,10億～50億円未満,4,4,-,-,-,-,-,-,-
2,R,90,機械等修理業（別掲を除く）,1,10,50億円以上,4,3,1,-,-,-,-,-,-
2,R,91,職業紹介・労働者派遣業,0,00,合計（資本金額が不詳含む）,1924,1581,7,1,1,4,-,4,13
2,R,91,職業紹介・労働者派遣業,1,01,300万円未満,77,60,-,-,-,-,-,-,-
2,R,91,職業紹介・労働者派遣業,1,02,300万～500万円未満,152,140,-,-,-,-,-,-,-
2,R,91,職業紹介・労働者派遣業,1,03,500万～1000万円未満,230,190,-,-,-,1,-,-,-
2,R,91,職業紹介・労働者派遣業,1,04,1000万～3000万円未満,834,748,-,-,-,-,-,-,6
2,R,91,職業紹介・労働者派遣業,1,05,3000万～5000万円未満,201,187,1,-,1,-,-,1,-
2,R,91,職業紹介・労働者派遣業,1,06,5000万～1億円未満,174,161,-,-,-,2,-,2,1
2,R,91,職業紹介・労働者派遣業,1,07,1億～3億円未満,79,72,-,-,-,-,-,-,3
2,R,91,職業紹介・労働者派遣業,1,08,3億～10億円未満,26,17,5,1,-,-,-,1,1
2,R,91,職業紹介・労働者派遣業,1,09,10億～50億円未満,8,6,1,-,-,-,-,-,1
2,R,91,職業紹介・労働者派遣業,1,10,50億円以上,2,-,-,-,-,1,-,-,1
2,R,92,その他の事業サービス業,0,00,合計（資本金額が不詳含む）,7392,6239,10,5,9,9,6,13,89
2,R,92,その他の事業サービス業,1,01,300万円未満,487,384,-,-,-,-,-,-,7
2,R,92,その他の事業サービス業,1,02,300万～500万円未満,1754,1600,-,-,-,1,-,-,2
2,R,92,その他の事業サービス業,1,03,500万～1000万円未満,455,375,-,-,-,-,-,1,3
2,R,92,その他の事業サービス業,1,04,1000万～3000万円未満,3003,2751,1,-,-,2,2,4,39
2,R,92,その他の事業サービス業,1,05,3000万～5000万円未満,410,385,-,-,-,-,-,-,7
2,R,92,その他の事業サービス業,1,06,5000万～1億円未満,453,413,-,-,-,-,2,4,17
2,R,92,その他の事業サービス業,1,07,1億～3億円未満,258,222,2,-,-,3,1,3,11
2,R,92,その他の事業サービス業,1,08,3億～10億円未満,100,83,5,1,3,-,1,-,2
2,R,92,その他の事業サービス業,1,09,10億～50億円未満,33,19,-,2,3,2,-,1,1
2,R,92,その他の事業サービス業,1,10,50億円以上,15,7,2,2,3,1,-,-,-
2,R,93,政治・経済・文化団体,0,00,合計（資本金額が不詳含む）,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,R,93,政治・経済・文化団体,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,R,94,宗教,0,00,合計（資本金額が不詳含む）,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,R,94,宗教,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,R,95,その他のサービス業,0,00,合計（資本金額が不詳含む）,32,29,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,01,300万円未満,1,1,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,02,300万～500万円未満,8,7,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,04,1000万～3000万円未満,18,18,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,05,3000万～5000万円未満,1,1,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,08,3億～10億円未満,1,1,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,R,95,その他のサービス業,1,10,50億円以上,1,1,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,
平成28年経済センサス活動調査報告（産業横断的集計　東京都概況）,,,,,,,,,,,,,,,
第24表　企業産業（中分類）、資本金階級（１０区分）、外国資本比率（８区分）別会社企業数,,,,,,,,,,,,,,,
注１）会社企業の総数は、外国資本比率が不詳の会社企業を含むため、各外国資本比率階級の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,
注２）全産業には、「農業，林業，漁業間格付不能」を含む。,,,,,,,,,,,,,,,
産業分類階層（0:全産業総数　1:産業大分類　2:産業中分類）,,,,,,,,,,,,,,,
資本金階級階層（0:総数　1:資本金階級階層）,,,,,,,,,,,,,,,
