産業分類階層,大分類,中分類,小分類,分類名,東京都／事業所数（事業所）,東京都／従業者数（人）,区部／事業所数（事業所）,区部／従業者数（人）,千代田区／事業所数（事業所）,千代田区／従業者数（人）,中央区／事業所数（事業所）,中央区／従業者数（人）,港区／事業所数（事業所）,港区／従業者数（人）,新宿区／事業所数（事業所）,新宿区／従業者数（人）,文京区／事業所数（事業所）,文京区／従業者数（人）,台東区／事業所数（事業所）,台東区／従業者数（人）,墨田区／事業所数（事業所）,墨田区／従業者数（人）,江東区／事業所数（事業所）,江東区／従業者数（人）,品川区／事業所数（事業所）,品川区／従業者数（人）,目黒区／事業所数（事業所）,目黒区／従業者数（人）,大田区／事業所数（事業所）,大田区／従業者数（人）,世田谷区／事業所数（事業所）,世田谷区／従業者数（人）,渋谷区／事業所数（事業所）,渋谷区／従業者数（人）,中野区／事業所数（事業所）,中野区／従業者数（人）,杉並区／事業所数（事業所）,杉並区／従業者数（人）,豊島区／事業所数（事業所）,豊島区／従業者数（人）,北区／事業所数（事業所）,北区／従業者数（人）,荒川区／事業所数（事業所）,荒川区／従業者数（人）,板橋区／事業所数（事業所）,板橋区／従業者数（人）,練馬区／事業所数（事業所）,練馬区／従業者数（人）,足立区／事業所数（事業所）,足立区／従業者数（人）,葛飾区／事業所数（事業所）,葛飾区／従業者数（人）,江戸川区／事業所数（事業所）,江戸川区／従業者数（人）,境界未定地域／事業所数（事業所）,境界未定地域／従業者数（人）,市部／事業所数（事業所）,市部／従業者数（人）,八王子市／事業所数（事業所）,八王子市／従業者数（人）,立川市／事業所数（事業所）,立川市／従業者数（人）,武蔵野市／事業所数（事業所）,武蔵野市／従業者数（人）,三鷹市／事業所数（事業所）,三鷹市／従業者数（人）,青梅市／事業所数（事業所）,青梅市／従業者数（人）,府中市／事業所数（事業所）,府中市／従業者数（人）,昭島市／事業所数（事業所）,昭島市／従業者数（人）,調布市／事業所数（事業所）,調布市／従業者数（人）,町田市／事業所数（事業所）,町田市／従業者数（人）,小金井市／事業所数（事業所）,小金井市／従業者数（人）,小平市／事業所数（事業所）,小平市／従業者数（人）,日野市／事業所数（事業所）,日野市／従業者数（人）,東村山市／事業所数（事業所）,東村山市／従業者数（人）,国分寺市／事業所数（事業所）,国分寺市／従業者数（人）,国立市／事業所数（事業所）,国立市／従業者数（人）,福生市／事業所数（事業所）,福生市／従業者数（人）,狛江市／事業所数（事業所）,狛江市／従業者数（人）,東大和市／事業所数（事業所）,東大和市／従業者数（人）,清瀬市／事業所数（事業所）,清瀬市／従業者数（人）,東久留米市／事業所数（事業所）,東久留米市／従業者数（人）,武蔵村山市／事業所数（事業所）,武蔵村山市／従業者数（人）,多摩市／事業所数（事業所）,多摩市／従業者数（人）,稲城市／事業所数（事業所）,稲城市／従業者数（人）,羽村市／事業所数（事業所）,羽村市／従業者数（人）,あきる野市／事業所数（事業所）,あきる野市／従業者数（人）,西東京市／事業所数（事業所）,西東京市／従業者数（人）,町村部／事業所数（事業所）,町村部／従業者数（人）,西多摩郡／事業所数（事業所）,西多摩郡／従業者数（人）,瑞穂町／事業所数（事業所）,瑞穂町／従業者数（人）,日の出町／事業所数（事業所）,日の出町／従業者数（人）,檜原村／事業所数（事業所）,檜原村／従業者数（人）,奥多摩町／事業所数（事業所）,奥多摩町／従業者数（人）,島部／事業所数（事業所）,島部／従業者数（人）,大島支庁／事業所数（事業所）,大島支庁／従業者数（人）,大島町／事業所数（事業所）,大島町／従業者数（人）,利島村／事業所数（事業所）,利島村／従業者数（人）,新島村／事業所数（事業所）,新島村／従業者数（人）,神津島村／事業所数（事業所）,神津島村／従業者数（人）,三宅支庁／事業所数（事業所）,三宅支庁／従業者数（人）,三宅村／事業所数（事業所）,三宅村／従業者数（人）,御蔵島村／事業所数（事業所）,御蔵島村／従業者数（人）,八丈支庁／事業所数（事業所）,八丈支庁／従業者数（人）,八丈町／事業所数（事業所）,八丈町／従業者数（人）,青ヶ島村／事業所数（事業所）,青ヶ島村／従業者数（人）,小笠原支庁／事業所数（事業所）,小笠原支庁／従業者数（人）,小笠原村／事業所数（事業所）,小笠原村／従業者数（人）
3,C,05,055,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,3,38,2,9,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,29,1,29,-,-,-,-,-,-,1,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,059,その他の鉱業,1,7,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,D,00,000,建設業,40014,456848,28077,379838,833,27569,1013,35831,972,47506,1163,32185,503,7214,953,11498,931,8771,1292,25896,1129,18300,472,3883,2164,18458,1832,14514,796,17317,804,7620,1171,9815,899,11761,947,7933,624,5314,1507,10359,2276,15552,2471,17127,1326,10364,1992,14927,7,124,11339,73097,1791,11509,603,5715,261,2112,437,2876,548,2728,752,6158,302,1765,525,3326,1114,6429,180,1326,489,3259,361,2378,370,1990,240,1552,174,1179,175,947,261,1370,359,1655,193,1104,368,1934,390,1867,210,1923,249,1626,158,965,378,1888,451,3516,598,3913,354,1848,199,1010,87,488,26,104,42,246,244,2065,128,980,73,564,6,30,26,225,23,161,39,380,37,332,2,48,50,513,46,466,4,47,27,192,27,192
2,D,06,000,総合工事業,14256,190490,9442,155071,256,12534,335,18494,357,24807,426,17285,158,2816,271,3304,292,2447,440,10583,334,4056,182,1749,695,4667,757,6450,328,7834,290,3008,470,4418,275,4195,304,2784,196,1192,486,3380,755,5275,745,5763,432,2676,656,5330,2,24,4504,32785,731,5223,267,3152,125,1245,186,1122,222,1294,258,2334,122,838,216,1529,436,3042,67,635,189,1263,138,930,132,811,107,642,73,480,79,445,112,659,127,591,79,601,120,594,130,625,84,904,86,668,70,478,170,881,178,1799,310,2634,164,951,71,372,45,286,15,80,33,213,146,1683,75,785,45,449,4,28,12,164,14,144,21,309,19,261,2,48,32,429,29,385,3,44,18,160,18,160
3,D,06,060,管理，補助的経済活動を行う事業所,78,3082,66,3008,7,732,4,95,11,592,6,865,4,93,3,28,1,8,7,143,1,1,-,-,2,18,1,26,4,218,1,15,2,4,1,1,1,1,-,-,-,-,3,108,3,34,1,12,2,3,1,11,11,68,2,4,1,29,-,-,1,10,-,-,2,7,-,-,-,-,1,1,-,-,2,10,-,-,-,-,1,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,061,一般土木建築工事業,449,32997,336,31234,34,3884,43,4965,45,8622,25,5924,9,1082,5,470,16,389,22,1767,13,559,4,183,10,102,13,124,18,1437,7,850,8,125,15,264,5,27,4,28,11,71,7,140,10,83,4,10,7,115,1,13,95,1451,21,184,8,125,1,9,8,43,6,73,5,117,2,35,2,113,7,48,1,23,4,74,3,33,1,4,2,56,-,-,-,-,1,6,2,3,3,215,3,32,2,33,-,-,2,131,3,28,5,25,3,41,18,312,6,63,3,21,1,7,-,-,2,35,12,249,8,200,4,151,-,-,3,42,1,7,-,-,-,-,-,-,2,32,2,32,-,-,2,17,2,17
3,D,06,062,土木工事業（舗装工事業を除く）,2893,38239,1698,26373,38,749,75,3014,77,2005,42,635,21,404,41,819,46,516,105,1759,53,912,28,327,144,1511,155,2174,46,758,34,541,67,794,22,400,65,1213,23,269,93,1010,138,1617,155,2065,92,1078,138,1803,-,-,1069,10263,200,1797,33,299,20,285,37,350,62,531,64,1048,34,368,61,587,111,932,12,104,42,378,38,315,20,159,25,214,18,144,21,194,25,278,13,86,19,133,25,214,36,208,22,263,26,224,15,146,49,449,41,557,126,1603,53,517,16,142,15,186,5,48,17,141,73,1086,37,447,21,212,4,28,5,97,7,110,12,269,10,221,2,48,17,296,14,252,3,44,7,74,7,74
3,D,06,063,舗装工事業,469,7921,331,6532,8,97,18,2075,14,544,26,373,4,74,4,29,6,78,19,256,32,489,5,54,29,360,23,283,9,248,9,121,14,120,4,29,5,39,3,25,22,274,19,202,20,225,9,61,29,476,-,-,128,1315,28,346,8,88,3,9,6,36,6,46,8,88,8,105,7,85,9,104,-,-,2,15,3,36,4,37,-,-,3,33,2,12,5,53,6,29,3,23,1,10,3,16,2,21,3,38,4,69,4,16,-,-,10,74,4,18,2,2,1,6,-,-,1,10,6,56,2,19,1,6,-,-,1,13,-,-,1,21,1,21,-,-,-,-,-,-,-,-,3,16,3,16
3,D,06,064,建築工事業（木造建築工事業を除く）,4459,73081,3250,62824,105,6016,130,7188,107,10803,170,6796,71,797,113,1318,115,999,136,5297,104,1556,55,628,225,1400,235,1952,143,4146,97,692,150,1835,111,2627,103,919,79,502,158,1123,227,1705,269,1996,129,746,218,1783,-,-,1154,9918,192,1552,99,1486,37,444,58,403,41,245,70,645,36,202,41,240,102,935,17,292,55,337,38,316,44,322,30,196,21,195,14,115,23,135,37,216,19,98,26,125,35,201,15,169,19,150,17,97,27,152,41,650,55,339,29,142,17,104,7,19,4,17,1,2,26,197,11,71,8,49,-,-,-,-,3,22,3,4,3,4,-,-,7,70,7,70,-,-,5,52,5,52
3,D,06,065,木造建築工事業,2331,12216,1265,7346,8,264,8,84,16,567,38,620,18,59,20,75,33,111,40,224,46,179,20,151,110,404,120,866,16,311,47,166,73,437,26,192,43,162,38,173,71,265,152,655,115,484,95,354,112,543,-,-,990,4663,131,580,57,577,32,333,39,169,88,308,45,202,21,69,40,183,76,380,19,133,39,180,19,93,30,176,15,50,19,56,21,61,27,105,37,143,22,84,31,100,23,72,17,121,17,74,17,63,67,183,41,168,76,207,54,128,24,50,12,38,6,15,12,25,22,79,15,44,10,28,-,-,2,11,3,5,2,7,2,7,-,-,5,28,5,28,-,-,-,-,-,-
3,D,06,066,建築リフォーム工事業,3577,22954,2496,17754,56,792,57,1073,87,1674,119,2072,31,307,85,565,75,346,111,1137,85,360,70,406,175,872,210,1025,92,716,95,623,156,1103,96,682,82,423,49,195,131,637,209,848,173,876,102,415,150,607,-,-,1057,5107,157,760,61,548,32,165,37,111,19,91,64,227,21,59,65,321,130,642,18,83,45,269,37,137,33,113,34,120,12,52,20,62,31,82,32,114,13,48,34,113,31,95,28,330,19,51,14,75,18,56,52,383,24,93,17,77,8,47,9,30,-,-,-,-,7,16,2,4,1,3,-,-,1,1,-,-,3,8,3,8,-,-,1,3,1,3,-,-,1,1,1,1
2,D,07,000,職別工事業（設備工事業を除く）,14138,104103,10064,82694,239,4173,314,5953,251,4046,373,3973,196,1375,352,3093,358,2584,487,5291,352,3305,157,880,742,5259,617,3638,255,2859,316,2439,424,2626,316,2670,345,2130,241,1688,551,3378,855,5944,1036,6468,500,3360,787,5562,-,-,3895,20666,602,3342,155,904,75,564,156,1069,196,691,273,1521,107,522,158,858,386,1751,57,312,192,1168,129,732,140,607,71,471,46,252,55,253,86,424,134,592,65,298,139,648,157,751,54,406,102,573,59,302,135,633,166,1022,179,743,136,607,92,414,31,156,8,18,5,19,43,136,21,54,12,39,1,1,5,9,3,5,12,53,12,53,-,-,8,25,8,25,-,-,2,4,2,4
3,D,07,070,管理，補助的経済活動を行う事業所,36,872,25,806,1,1,3,378,-,-,1,27,1,2,1,2,-,-,1,2,4,285,-,-,1,2,-,-,-,-,1,23,2,2,1,47,2,26,1,2,3,3,-,-,-,-,2,4,-,-,-,-,9,63,2,51,1,4,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,071,大工工事業,1273,5807,760,3520,4,33,6,59,2,15,20,52,18,174,15,68,29,74,48,242,26,65,16,59,77,297,46,158,14,118,20,71,43,216,15,36,26,87,18,52,44,258,75,374,81,403,51,304,66,305,-,-,478,2209,71,327,11,39,5,26,19,126,31,81,36,143,14,61,13,52,63,274,5,27,16,55,15,102,15,39,9,56,7,11,4,22,10,26,14,49,8,26,18,49,26,113,4,31,14,93,10,29,15,106,25,246,35,78,24,53,15,37,3,4,5,10,1,2,11,25,6,11,2,4,1,1,3,6,-,-,4,11,4,11,-,-,1,3,1,3,-,-,-,-,-,-
3,D,07,072,とび・土工・コンクリート工事業,1656,20242,1215,16811,39,1088,56,1731,30,1215,34,432,13,81,54,742,40,458,77,1374,47,517,14,61,91,833,75,936,30,615,24,329,55,683,31,449,36,367,25,227,54,483,89,999,126,1277,63,530,112,1384,-,-,430,3338,81,563,19,111,5,192,19,201,15,61,35,302,8,46,18,167,49,241,6,59,24,234,16,127,14,114,4,16,3,10,5,38,9,75,13,112,3,28,13,113,15,117,6,59,14,114,6,35,13,76,17,127,11,93,9,72,6,33,2,34,-,-,1,5,2,21,1,11,1,11,-,-,-,-,-,-,1,10,1,10,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,073,鉄骨・鉄筋工事業,514,6109,345,4918,8,194,21,460,7,275,7,250,3,7,5,43,16,239,34,860,6,124,2,18,21,118,8,60,1,9,3,24,9,110,7,150,6,80,3,49,22,154,27,308,36,299,30,346,63,741,-,-,156,1097,40,339,4,19,3,50,2,7,12,78,7,65,2,11,3,10,17,114,5,21,2,6,2,11,8,39,3,9,-,-,1,3,5,75,4,11,6,23,4,28,9,71,2,13,3,17,4,28,6,45,2,4,13,94,11,87,9,67,2,20,-,-,-,-,2,7,1,2,1,2,-,-,-,-,-,-,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,074,石工・れんが・タイル・ブロック工事業,815,4003,522,2836,6,42,10,200,10,80,11,57,8,43,10,116,15,89,23,130,14,126,8,23,36,187,42,187,7,19,21,134,19,104,17,102,20,95,14,105,37,199,64,288,61,235,23,80,46,195,-,-,275,1111,41,146,4,28,7,37,17,76,19,49,20,64,9,34,13,89,21,74,4,28,21,89,7,35,8,21,5,20,2,9,2,8,6,32,8,29,5,15,11,39,16,81,2,6,6,40,2,3,13,36,6,23,18,56,17,54,11,38,4,7,-,-,2,9,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,075,左官工事業,681,3890,446,2787,1,7,2,49,4,65,10,103,9,91,13,122,18,61,17,67,12,74,8,48,51,204,18,118,11,41,15,130,17,93,11,65,26,129,11,35,32,162,55,555,61,353,23,136,21,79,-,-,220,1056,27,117,10,75,5,19,9,48,14,30,13,57,6,17,11,73,18,65,4,21,11,52,2,6,7,25,4,8,-,-,5,32,6,32,8,35,5,48,12,50,7,56,2,9,6,13,8,26,7,22,13,120,15,47,8,24,6,21,2,3,-,-,-,-,7,23,4,13,2,9,-,-,1,2,1,2,3,10,3,10,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,076,板金・金物工事業,695,2975,476,2225,9,88,8,19,7,189,19,229,11,36,18,87,25,161,25,129,22,87,12,30,36,100,29,111,2,7,9,34,22,91,13,40,19,49,13,59,22,88,35,114,54,269,26,76,40,132,-,-,208,691,32,90,6,10,3,6,9,45,16,52,17,41,7,20,9,37,10,40,2,3,13,47,8,43,7,28,5,34,4,18,3,7,5,12,4,16,4,21,5,12,7,30,-,-,8,22,3,4,15,26,6,27,11,59,8,55,5,48,1,3,2,4,-,-,3,4,2,3,1,2,-,-,-,-,1,1,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-
3,D,07,077,塗装工事業,1994,11701,1335,8832,24,432,18,153,21,234,40,198,23,219,35,196,53,227,45,360,53,444,20,81,131,1633,91,507,17,157,50,271,49,215,51,281,61,352,33,152,74,373,127,595,139,729,64,375,116,648,-,-,628,2736,75,335,24,129,9,37,22,100,38,146,33,138,23,116,25,107,57,263,7,32,33,173,33,96,29,142,15,65,6,33,15,68,13,38,36,143,8,21,24,97,22,68,10,88,14,56,7,22,25,127,25,96,31,133,21,97,10,51,9,39,1,4,1,3,10,36,3,6,2,5,-,-,1,1,-,-,2,13,2,13,-,-,4,15,4,15,-,-,1,2,1,2
3,D,07,078,床・内装工事業,3697,26064,2929,22379,92,1365,127,1995,121,1408,159,1837,72,415,135,1138,98,721,140,1065,103,876,55,387,150,615,193,889,122,1257,108,904,131,609,102,835,77,409,76,651,132,796,197,1299,236,1054,124,705,179,1149,-,-,751,3634,103,621,37,168,21,103,37,352,24,64,56,264,20,99,34,169,67,228,17,69,42,194,21,117,30,112,11,196,10,27,9,33,15,41,33,119,13,40,26,78,23,72,11,49,15,60,12,111,19,57,45,191,17,51,13,41,9,25,4,16,-,-,-,-,4,10,2,4,1,2,-,-,-,-,1,2,-,-,-,-,-,-,1,4,1,4,-,-,1,2,1,2
3,D,07,079,その他の職別工事業,2777,22440,2011,17580,55,923,63,909,49,565,72,788,38,307,66,579,64,554,77,1062,65,707,22,173,148,1270,115,672,51,636,65,519,77,503,68,665,72,536,47,356,131,862,186,1412,242,1849,94,804,144,929,-,-,740,4731,130,753,39,321,17,94,22,114,27,130,56,447,18,118,31,152,83,451,6,51,30,318,25,195,22,87,15,67,13,143,10,40,17,93,14,78,12,75,26,182,32,143,17,151,22,158,7,44,22,138,27,188,26,129,23,121,19,91,4,30,-,-,-,-,3,8,1,2,1,2,-,-,-,-,-,-,1,4,1,4,-,-,1,2,1,2,-,-,-,-,-,-
2,D,08,000,設備工事業,11607,162127,8562,141954,335,10791,364,11384,363,18645,364,10927,149,3023,329,5100,281,3740,365,10022,442,10918,133,1254,727,8532,458,4426,213,6624,198,2173,277,2771,307,4887,298,3019,187,2434,470,3601,664,4324,690,4896,394,4328,549,4035,5,100,2936,19637,458,2944,181,1659,61,303,95,685,130,743,220,2300,73,405,150,937,292,1636,56,379,108,828,93,714,98,572,62,439,54,445,41,249,63,287,98,472,49,205,109,692,103,491,72,613,61,385,29,185,73,374,107,695,109,536,54,290,36,224,11,46,3,6,4,14,55,246,32,141,16,76,1,1,9,52,6,12,6,18,6,18,-,-,10,59,9,56,1,3,7,28,7,28
3,D,08,080,管理，補助的経済活動を行う事業所,60,3196,55,3174,7,401,8,989,8,310,3,63,-,-,5,691,2,200,4,45,3,209,-,-,3,217,1,1,2,10,-,-,-,-,1,3,-,-,-,-,3,12,-,-,3,21,1,1,1,1,-,-,4,20,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,081,電気工事業,4562,50326,3289,42272,93,3286,110,1924,112,6772,124,2506,50,381,115,1362,115,1266,141,2210,160,3896,58,608,312,3085,157,1440,75,1116,82,701,101,818,114,1694,125,1338,81,902,201,1249,291,1740,270,1688,189,934,213,1356,-,-,1214,7771,181,1057,60,472,27,118,38,236,65,357,95,1173,32,169,60,318,117,599,21,117,47,327,35,314,36,155,25,211,21,220,19,80,33,143,49,272,27,98,47,221,37,180,39,380,23,153,9,56,36,131,35,214,59,283,23,127,15,94,6,30,1,1,1,2,36,156,18,71,9,30,1,1,5,34,3,6,5,17,5,17,-,-,9,51,8,48,1,3,4,17,4,17
3,D,08,082,電気通信・信号装置工事業,1262,35872,981,32864,63,1984,63,1913,79,6288,73,1815,20,661,57,961,31,387,38,4480,73,3336,1,6,61,1968,41,505,41,3527,18,255,29,961,38,361,29,535,18,669,43,718,47,383,60,585,28,320,30,246,-,-,274,2952,51,636,27,337,6,37,6,86,5,52,32,559,11,86,12,100,31,318,5,33,6,59,9,48,5,38,9,60,4,17,3,17,3,17,7,38,1,1,10,109,8,46,6,33,3,30,-,-,5,71,9,124,7,56,4,26,4,26,-,-,-,-,-,-,3,30,2,24,1,20,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6
3,D,08,083,管工事業（さく井工事業を除く）,4361,49178,3115,41814,96,1693,105,3751,99,3222,126,5420,64,1631,103,1017,95,1259,120,1520,143,2266,59,483,249,2238,213,2009,72,727,73,1007,129,918,114,1362,110,821,60,600,174,1265,274,1866,273,2003,136,2863,225,1781,3,92,1210,7217,189,1013,78,675,21,96,43,318,47,234,73,430,25,132,65,426,128,616,26,202,49,314,37,287,50,361,27,163,21,148,12,61,21,90,36,135,18,100,41,282,53,240,21,163,29,143,17,119,26,133,57,336,36,147,20,87,13,65,3,8,2,5,2,9,16,60,12,46,6,26,-,-,3,14,3,6,1,1,1,1,-,-,1,8,1,8,-,-,2,5,2,5
3,D,08,084,機械器具設置工事業,805,17414,682,16376,59,2612,49,2118,50,1603,24,881,7,265,35,977,21,505,49,1566,39,759,6,69,62,743,24,296,15,1113,16,149,11,46,17,1148,20,243,10,123,22,123,19,106,54,418,18,87,53,418,2,8,120,1006,19,124,11,146,4,45,4,24,6,53,12,102,3,4,6,65,11,67,1,7,3,113,5,31,3,8,1,5,5,34,2,61,2,7,2,8,-,-,2,11,5,25,3,23,4,27,1,2,2,4,3,10,3,32,3,32,2,28,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,089,その他の設備工事業,557,6141,440,5454,17,815,29,689,15,450,14,242,8,85,14,92,17,123,13,201,24,452,9,88,40,281,22,175,8,131,9,61,7,28,23,319,14,82,18,140,27,234,33,229,30,181,22,123,27,233,-,-,114,671,17,111,5,29,3,7,4,21,7,47,8,36,2,14,7,28,5,36,2,11,3,15,7,34,3,8,-,-,3,26,5,30,4,30,4,19,3,6,8,63,-,-,3,14,2,32,2,8,4,35,3,11,3,16,3,16,1,9,1,4,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,E,00,000,製造業,43569,589948,36560,440047,1096,45914,1437,30507,1079,38516,1234,21622,1054,14093,2507,19653,3129,23458,2028,31047,1544,21603,518,5936,4229,37376,734,5446,696,13642,385,6460,463,3644,787,9618,970,13071,1711,10797,1901,24275,805,6240,3019,21916,2717,16452,2511,17651,6,1110,6334,139826,1413,19323,255,6008,120,3497,231,4632,553,10010,334,15067,264,10047,271,3120,452,7866,71,809,177,6533,183,14835,221,3811,88,1378,62,794,105,1728,85,707,127,2115,58,1384,154,3560,298,5309,102,1640,190,3078,144,7921,226,3219,150,1435,675,10075,571,9577,437,7828,101,1513,13,83,20,153,104,498,47,228,24,126,3,13,12,63,8,26,13,44,13,44,-,-,32,195,31,183,1,12,12,31,12,31
2,E,09,000,食料品製造業,2228,62277,1700,40494,47,2435,147,3051,74,3531,66,1378,40,703,86,861,93,970,110,8310,58,765,49,1953,129,3003,72,725,40,706,37,795,38,566,46,421,49,798,54,875,96,1898,60,1099,153,2630,67,919,89,2102,-,-,442,20485,74,2512,28,1278,10,102,17,768,37,815,22,1172,20,2458,20,318,32,1607,5,39,14,1115,4,83,21,1104,2,94,12,432,6,362,5,42,15,1153,6,159,14,1654,26,1985,10,265,11,519,1,4,13,279,17,166,86,1298,28,1035,19,862,4,113,2,25,3,35,58,263,26,117,14,56,2,7,7,44,3,10,7,21,7,21,-,-,19,110,19,110,-,-,6,15,6,15
3,E,09,090,管理，補助的経済活動を行う事業所,169,9110,150,8194,15,1527,27,1099,18,1285,5,477,3,332,7,75,3,73,4,1470,5,132,8,716,2,14,2,17,9,85,6,175,-,-,3,12,4,259,1,32,6,124,5,60,10,43,1,1,6,186,-,-,19,916,4,84,1,88,-,-,1,6,-,-,2,9,1,7,3,101,1,18,-,-,1,272,-,-,-,-,-,-,1,306,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,5,-,-,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,09,091,畜産食料品製造業,145,5612,104,2982,2,12,3,23,11,1261,6,18,3,20,8,91,2,10,5,95,5,50,3,13,9,236,4,18,2,7,3,38,2,7,2,11,7,124,4,33,6,214,1,5,8,214,5,431,3,51,-,-,35,2255,5,136,2,27,-,-,2,43,2,34,-,-,1,17,1,32,1,342,1,19,2,31,-,-,-,-,-,-,-,-,2,103,-,-,6,1099,2,39,1,31,6,272,-,-,1,30,-,-,-,-,-,-,6,375,5,367,4,304,1,63,-,-,-,-,1,8,1,8,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,09,092,水産食料品製造業,193,5747,149,5014,6,96,33,329,2,9,2,33,2,3,4,77,6,18,17,3430,6,38,1,12,31,335,1,23,1,4,2,34,-,-,2,24,1,5,1,6,5,80,7,142,7,92,3,21,9,203,-,-,18,581,4,427,1,32,1,4,-,-,-,-,1,19,-,-,3,15,1,37,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,-,-,1,11,1,4,2,7,1,8,26,152,1,40,-,-,1,40,-,-,-,-,25,112,12,62,4,16,-,-,7,44,1,2,3,7,3,7,-,-,10,43,10,43,-,-,-,-,-,-
3,E,09,093,野菜缶詰・果実缶詰・農産保存食料品製造業,85,1081,58,781,2,10,4,77,2,37,1,17,2,71,4,26,3,14,1,14,1,5,-,-,2,6,4,36,-,-,3,44,-,-,-,-,-,-,3,82,7,43,10,239,5,23,1,5,3,32,-,-,19,243,-,-,2,6,-,-,-,-,3,51,1,4,-,-,4,65,1,7,-,-,1,5,1,2,2,81,-,-,-,-,-,-,1,6,-,-,-,-,1,6,-,-,1,3,-,-,-,-,-,-,1,7,8,57,4,42,1,7,-,-,1,3,2,32,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,12,2,12,-,-,2,3,2,3
3,E,09,094,調味料製造業,62,1393,46,686,2,248,2,14,2,13,2,36,2,18,3,25,-,-,2,58,4,45,3,36,3,22,-,-,1,3,1,3,3,26,1,5,1,23,-,-,4,47,1,6,3,13,4,29,2,16,-,-,15,705,2,39,-,-,-,-,1,15,3,208,1,268,-,-,2,22,1,17,-,-,-,-,-,-,2,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,42,-,-,-,-,1,13,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2
