地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
0,13000,東京都,2,329,他に分類されない製造業,250,3884,2828,8,8,3212,2571,638,233,34,21,22,17,1828640,4476292,8557803,7394516,389617,3665871,3793764
1,13100,区部,0,000,総数,8256,139203,96045,342,262,109533,85072,26490,9425,3972,2269,1074,559,60084987,150636266,285357756,233493952,31542056,120817428,125759812
1,13100,区部,1,090,食料品製造業,497,12680,6409,30,20,6032,4390,6253,1856,409,187,126,25,3849234,17111296,28345100,23606484,787933,10069282,10467543
1,13100,区部,2,091,畜産食料品製造業,29,875,573,-,-,522,426,346,142,7,5,-,-,328436,2521197,3386825,2856222,315829,740849,803683
1,13100,区部,2,092,水産食料品製造業,56,833,397,1,1,468,333,359,61,5,2,11,1,276808,1249842,1804058,1659105,52542,501130,516009
1,13100,区部,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,17,425,217,-,-,234,183,192,35,-,-,-,-,124198,839068,1109055,489619,2243,242417,250383
1,13100,区部,2,094,調味料製造業,12,186,121,1,1,125,92,56,28,4,-,-,-,71507,210456,488648,375780,22612,257983,257983
1,13100,区部,2,095,糖類製造業,4,110,86,-,-,108,89,5,-,-,-,1,-,80842,1092035,1475548,1441878,33670,342708,371862
1,13100,区部,2,096,精穀・製粉業,16,318,247,-,-,273,226,40,21,11,6,-,-,139525,2830049,3237276,3077486,58667,349641,386814
1,13100,区部,2,097,パン・菓子製造業,163,4204,1924,17,12,1980,1330,2131,527,76,55,95,17,1226976,2500997,5659469,5335407,119593,2867004,2929418
1,13100,区部,2,098,動植物油脂製造業,10,500,372,-,-,467,359,49,31,6,4,-,-,320832,2035609,3004898,1970678,17307,837418,903997
1,13100,区部,2,099,その他の食料品製造業,190,5229,2472,11,6,1855,1352,3075,1011,300,115,19,7,1280110,3832043,8179323,6400309,165470,3930132,4047394
1,13100,区部,1,100,飲料・たばこ・飼料製造業,18,272,208,1,1,215,179,55,27,1,1,10,4,x,x,x,x,x,x,x
1,13100,区部,2,101,清涼飲料製造業,5,54,43,1,1,45,36,8,6,-,-,2,-,16307,35138,74580,67440,7140,36521,36521
1,13100,区部,2,102,酒類製造業,2,23,15,-,-,19,13,4,2,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,103,茶・コーヒー製造業（清涼飲料を除く）,5,81,50,-,-,52,40,29,10,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,104,製氷業,3,75,66,-,-,65,60,9,5,1,1,7,3,x,x,x,x,-,x,x
1,13100,区部,2,106,飼料・有機質肥料製造業,3,39,34,-,-,34,30,5,4,-,-,1,1,21307,34639,68377,67206,-,31239,31239
1,13100,区部,1,110,繊維工業,364,3702,1510,42,30,2458,1322,1192,159,18,1,51,17,1059759,2205394,4384544,2724044,1383147,2008341,2023227
1,13100,区部,2,111,製糸業、紡績業、化学繊維・ねん糸製造業,2,20,12,-,-,15,11,5,1,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,112,織物業,6,79,18,3,1,26,15,50,2,-,-,3,1,x,x,x,x,x,x,x
1,13100,区部,2,113,ニット生地製造業,5,33,21,-,-,25,20,8,1,-,-,-,-,11320,42858,66497,65622,-,21888,21888
1,13100,区部,2,114,染色整理業,27,307,182,5,4,239,152,63,26,-,-,-,-,95265,75681,259867,36590,207526,170590,170590
1,13100,区部,2,115,綱・網・レース・繊維粗製品製造業,8,103,52,-,-,82,49,21,3,-,-,-,-,33420,69723,142624,106868,27181,60967,68398
1,13100,区部,2,116,外衣・シャツ製造業（和式を除く）,153,1506,552,19,13,1051,483,427,58,17,-,25,11,434058,1295688,2296562,1526046,573980,925055,927232
1,13100,区部,2,117,下着類製造業,3,20,4,-,-,12,4,8,-,-,-,-,-,3952,7093,12428,10308,2120,4940,4940
1,13100,区部,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,59,540,213,6,5,352,182,182,26,-,-,2,1,151036,294195,586967,370011,202994,274588,274991
1,13100,区部,2,119,その他の繊維製品製造業,101,1094,456,9,7,656,406,428,42,1,1,21,4,310744,368040,930876,534759,354841,516418,521293
1,13100,区部,1,120,木材・木製品製造業（家具を除く）,45,469,358,-,-,391,310,77,48,1,-,-,-,175405,341035,700004,638055,45863,330647,332369
1,13100,区部,2,121,製材業、木製品製造業,14,129,103,-,-,115,92,14,11,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,122,造作材・合板・建築用組立材料製造業,10,134,110,-,-,118,99,15,11,1,-,-,-,59466,128758,218952,192008,x,81781,83503
1,13100,区部,2,123,木製容器製造業（竹、とうを含む）,7,83,52,-,-,43,32,40,20,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,129,その他の木製品製造業(竹、とうを含む),14,123,93,-,-,115,87,8,6,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,1,130,家具・装備品製造業,187,1804,1322,19,14,1534,1199,249,107,2,2,31,21,695130,1661913,3289021,2817004,101940,1489505,1507175
1,13100,区部,2,131,家具製造業,109,1008,761,15,11,871,690,120,58,2,2,13,10,382118,995729,1799239,1423131,58723,730393,744336
1,13100,区部,2,132,宗教用具製造業,8,47,33,1,1,42,32,4,-,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,133,建具製造業,17,89,69,-,-,82,69,7,-,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,139,その他の家具・装備品製造業,53,660,459,3,2,539,408,118,49,-,-,18,11,271424,605732,1356033,1274155,32844,691244,694971
1,13100,区部,1,140,パルプ・紙・紙加工品製造業,381,5194,3458,27,17,3970,3086,1156,342,72,42,70,20,2011178,7359908,11604908,8501329,965166,3753213,3965583
1,13100,区部,2,141,パルプ製造業,1,13,7,-,-,9,6,4,1,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,142,紙製造業,5,192,147,-,-,173,145,25,12,11,5,1,1,105673,860681,1372220,1120583,x,389081,478829
1,13100,区部,2,143,加工紙製造業,10,340,276,-,-,291,248,49,28,-,-,-,-,185079,578157,1004302,922407,26650,374669,396055
1,13100,区部,2,144,紙製品製造業,107,1537,980,4,4,1225,893,294,76,14,7,16,3,x,x,x,x,x,x,x
1,13100,区部,2,145,紙製容器製造業,196,2383,1554,16,10,1726,1355,604,169,41,24,46,13,854938,3666739,5230951,3716423,324533,1400329,1454093
1,13100,区部,2,149,その他のパルプ・紙・紙加工品製造業,62,729,494,7,3,546,439,180,56,6,6,7,3,275829,719406,1234441,780997,x,480124,492110
1,13100,区部,1,150,印刷・同関連業,1718,37037,27206,33,26,31850,25014,4381,1938,1221,610,253,152,17637261,30395210,65634958,51376778,13156779,30794347,32741757
1,13100,区部,2,151,印刷業,1154,25281,18745,14,11,22205,17382,2924,1345,519,342,118,42,12118383,25322350,51601092,44165808,6408355,22712986,24426885
1,13100,区部,2,152,製版業,150,5857,4510,-,-,5179,4179,461,216,278,157,5,5,3157041,2941021,7775706,7181662,549463,4343413,4485373
1,13100,区部,2,153,製本業、印刷物加工業,394,4826,3388,19,15,3939,3004,819,332,55,42,124,99,1757068,1646000,4896366,23147,4849956,2952409,3017036
1,13100,区部,2,159,印刷関連サービス業,20,1073,563,-,-,527,449,177,45,369,69,6,6,604769,485839,1361794,6161,1349005,785539,812463
1,13100,区部,1,160,化学工業,153,8402,5140,1,1,6610,4493,951,302,1014,501,43,16,4678786,13483693,28486647,25316187,357338,13299174,14033756
1,13100,区部,2,161,化学肥料製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,162,無機化学工業製品製造業,18,249,211,-,-,226,196,18,11,8,7,5,4,126226,626989,1023162,933005,1427,350793,372438
1,13100,区部,2,163,有機化学工業製品製造業,8,276,228,-,-,215,181,46,32,15,15,-,-,171490,522268,815406,689120,82523,259851,271838
1,13100,区部,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,34,1189,826,-,-,903,695,166,82,242,166,2,1,x,x,x,x,x,x,x
1,13100,区部,2,165,医薬品製造業,21,1585,898,-,-,1002,608,221,63,378,235,3,2,x,x,x,x,x,x,x
1,13100,区部,2,166,化粧品・歯磨・その他の化粧用調整品製造業,42,3946,2143,1,1,3315,2084,363,50,297,34,31,8,x,x,x,x,x,x,x
1,13100,区部,2,169,その他の化学工業,29,1153,831,-,-,945,726,137,64,74,44,2,1,x,x,x,x,x,x,x
1,13100,区部,1,170,石油製品・石炭製品製造業,9,219,183,-,-,197,166,18,14,4,3,1,1,139824,1084789,1627630,1483246,25748,499922,504365
1,13100,区部,2,172,潤滑油・グリース製造業（石油精製業によらないもの）,4,123,107,-,-,116,103,5,2,2,2,-,-,82980,583615,718385,667102,25748,122080,126523
1,13100,区部,2,174,舗装材料製造業,5,96,76,-,-,81,63,13,12,2,1,1,1,56844,501174,909245,816144,-,377842,377842
1,13100,区部,1,180,プラスチック製品製造業（別掲を除く）,478,5714,3450,17,13,4060,2996,1587,419,62,33,66,27,2147156,4039799,8388959,6445233,1232641,3968068,4037733
1,13100,区部,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,69,770,511,2,2,600,458,157,41,11,10,20,17,x,x,x,x,x,x,x
1,13100,区部,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,70,650,353,4,3,456,308,187,41,3,1,17,4,228290,337116,800340,466231,269832,427544,429026
1,13100,区部,2,183,工業用プラスチック製品製造業,162,2167,1367,5,3,1584,1185,566,172,24,18,12,4,807080,1478012,3060226,2415447,365369,1451530,1469182
1,13100,区部,2,184,発泡・強化プラスチック製品製造業,27,249,154,1,1,184,137,64,16,-,-,2,1,99223,152004,399012,259895,27880,225567,228878
1,13100,区部,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,16,179,128,-,-,158,118,20,9,1,1,-,-,x,x,x,x,x,x,x
1,13100,区部,2,189,その他のプラスチック製品製造業,134,1699,937,5,4,1078,790,593,140,23,3,15,1,620638,1222231,2503556,2009129,419561,1165833,1189441
1,13100,区部,1,190,ゴム製品製造業,199,2447,1602,16,13,1777,1373,619,191,35,25,10,8,862659,1524407,3199783,2930216,169185,1500881,1555482
1,13100,区部,2,191,タイヤ・チューブ製造業,2,15,14,-,-,13,12,2,2,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,192,ゴム製・プラスチック製履物・同附属品製造業,11,149,93,-,-,88,72,61,21,-,-,-,-,44592,115166,195669,183032,10701,73561,74529
1,13100,区部,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,158,1948,1272,16,13,1405,1081,493,154,34,24,10,8,x,x,x,x,x,x,x
1,13100,区部,2,199,その他のゴム製品製造業,28,335,223,-,-,271,208,63,14,1,1,-,-,x,x,x,x,x,x,x
1,13100,区部,1,200,なめし革・同製品・毛皮製造業,258,3354,2047,36,26,2384,1697,943,332,1,1,29,15,x,x,x,x,x,x,x
1,13100,区部,2,201,なめし革製造業,26,269,201,6,4,169,131,94,66,-,-,9,2,96701,209026,405101,296405,95904,181715,181715
1,13100,区部,2,202,工業用革製品製造業（手袋を除く）,2,44,23,-,-,24,18,20,5,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,203,革製履物用材料・同附属品製造業,27,265,157,-,-,187,131,78,26,-,-,3,3,77226,254159,368077,345864,21360,106740,106740
1,13100,区部,2,204,革製履物製造業,76,1237,856,4,4,881,688,354,166,1,1,9,7,418066,1863950,3016730,2514262,42615,1032046,1075175
1,13100,区部,2,206,かばん製造業,35,427,248,3,3,332,226,92,19,-,-,1,-,163120,557809,1060841,1050341,8733,467433,466268
1,13100,区部,2,207,袋物製造業,78,885,444,23,15,603,387,266,48,-,-,6,3,311141,1285022,1993583,1798576,56433,660014,663079
1,13100,区部,2,209,その他のなめし革製品製造業,14,227,118,-,-,188,116,39,2,-,-,1,-,83115,142246,283694,241086,39500,130754,131161
1,13100,区部,1,210,窯業・土石製品製造業,132,2570,1975,9,8,2189,1744,284,141,106,96,30,26,1285760,6470116,10287919,9577843,243135,3436214,3550232
1,13100,区部,2,211,ガラス・同製品製造業,58,1296,946,8,7,1110,837,145,71,34,32,3,2,570025,1178652,2490778,2081031,202824,1140979,1223246
1,13100,区部,2,212,セメント・同製品製造業,47,849,725,-,-,736,635,57,39,69,64,25,23,502071,4925476,7152886,7097675,x,2043695,2063598
1,13100,区部,2,214,陶磁器・同関連製品製造業,2,38,30,-,-,29,26,9,4,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,215,耐火物製造業,1,9,9,-,-,8,8,1,1,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,216,炭素・黒鉛製品製造業,3,20,11,-,-,17,11,3,-,-,-,-,-,6269,13960,30891,30891,-,15677,15677
1,13100,区部,2,217,研磨材・同製品製造業,11,164,119,-,-,139,107,24,12,1,-,1,-,81194,183066,303827,183572,4201,112428,116749
1,13100,区部,2,218,骨材・石工品等製造業,5,35,25,-,-,29,18,10,7,-,-,1,1,21307,10045,33137,30775,857,21383,21383
1,13100,区部,2,219,その他の窯業・土石製品製造業,5,159,110,1,1,121,102,35,7,2,-,-,-,x,x,x,x,x,x,x
1,13100,区部,1,220,鉄鋼業,90,2039,1808,2,2,1865,1669,140,111,32,26,18,16,1051578,7627617,11049747,9995399,565682,2791192,3280398
1,13100,区部,2,222,製鋼・製鋼圧延業,1,144,133,-,-,133,124,10,8,1,1,-,-,x,x,x,x,-,x,x
1,13100,区部,2,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,5,698,658,-,-,637,604,52,47,9,7,-,-,x,x,x,x,x,x,x
1,13100,区部,2,225,鉄素形材製造業,11,228,196,-,-,204,180,23,16,1,-,8,6,x,x,x,x,x,x,x
1,13100,区部,2,229,その他の鉄鋼業,73,969,821,2,2,891,761,55,40,21,18,10,10,477573,2916556,4331480,3396647,x,1293411,1312477
1,13100,区部,1,230,非鉄金属製造業,90,1361,1034,2,2,1143,911,171,77,46,45,13,9,604082,3292717,4995871,4319469,407069,1626392,1590799
1,13100,区部,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,11,154,124,-,-,149,124,5,-,-,-,-,-,86120,1423465,1620153,1503559,59992,195161,183480
1,13100,区部,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,21,495,380,-,-,453,361,42,19,1,1,-,-,233130,1192263,1970933,1653354,180193,765736,731246
1,13100,区部,2,234,電線・ケーブル製造業,9,99,55,1,1,65,49,29,2,4,3,2,-,27768,95100,202282,181364,20918,95526,99287
1,13100,区部,2,235,非鉄金属素形材製造業,36,463,363,1,1,338,272,83,49,41,41,11,9,184925,463342,907567,803603,78277,405265,412082
1,13100,区部,2,239,その他の非鉄金属製造業,13,150,112,-,-,138,105,12,7,-,-,-,-,72139,118547,294936,177589,67689,164704,164704
1,13100,区部,1,240,金属製品製造業,1209,13913,10078,48,42,11244,8899,2517,1089,134,75,96,62,5448928,9474015,20585230,13736810,6150804,10144746,10320580
1,13100,区部,2,241,ブリキ缶・その他のめっき板等製品製造業,8,130,97,-,-,112,85,18,12,-,-,-,-,40611,274275,361019,175284,958,74534,80376
1,13100,区部,2,242,洋食器・刃物・手道具・金物類製造業,125,1305,895,5,5,1047,800,245,86,8,4,12,6,483183,1034386,2022154,1796199,185032,887676,916031
1,13100,区部,2,243,暖房・調理等装置、配管工事用附属品製造業,38,542,395,1,1,410,315,116,71,15,8,8,3,218743,535799,1024524,898075,73854,459680,455378
1,13100,区部,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),299,2956,2307,13,11,2613,2126,326,167,15,11,23,20,1215101,2450110,4942917,4050031,725236,2295017,2310231
1,13100,区部,2,245,金属素形材製品製造業,168,1920,1321,14,12,1518,1171,378,134,16,10,8,4,700756,1683938,2960719,2648687,267480,1158087,1185208
1,13100,区部,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,332,4419,3153,5,5,3385,2710,971,410,66,36,32,21,1694140,1423487,4946394,421105,4488662,3175373,3272581
1,13100,区部,2,247,金属線製品製造業（ねじ類を除く),30,267,184,3,2,220,167,44,15,-,-,-,-,96826,261236,454322,366425,75319,178804,178804
1,13100,区部,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,103,1198,903,5,4,977,786,211,111,5,2,6,3,486629,1031138,2135806,1824886,192725,1041636,1032809
1,13100,区部,2,249,その他の金属製品製造業,106,1176,823,2,2,962,739,208,83,9,4,7,5,512939,779646,1737375,1556118,141538,873939,889162
1,13100,区部,1,250,はん用機械器具製造業,271,4022,3207,5,5,3501,2922,499,268,25,19,6,5,1871114,3998438,7875229,5916896,573401,3563176,3609531
1,13100,区部,2,251,ボイラ・原動機製造業,9,113,97,-,-,104,89,9,8,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,252,ポンプ・圧縮機器製造業,67,986,772,1,1,848,711,137,60,3,2,1,1,x,x,x,x,x,x,x
1,13100,区部,2,253,一般産業用機械・装置製造業,82,998,765,1,1,864,694,132,69,1,1,-,-,432988,862988,1798376,1419775,158457,872102,872420
1,13100,区部,2,259,その他のはん用機械・同部分品製造業,113,1925,1573,3,3,1685,1428,221,131,21,16,5,4,931200,2129790,4159573,2808839,241069,1850164,1890361
1,13100,区部,1,260,生産用機械器具製造業,692,9838,7834,15,12,8608,7149,1050,540,197,162,42,28,4651687,8855981,18466369,15724613,1502010,8713557,9174111
1,13100,区部,2,261,農業用機械製造業（農業用器具を除く）,2,17,13,-,-,15,13,2,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,262,建設機械・鉱山機械製造業,31,663,531,-,-,572,485,83,45,9,2,-,-,x,x,x,x,x,x,x
1,13100,区部,2,263,繊維機械製造業,5,64,44,-,-,49,35,12,6,3,3,-,-,19264,33722,70910,67102,3665,33156,34506
1,13100,区部,2,264,生活関連産業用機械製造業,108,1475,1198,4,4,1312,1105,146,81,15,10,6,6,736768,1749546,3534647,3119235,96179,1681562,1671056
1,13100,区部,2,265,基礎素材産業用機械製造業,53,939,759,-,-,816,669,62,35,63,57,1,1,x,x,x,x,x,x,x
1,13100,区部,2,266,金属加工機械製造業,197,2608,2021,8,6,2221,1813,369,198,28,19,16,8,1197385,1715754,3953257,3062665,596886,1995600,2090331
1,13100,区部,2,267,半導体・フラットパネルディスプレイ製造装置製造業,47,607,464,-,-,538,432,68,31,2,2,2,1,320810,528971,1206516,953949,208419,622785,629934
1,13100,区部,2,269,その他の生産用機械・同部分品製造業,249,3465,2804,3,2,3085,2597,308,144,77,69,17,12,1578872,2927381,6123336,5270094,396983,2922535,3171964
1,13100,区部,1,270,業務用機械器具製造業,340,6779,5010,8,7,5692,4615,948,288,256,210,81,51,3344004,9976617,16824549,15074977,365702,6591803,6391791
1,13100,区部,2,271,事務用機械器具製造業,24,818,666,-,-,649,587,122,33,47,46,-,-,363763,1616452,2549812,2430686,33751,869558,866409
1,13100,区部,2,272,サービス用・娯楽用機械器具製造業,27,644,485,1,1,492,414,111,39,40,31,59,33,x,x,x,x,x,x,x
1,13100,区部,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,155,3379,2568,4,4,2928,2434,421,120,147,118,17,15,1889574,4821621,9176932,8403907,214573,3563895,4068715
1,13100,区部,2,274,医療用機械器具・医療用品製造業,100,1451,957,2,2,1233,882,202,63,14,10,5,3,598992,1335169,2778908,2122828,55929,1292076,1342485
1,13100,区部,2,275,光学機械器具・レンズ製造業,33,479,328,1,-,383,292,91,33,8,5,-,-,199247,367445,734572,625128,47837,348425,347246
1,13100,区部,2,276,武器製造業,1,8,6,-,-,7,6,1,-,-,-,-,-,x,x,x,-,x,x,x
1,13100,区部,1,280,電子部品・デバイス・電子回路製造業,92,1637,1051,2,2,1223,937,360,87,70,43,11,6,688275,1437877,2750421,2438971,113610,1183042,1223629
1,13100,区部,2,281,電子デバイス製造業,2,33,24,-,-,29,24,4,-,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,282,電子部品製造業,32,665,427,-,-,502,364,115,27,49,37,-,-,x,x,x,x,x,x,x
1,13100,区部,2,284,電子回路製造業,16,297,228,1,1,268,217,44,26,1,1,9,4,x,x,x,x,x,x,x
