固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
建仮12,2,(仮称)都営文花一丁目団地(第3期)の墨田区施設整備委託,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0008574,"22,000,000",0,0,0,0,"22,000,000",0,0,0,"22,000,000",,,,,
建仮13,0,堤通公園再整備（土地）,堤通1-72-26,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,0,,,平成27年度,2016/3/31,,,,0,"54,639,906",0,0,0,0,0,"-54,639,906",0,0,,,,,
建仮13,2,堤通公園再整備（工作物）,堤通1-8-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,0,,,平成27年度,2016/3/31,,,,0,"59,894,468",0,0,0,0,0,"-59,894,468",0,0,,,,,
建仮13,3,堤通公園再整備（植栽）,堤通1-8-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,0,,,平成27年度,2016/3/31,,,,0,"4,039,311",0,0,0,0,0,"-4,039,311",0,0,,,,,
建仮13,4,堤通公園　路面（アスファルト）,堤通1-8-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0010816,0,0,0,0,0,"15,395,778",0,"-15,395,778",0,0,,,,,
建仮13,5,堤通公園　工作物（遊具等）,堤通1-8-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0010816,0,0,0,0,0,"105,800,885",0,"-105,800,885",0,0,,,,,
建仮13,6,堤通公園　植栽,堤通1-8-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0010816,0,0,0,0,0,"5,068,297",0,"-5,068,297",0,0,,,,,
建仮14,0,すみだ北斎美術館周辺道路（亀沢２００２号路線）整備工事（前金払）（契４２７１００１０９０号）,,,,建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,0,,,平成27年度,2016/3/31,,,,"8,300,000","8,300,000",0,0,0,0,0,0,0,"8,300,000",,,,,
建仮14,2,亀沢2002号路線路面（アスファルト）,亀沢2-7から2-8,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,平方メートル,456,平成28年度,2016/11/24,,,伝票番号：0004067,"11,759,238",0,0,0,0,"11,759,238",0,0,0,"11,759,238",,,,,
建仮15,0,外手小学校プール改修設計業務委託,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0007111,"2,322,000",0,0,0,0,"2,322,000",0,0,0,"2,322,000",,,,,
建仮16,0,吾嬬立花中学校新築実施設計委託,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0006266,"77,997,600",0,0,0,0,"77,997,600",0,0,0,"77,997,600",,,,,
建仮17,0,京成曳舟駅前交通広場整備（墨83号）,京島一丁目37番先,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0016536,"4,924,800",0,0,0,0,"4,924,800",0,0,0,"4,924,800",,,,,
建仮18,0,吾嬬第二中学校校庭整備修正設計委託,八広4-4-4,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0015859,"3,548,880",0,0,0,0,"3,548,880",0,0,0,"3,548,880",,,,,
建仮19,0,（仮称）総合運動場整備設計委託,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0023408,"28,800,000",0,0,0,0,"28,800,000",0,0,0,"28,800,000",,,,,
建仮20,0,LED園内灯実施設計,墨田区管内,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0021914,"8,100,000",0,0,0,0,"8,100,000",0,0,0,"8,100,000",,,,,
建仮21,0,LED道路照明灯実施設計,八広1-1先外,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0003844,"4,968,000",0,0,0,0,"4,968,000",0,0,0,"4,968,000",,,,,
建仮22,0,曳舟さくら公園実施設計,京島1-40-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0006821,"8,964,000",0,0,0,0,"8,964,000",0,0,0,"8,964,000",,,,,
建仮23,0,旧安田庭園再整備実施委託,横網1-12-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0010512,"10,260,000",0,0,0,0,"10,260,000",0,0,0,"10,260,000",,,,,
建仮24,0,紅葉橋補修・落橋防止システム整備委託,石原4-28から横川1-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0013475,"8,970,480",0,0,0,0,"8,970,480",0,0,0,"8,970,480",,,,,
建仮25,0,墨106号路線電線共同溝設計委託,横網1-2から1-12,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0053884,"4,156,503",0,0,0,0,"4,156,503",0,0,0,"4,156,503",,,,,
建仮26,0,墨109号路線道路設計,緑2-15から吾妻橋2-1,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0004130,"13,057,200",0,0,0,0,"13,057,200",0,0,0,"13,057,200",,,,,
建仮27,0,墨10号路線電線共同溝設計,横網1-12から2-3,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0053877,"11,261,433",0,0,0,0,"11,261,433",0,0,0,"11,261,433",,,,,
建仮28,0,南辻橋掛替実施設計,立川4-14から江東橋5-10,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0004441,"45,360,000",0,0,0,0,"45,360,000",0,0,0,"45,360,000",,,,,
建仮29,0,墨6号路線電線共同溝設計,両国2-21から4-32,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0027658,"15,068,140",0,0,0,0,"15,068,140",0,0,0,"15,068,140",,,,,
建仮30,0,墨7号路線電線共同溝設計,両国4-37から4-38,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0028896,"4,222,685",0,0,0,0,"4,222,685",0,0,0,"4,222,685",,,,,
建仮31,0,亀沢保育園等複合施設改築工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0037249,"188,990,656",0,0,0,0,"188,990,656",0,0,0,"188,990,656",,,,,
建仮31,2,亀沢保育園等複合施設改築工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0037250,"41,327,104",0,0,0,0,"41,327,104",0,0,0,"41,327,104",,,,,
建仮31,3,亀沢保育園等複合施設改築に伴う機械設備工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0045686,"13,760,000",0,0,0,0,"13,760,000",0,0,0,"13,760,000",,,,,
建仮31,4,亀沢保育園等複合施設改築に伴う機械設備工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0045722,"20,640,000",0,0,0,0,"20,640,000",0,0,0,"20,640,000",,,,,
建仮31,5,亀沢保育園等複合施設改築に伴う昇降機設備工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0051258,"4,500,000",0,0,0,0,"4,500,000",0,0,0,"4,500,000",,,,,
建仮31,6,亀沢保育園等複合施設改築に伴う昇降機設備工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0051261,"3,000,000",0,0,0,0,"3,000,000",0,0,0,"3,000,000",,,,,
建仮31,7,亀沢保育園等複合施設改築に伴う電気設備工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0045734,"19,320,000",0,0,0,0,"19,320,000",0,0,0,"19,320,000",,,,,
建仮31,8,亀沢保育園等複合施設改築に伴う電気設備工事,,,,建設仮勘定,区一般会計,福祉,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0045735,"12,880,000",0,0,0,0,"12,880,000",0,0,0,"12,880,000",,,,,
建仮32,0,ひいらぎ公園実施設計委託,,,,建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0020794,"11,833,867",0,0,0,0,"11,833,867",0,0,0,"11,833,867",,,,,
建仮33,0,墨114号　道路路面（アスファルト）,京島1-37先から25先,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0042024,"19,464,789",0,0,0,0,"19,464,789",0,0,0,"19,464,789",,,,,
建仮33,2,墨114号　道路工作物（ガードパイプ）,京島1-37先から25先,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0042024,"3,335,211",0,0,0,0,"3,335,211",0,0,0,"3,335,211",,,,,
建仮34,0,電線共同溝実施設計,京島1-26先から37先まで,,,公共用財産建設仮勘定,区一般会計,生活インフラ・国土保全,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0027314,"535,788",0,0,0,0,"535,788",0,0,0,"535,788",,,,,
建仮5,0,すみだ北斎美術館新築工事,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,2,,0,,,平成26年度,2015/3/31,,,,0,"756,300,000",0,0,0,0,0,"-756,300,000",0,0,,,,,4441_0
建仮6,0,吾嬬第二中学校校舎改築工事,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,2,,0,,,平成26年度,2015/3/31,,,,0,"475,500,000",0,0,0,0,0,"-475,500,000",0,0,,,,,4442_0
建仮8,0,すみだ北斎美術館新築工事,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,1,式,,平成27年度,2016/3/31,,,,0,"1,313,982,000",0,0,0,0,0,"-1,313,982,000",0,0,,,,,建設仮勘定管理台帳
建仮8,2,すみだ北斎美術館新築工事,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0002983,0,0,0,0,0,"501,602,000",0,"-501,602,000",0,0,,,,,
建仮8,3,すみだ北斎美術館空調設備,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0008410,0,0,0,0,0,"170,000,000",0,"-170,000,000",0,0,,,,,
建仮8,4,すみだ北斎美術館昇降機設備,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0008167,0,0,0,0,0,"26,047,520",0,"-26,047,520",0,0,,,,,
建仮8,5,すみだ北斎美術館電気設備工事,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0008175,0,0,0,0,0,"163,358,000",0,"-163,358,000",0,0,,,,,
建仮8,6,すみだ北斎美術館給排水設備,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0008408,0,0,0,0,0,"58,980,000",0,"-58,980,000",0,0,,,,,
建仮8,7,すみだ北斎美術館展示システム製作,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,9,,0,平成28年度,2017/3/31,,,伝票番号：0010405,0,0,0,0,0,"529,200,000",0,"-529,200,000",0,0,,,,,
建仮8,8,すみだ北斎美術館カーテン設置,,,,建設仮勘定,区一般会計,産業振興,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,9,,0,平成28年度,2017/3/31,,,伝票番号：0025285,0,0,0,0,0,"9,759,960",0,"-9,759,960",0,0,,,,,
建仮9,0,吾嬬第二中学校校舎改築工事,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,1,,1,式,,平成27年度,2016/3/31,,,,0,"585,084,000",0,0,0,0,0,"-585,084,000",0,0,,,,,建設仮勘定管理台帳
建仮9,2,吾嬬第二中学校校舎改築工事,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0009009,0,0,0,0,0,"1,168,466,400",0,"-1,168,466,400",0,0,,,,,
建仮9,3,吾嬬第二中学校サイン工事,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,9,,0,平成28年度,2017/3/31,,,伝票番号：0019249,0,0,0,0,0,"2,883,600",0,"-2,883,600",0,0,,,,,
建仮9,4,吾嬬第二中学校屋上緑化工事,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,9,,0,平成28年度,2017/3/31,,,伝票番号：0019778,0,0,0,0,0,"20,520,000",0,"-20,520,000",0,0,,,,,
建仮9,5,吾嬬第二中学校給排水設備,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0039592,0,0,0,0,0,"95,824,000",0,"-95,824,000",0,0,,,,,
建仮9,6,吾嬬第二中学校空調設備,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0035454,0,0,0,0,0,"138,040,000",0,"-138,040,000",0,0,,,,,
建仮9,7,吾嬬第二中学校昇降機設備,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0033993,0,0,0,0,0,"12,397,220",0,"-12,397,220",0,0,,,,,
建仮9,8,吾嬬第二中学校太陽光発電設備設置,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,9,,0,平成28年度,2017/3/31,,,伝票番号：0042740,0,0,0,0,0,"21,480,000",0,"-21,480,000",0,0,,,,,
建仮9,9,吾嬬第二中学校電気設備,,,,建設仮勘定,区一般会計,教育,行政財産,償却対象でない,一括,売却不可資産,,,0,0,,10,,0,平成28年度,2017/3/31,,,伝票番号：0035456,0,0,0,0,0,"170,000,000",0,"-170,000,000",0,0,,,,,
公そ1103,0,環境ｱｰﾄ ｽｶﾙﾌﾟﾁｬｰﾂﾘｰ,吾妻橋1-23-30,,,工作物,区一般会計,総務,行政財産,償却対象,一括,売却不可資産,,,15,6,,0,,,平成22年度,2011/3/22,,,,"9,980,000","6,636,700","4,011,960",0,0,0,"668,660",0,0,"5,968,040",,,,,644_0
