調査項目,回答,全体(人),青ヶ島村(人),昭島市(人),あきる野市(人),足立区(人),荒川区(人),板橋区(人),稲城市(人),江戸川区(人),青梅市(人),大島町(人),大田区(人),小笠原村(人),奥多摩町(人),葛飾区(人),北区(人),清瀬市(人),国立市(人),神津島村(人),江東区(人),小金井市(人),国分寺市(人),小平市(人),狛江市(人),品川区(人),渋谷区(人),新宿区(人),杉並区(人),墨田区(人),世田谷区(人),台東区(人),立川市(人),多摩市(人),中央区(人),調布市(人),千代田区(人),豊島区(人),利島村(人),中野区(人),新島村(人),西東京市(人),練馬区(人),八王子市(人),八丈町(人),羽村市(人),東久留米市(人),東村山市(人),東大和市(人),日野市(人),日の出町(人),檜原村(人),府中市(人),福生市(人),文京区(人),町田市(人),御蔵島村(人),瑞穂町(人),三鷹市(人),港区(人),三宅村(人),武蔵野市(人),武蔵村山市(人),目黒区(人),上記以外(人)
スポーツを始めるきっかけとして必要な支援,その他,23,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,特にない,385,0,0,1,23,6,19,3,18,4,0,17,0,6,19,17,4,1,0,15,6,3,4,2,5,4,7,14,5,25,6,9,4,8,8,1,4,0,9,0,6,21,19,1,0,1,4,2,5,0,0,4,3,4,11,0,1,4,6,1,5,1,9,0
スポーツを始めるきっかけとして必要な支援,わからない,354,0,2,2,20,6,25,0,20,5,0,13,0,2,12,9,2,0,0,12,6,3,5,2,11,3,9,14,6,16,6,4,8,1,11,2,4,0,9,0,9,18,18,0,1,3,1,0,3,0,1,10,0,4,15,0,2,4,3,0,5,1,6,0
スポーツ以外に関心のある事,旅行,1225,0,9,6,48,22,52,15,64,11,1,70,0,10,32,36,9,8,1,42,7,9,16,6,43,20,32,49,23,85,17,20,14,16,30,8,30,0,31,0,23,58,56,0,2,11,11,6,16,1,0,15,4,17,28,0,1,18,25,0,14,7,20,0
スポーツ以外に関心のある事,グルメ・食べ歩き,1182,0,12,7,56,22,49,8,57,8,0,61,0,13,37,27,10,7,2,38,10,7,15,8,37,23,27,43,22,84,17,15,15,16,22,6,34,0,34,0,17,61,48,1,2,14,8,6,19,1,0,23,4,20,23,0,2,19,25,0,16,6,18,0
スポーツ以外に関心のある事,買い物・ショッピング,840,0,7,4,43,16,38,5,42,7,0,51,0,7,27,18,9,3,1,37,5,5,15,5,24,6,19,32,13,56,13,9,14,9,18,4,16,0,26,0,14,46,33,1,1,9,4,2,11,1,0,16,2,14,18,0,0,17,17,0,12,4,14,0
スポーツ以外に関心のある事,テレビ視聴,1133,0,9,8,51,17,54,6,56,8,0,65,0,5,38,24,5,6,1,44,10,10,25,10,32,14,19,50,20,66,13,12,14,12,24,4,19,0,28,0,24,72,48,0,1,9,12,7,15,1,1,23,2,14,40,0,1,19,17,0,13,8,27,0
スポーツ以外に関心のある事,動画配信サービス視聴,912,0,7,10,46,19,39,5,48,12,0,56,0,7,23,23,8,6,1,39,6,4,19,3,28,9,20,39,17,51,6,9,10,11,19,3,17,0,24,0,14,56,42,0,4,5,6,3,10,2,0,19,2,13,28,0,1,13,14,0,10,7,19,0
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,481,0,4,4,21,8,24,4,22,4,1,26,0,2,14,13,2,3,0,14,5,4,9,3,12,5,19,21,11,22,3,6,7,6,12,2,10,0,11,0,9,27,16,0,0,2,5,4,4,0,0,11,3,5,21,0,0,8,10,0,9,4,9,0
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,528,0,5,1,32,10,27,3,29,6,0,38,0,4,10,15,5,3,1,23,4,2,8,3,11,7,19,26,12,34,5,4,4,4,9,3,9,0,13,0,8,26,19,0,2,3,2,2,8,0,0,8,0,6,14,0,0,5,12,0,7,5,12,0
スポーツ以外に関心のある事,インターネット閲覧,957,0,10,5,44,24,42,9,55,10,0,50,0,9,27,26,10,4,0,30,8,2,14,7,26,11,24,38,18,70,12,13,6,10,20,4,20,0,20,0,16,54,50,1,2,4,9,6,13,0,0,19,1,14,23,0,1,14,19,0,14,3,16,0
スポーツ以外に関心のある事,映画鑑賞,765,0,5,5,39,15,35,7,35,2,0,42,0,9,17,18,6,3,1,26,3,5,13,3,22,10,19,35,13,53,4,14,9,13,14,0,15,0,24,0,17,32,44,0,4,2,8,4,13,1,0,12,2,14,19,0,1,16,19,0,6,4,13,0
スポーツ以外に関心のある事,読書,563,0,4,3,24,12,34,8,23,5,0,34,0,8,10,14,3,2,0,18,3,4,12,4,18,8,12,30,15,38,6,11,1,11,9,3,9,1,12,0,13,24,23,0,2,2,3,2,5,1,0,11,2,12,16,0,0,9,7,0,5,4,13,0
スポーツ以外に関心のある事,アニメ／漫画,592,0,6,4,30,10,29,5,29,4,0,33,0,8,17,14,5,2,1,17,5,3,15,3,14,7,19,21,12,43,6,7,6,5,16,4,9,0,15,0,8,31,35,1,3,4,6,4,6,0,0,7,3,8,11,0,1,9,12,0,4,7,8,0
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,615,1,7,4,21,14,35,5,40,7,0,37,0,4,23,12,5,5,1,28,6,3,7,3,15,5,16,22,15,37,6,7,6,6,9,3,7,0,12,0,12,35,35,1,4,3,5,1,11,0,0,8,2,7,19,0,2,11,9,0,3,4,9,0
スポーツ以外に関心のある事,写真の撮影,289,0,3,3,11,6,15,4,19,2,0,17,0,2,8,7,2,1,0,11,3,4,7,1,11,4,6,14,11,17,0,5,3,3,6,2,5,0,10,0,3,12,7,1,1,2,6,1,6,0,0,5,1,3,5,0,0,2,4,0,2,3,2,0
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,347,0,2,2,20,8,17,5,25,5,0,17,0,3,12,11,2,3,0,10,2,3,6,3,12,4,7,12,7,20,7,2,1,2,10,2,3,0,10,0,5,19,9,0,1,3,2,2,11,0,0,6,1,4,4,0,0,6,6,0,6,2,5,0
スポーツ以外に関心のある事,美術鑑賞,293,0,4,1,11,7,17,3,12,2,0,17,0,4,2,11,2,2,0,13,2,3,9,1,6,3,6,14,7,22,1,2,2,6,5,2,8,0,8,0,8,14,12,0,0,2,2,1,8,1,0,4,1,4,4,0,0,2,6,0,4,3,2,0
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,350,0,3,5,12,7,19,2,15,5,0,16,0,3,8,7,3,1,1,14,2,4,10,5,6,6,10,18,5,25,2,5,4,6,7,2,8,0,11,0,5,12,15,0,1,2,3,3,4,0,0,6,1,4,6,0,0,3,7,0,5,5,11,0
スポーツ以外に関心のある事,演劇・舞踏鑑賞,178,0,1,1,8,5,9,3,8,1,0,7,0,1,2,4,2,1,0,8,1,3,5,2,7,2,6,10,7,12,1,4,0,4,3,2,5,0,7,0,2,7,6,0,0,0,2,1,5,0,0,2,0,4,1,0,0,1,1,0,2,0,2,0
スポーツ以外に関心のある事,カラオケ,330,0,2,2,20,6,22,1,19,4,0,23,0,3,6,13,3,0,1,13,4,1,4,2,10,6,5,11,7,17,4,4,3,0,8,2,2,0,9,0,3,14,13,0,1,4,4,2,6,0,0,4,2,6,8,0,1,5,5,0,8,4,3,0
スポーツ以外に関心のある事,楽器の演奏,161,0,2,1,5,4,6,2,10,2,0,6,0,2,6,3,5,0,0,3,4,3,2,1,4,2,5,7,4,10,1,2,1,1,3,2,3,0,5,0,3,8,8,0,0,1,1,1,4,0,0,1,0,1,4,0,0,0,5,0,5,0,2,0
スポーツ以外に関心のある事,料理・菓子作り,284,0,2,1,17,2,13,2,13,1,0,14,0,4,9,9,3,3,0,7,0,3,8,1,11,5,13,9,9,17,1,5,2,6,6,3,4,0,8,0,2,10,8,0,1,2,1,0,5,0,0,5,0,6,6,0,0,5,8,0,7,4,3,0
スポーツ以外に関心のある事,園芸・ガーデニング,189,0,1,2,11,2,8,1,8,4,0,7,0,0,6,6,2,0,0,5,0,4,1,2,3,0,7,8,4,12,2,2,0,1,3,2,6,0,3,0,4,9,11,1,1,5,1,1,3,1,1,2,2,3,4,0,0,3,6,0,4,1,3,0
スポーツ以外に関心のある事,日曜大工,75,0,1,0,3,2,0,0,6,2,0,5,0,0,1,4,0,1,0,2,0,1,2,0,2,1,3,4,3,1,0,1,0,0,2,1,1,0,1,0,3,4,6,1,1,0,0,0,2,0,0,1,0,1,1,0,0,2,1,0,0,1,1,0
スポーツ以外に関心のある事,編み物・手芸,123,0,0,1,4,0,2,0,5,1,0,6,0,2,6,4,3,1,0,7,1,2,2,0,4,3,5,2,6,9,0,2,0,0,5,1,2,0,3,0,4,4,5,0,2,2,2,0,3,0,0,1,0,2,3,0,0,1,2,0,0,1,2,0
スポーツ以外に関心のある事,和裁・洋裁,46,0,0,0,3,0,1,0,0,0,0,4,0,0,1,1,0,0,0,4,0,0,3,0,1,0,1,2,2,3,0,1,0,0,2,1,2,0,1,0,0,2,3,0,1,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,33,0,0,1,2,1,0,0,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,5,2,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
スポーツ以外に関心のある事,ギャンブル,103,0,1,1,3,2,4,1,10,2,0,7,0,1,5,1,0,0,0,2,1,1,2,0,2,0,5,5,2,3,1,1,1,0,3,1,1,0,1,0,0,11,6,0,1,0,0,0,1,0,0,8,1,0,1,0,0,0,1,1,0,1,1,0
スポーツ以外に関心のある事,その他,134,0,1,1,9,2,8,0,7,1,0,7,0,0,6,1,0,0,1,7,1,0,1,0,1,2,3,3,1,9,1,1,3,1,3,0,1,0,0,0,3,12,8,0,2,1,1,0,1,0,0,4,2,0,8,0,0,3,3,0,3,1,0,0
スポーツ以外に関心のある事,特にない,322,1,0,3,23,6,16,2,10,5,0,15,0,5,8,9,0,0,0,9,4,3,5,2,8,5,8,7,6,15,5,5,5,5,10,0,8,0,12,0,9,20,17,1,3,2,6,1,2,0,0,4,3,4,8,1,0,1,3,0,4,2,6,0
情報入手先,家族,1446,1,9,12,66,19,61,13,73,5,1,78,0,16,42,28,12,10,1,46,12,12,26,7,43,28,35,60,20,85,17,15,23,15,37,6,29,0,33,0,20,81,72,0,2,15,14,4,31,2,1,29,5,17,49,0,1,26,31,0,21,10,19,0
情報入手先,友人,791,0,5,7,28,11,27,9,35,4,0,51,0,7,23,16,3,6,1,35,3,9,21,6,25,12,17,32,14,56,10,8,13,11,18,4,19,0,18,0,6,48,36,0,2,4,6,3,16,2,0,12,2,11,18,0,2,8,20,0,13,4,14,0
情報入手先,学校や職場、施設の人,564,0,4,6,23,13,24,7,23,7,0,30,0,6,15,12,5,3,1,21,0,5,9,6,22,9,12,18,10,36,6,8,4,5,12,0,8,0,8,0,12,32,32,0,3,6,5,1,11,0,0,10,3,3,15,0,3,14,11,0,13,2,10,0
情報入手先,ボランティア,76,0,0,0,6,1,4,0,5,0,0,3,0,1,2,3,0,0,0,4,0,0,2,1,3,0,3,3,1,6,3,1,3,1,3,1,1,0,2,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,206,0,1,1,10,6,9,2,13,2,0,7,0,0,8,7,1,0,0,10,1,0,3,1,7,3,5,10,1,12,3,3,3,1,6,1,2,0,4,0,0,11,6,0,1,2,1,3,6,0,0,5,1,4,7,0,0,4,8,0,1,1,2,0
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,367,0,2,1,18,4,23,3,13,3,1,21,0,8,9,9,2,4,0,15,1,0,5,3,11,4,9,11,6,24,4,6,3,6,13,1,5,0,6,0,6,23,14,1,1,4,2,0,8,2,0,7,0,4,15,0,1,4,7,0,6,2,6,0
情報入手先,テレビ,1551,0,13,8,74,19,76,14,77,15,0,93,0,7,59,35,12,8,0,49,14,15,27,9,44,24,29,69,32,102,21,17,23,14,36,4,27,0,37,0,35,84,64,0,3,14,16,10,27,3,1,28,7,21,43,0,2,16,20,0,14,14,26,0
情報入手先,ラジオ,314,0,2,2,15,3,12,1,19,3,0,14,0,2,8,5,1,1,0,16,1,5,2,2,10,5,8,14,7,19,1,5,4,4,8,0,6,0,9,0,4,18,13,0,1,4,7,1,9,1,0,5,1,6,11,0,0,3,6,0,1,3,6,0
情報入手先,新聞,466,0,2,0,21,9,25,5,16,2,0,28,0,6,18,8,2,4,0,14,5,9,9,4,11,9,8,29,2,28,4,6,6,4,12,1,10,0,11,0,10,21,16,0,1,4,6,4,8,2,0,11,2,8,17,0,0,7,6,0,2,5,8,0
情報入手先,雑誌,199,1,1,0,8,2,9,5,6,3,0,10,0,1,3,4,2,3,0,5,0,4,2,1,7,4,2,8,3,9,2,2,0,5,9,0,3,1,8,0,3,14,8,0,1,2,4,0,4,0,0,5,0,5,3,0,0,4,5,0,3,3,2,0
情報入手先,障害者団体の会合や機関誌,80,0,0,0,8,2,1,0,4,0,0,3,0,2,0,4,0,0,0,3,0,1,0,2,4,1,1,0,0,2,3,1,0,1,4,1,0,0,4,0,3,6,6,0,0,0,1,0,0,0,0,1,0,1,5,0,0,3,0,0,2,0,0,0
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,743,0,3,3,27,11,36,5,38,6,0,35,0,4,27,19,8,4,0,34,4,6,13,6,27,6,17,29,17,44,10,9,10,6,13,3,16,0,18,0,16,45,38,0,1,3,11,1,12,0,0,16,4,10,16,0,0,8,17,0,11,7,13,0
情報入手先,インターネットのニュースサイトやニュースアプリ,1129,0,7,6,43,18,53,13,50,12,0,54,0,7,40,29,6,3,0,50,7,11,17,7,32,12,27,46,19,78,13,16,17,15,26,4,19,0,27,0,16,73,55,0,4,9,14,6,13,1,0,19,6,15,37,0,1,13,22,0,19,8,14,0
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,808,0,3,2,35,14,42,9,47,5,0,54,0,5,22,21,5,4,0,32,8,5,16,5,24,11,20,35,17,54,5,11,7,7,15,3,15,0,22,0,9,48,44,0,0,9,7,4,7,0,0,13,4,9,18,0,0,7,17,0,8,8,16,0
情報入手先,動画配信サービス（YouTubeなど）,718,0,0,6,35,14,27,6,39,5,0,51,0,5,17,21,5,6,1,31,3,6,14,3,17,6,19,32,15,39,7,14,6,10,13,3,15,0,11,0,7,44,39,0,3,8,7,2,13,1,0,14,2,11,19,0,0,9,10,0,10,5,12,0
情報入手先,行政の窓口,164,0,2,0,10,3,10,2,5,1,0,8,0,3,6,3,0,1,0,5,0,0,3,4,6,1,3,9,3,15,1,1,2,2,4,0,3,0,5,0,3,10,4,1,0,0,2,2,1,0,0,2,0,2,3,0,0,1,3,0,2,4,3,0
情報入手先,区市町村などの広報誌,272,0,2,0,11,5,15,3,11,1,0,11,0,3,6,7,1,1,0,15,2,2,9,5,8,4,3,12,5,19,2,2,2,4,6,0,6,0,5,0,9,11,13,1,1,2,4,2,7,1,0,6,1,7,5,0,0,3,4,0,2,4,1,0
情報入手先,その他,16,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
情報入手先,わからない,84,0,0,0,5,0,4,0,4,0,0,3,0,0,2,2,0,0,0,1,1,0,1,0,2,0,3,2,0,7,3,1,0,1,5,0,0,0,2,0,2,4,4,1,3,2,1,0,2,0,0,1,1,3,4,0,0,1,3,1,0,0,2,0
情報入手先,得ていない,181,0,0,2,15,3,5,1,11,3,0,10,0,5,1,5,0,0,0,7,2,2,2,2,3,2,5,5,1,11,3,5,3,2,6,0,3,0,6,0,5,12,14,0,1,0,3,0,0,0,0,3,0,2,0,1,0,0,1,0,4,1,3,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,515,0,4,3,19,9,21,5,39,5,1,29,0,7,20,17,3,4,1,22,6,4,8,2,17,7,13,16,13,34,5,5,5,4,8,2,10,0,9,0,9,29,20,0,2,3,5,2,9,0,0,10,0,7,13,0,2,6,7,0,4,2,8,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,390,0,3,4,23,8,19,4,29,3,1,25,0,1,13,9,2,2,0,16,1,3,8,1,8,7,11,16,7,29,1,3,3,6,8,2,5,0,5,0,5,21,15,1,1,2,5,0,9,0,0,7,0,4,13,0,1,5,7,0,2,2,4,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,758,0,6,7,35,15,38,9,56,6,0,43,0,3,30,18,5,5,1,29,7,6,9,4,23,8,16,19,16,38,5,10,10,6,19,2,13,1,16,0,9,42,28,0,4,6,7,3,15,0,0,14,1,14,25,0,2,16,15,0,6,5,12,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,257,1,3,0,9,4,9,4,17,3,0,15,0,3,11,6,0,3,0,9,1,3,5,4,5,6,4,11,2,20,2,3,2,3,6,0,7,0,5,0,3,16,16,0,1,2,1,0,1,0,0,5,0,8,6,0,0,4,6,0,0,1,1,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,2004,1,13,13,107,26,90,14,85,21,0,100,0,23,60,53,14,7,0,70,17,16,34,14,55,33,44,80,30,131,30,32,28,25,46,8,38,0,48,0,48,119,98,2,6,18,21,10,21,3,1,35,12,23,51,1,1,27,30,1,25,12,33,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,1431,1,10,13,75,27,67,12,74,14,0,72,0,13,46,39,14,11,2,42,11,12,21,4,43,15,37,54,25,90,16,16,20,13,35,9,32,1,24,0,23,87,58,0,4,12,11,6,27,1,0,28,4,26,36,1,2,23,28,0,15,6,23,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,1733,1,12,10,87,21,75,12,78,17,2,92,0,20,55,49,8,7,0,70,16,12,31,17,44,30,34,70,28,104,23,29,22,21,36,5,27,0,45,0,40,97,85,3,6,16,20,8,19,2,1,30,9,16,53,0,2,22,28,1,20,13,32,0
デフリンピックの認知度,よく内容を知っている,187,0,1,0,12,7,4,1,19,2,0,12,0,3,5,8,1,1,0,6,1,1,2,1,12,3,10,13,4,13,2,2,1,1,3,0,3,0,2,0,0,9,4,0,0,1,0,0,4,0,0,3,0,0,3,0,1,0,1,0,1,1,3,0
デフリンピックの認知度,見たり聞いたりしたことがある,792,0,4,6,35,9,39,8,44,6,0,41,0,5,26,17,5,5,1,34,8,6,13,3,21,18,16,34,11,52,6,13,6,9,20,4,15,1,18,0,11,39,35,1,1,5,8,5,7,0,0,18,1,10,25,0,1,17,25,1,4,5,14,0
デフリンピックの認知度,知らない,2247,2,18,17,117,32,103,16,99,23,2,115,0,25,73,63,16,12,1,75,18,18,38,17,56,26,46,78,38,136,31,30,36,25,49,10,42,0,50,0,53,139,109,2,9,22,24,9,35,3,1,37,12,33,63,1,2,29,30,0,30,13,38,0
デフリンピックに期待すること,競技観戦,393,0,4,4,15,2,16,2,15,4,1,27,0,3,6,8,2,1,0,11,2,4,7,0,15,7,15,24,7,26,2,4,5,4,14,4,11,1,9,0,8,20,20,0,1,4,4,0,7,0,0,4,1,4,10,0,0,4,9,0,8,1,6,0
デフリンピックに期待すること,記録の更新,195,0,2,4,10,3,14,2,11,0,0,14,0,2,2,6,0,2,0,7,0,3,5,2,3,3,5,11,1,6,2,4,1,0,6,2,3,0,4,0,6,11,7,0,0,2,1,0,4,0,0,5,1,4,7,0,0,0,2,0,2,1,2,0
デフリンピックに期待すること,日本人選手の活躍,724,0,4,12,34,9,37,6,32,6,0,42,0,5,17,19,4,5,2,33,4,7,14,6,17,7,25,31,10,37,8,10,8,7,20,2,14,0,14,0,16,38,40,0,0,4,7,3,12,0,0,16,2,15,15,0,1,13,14,0,4,4,12,0
デフリンピックに期待すること,外国人選手の活躍,183,0,3,2,10,3,10,4,6,0,0,9,0,2,6,5,1,2,1,11,1,1,4,2,2,1,7,6,5,10,0,2,2,1,3,1,3,0,7,0,2,6,9,0,0,0,0,0,7,0,0,2,0,5,6,0,0,1,8,0,2,1,1,0
デフリンピックに期待すること,国際交流の促進,291,0,3,4,12,3,12,2,15,3,0,15,0,1,6,6,2,0,1,12,3,2,7,2,11,11,10,6,8,19,2,3,4,2,5,0,7,0,6,0,4,12,14,1,0,3,1,1,7,0,0,2,0,8,9,0,0,4,7,0,6,1,6,0
デフリンピックに期待すること,大会記念グッズの展開,91,0,1,2,6,3,3,1,11,0,0,4,0,0,7,2,0,0,0,4,0,0,0,0,4,2,3,6,3,3,0,0,0,2,2,0,1,0,3,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,1,0,3,0,1,0
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,190,1,1,3,13,1,14,2,14,1,0,10,0,2,6,2,1,0,0,6,1,1,7,1,8,2,7,7,4,9,2,2,2,1,5,0,4,0,3,0,4,8,6,0,0,3,3,1,2,0,0,2,0,2,3,0,0,2,5,0,2,1,3,0
デフリンピックに期待すること,競技体験,104,0,1,3,5,2,6,1,6,1,0,3,0,0,5,3,2,0,0,2,0,2,3,0,2,2,5,2,1,10,0,1,0,0,1,0,3,0,2,0,4,6,4,0,0,0,1,0,1,0,0,1,0,2,3,0,0,3,2,0,3,0,0,0
デフリンピックに期待すること,大会への子供の参加,160,0,0,2,6,5,8,1,14,2,0,13,0,1,5,5,0,0,0,3,1,0,1,2,6,5,7,7,4,9,0,1,1,2,2,0,2,0,2,0,3,6,3,0,0,2,0,1,3,0,0,3,0,3,8,0,0,3,3,0,3,0,2,0
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,155,0,1,3,6,2,8,3,13,0,0,12,0,0,3,1,1,0,1,5,2,2,1,1,5,1,7,6,5,11,0,2,3,1,1,0,3,0,3,0,1,7,6,0,0,1,3,1,3,0,0,2,0,1,7,0,0,1,2,0,6,0,1,0
デフリンピックに期待すること,手話の普及と理解の促進,187,0,2,2,6,3,15,1,10,1,0,14,0,3,6,3,0,0,1,5,2,2,5,2,5,5,8,7,5,10,0,1,1,2,0,0,3,0,6,0,3,10,10,0,1,0,2,1,3,0,0,4,1,3,4,0,0,0,2,0,3,0,4,0
デフリンピックに期待すること,デフスポーツの普及と理解の促進,323,0,2,3,14,2,16,3,19,2,0,18,0,3,3,8,1,2,1,15,6,4,4,2,9,8,12,11,6,16,4,2,2,3,9,0,7,0,6,0,5,15,19,0,2,2,6,2,5,0,0,6,1,5,3,0,0,3,7,0,8,2,9,0
デフリンピックに期待すること,障害や障害者への理解の促進,593,0,2,5,26,11,32,3,31,3,0,30,0,5,15,11,4,1,1,22,5,2,9,4,18,14,21,24,10,35,3,5,5,10,13,2,11,0,9,0,15,32,31,0,4,3,8,2,9,1,0,9,3,8,17,0,1,7,12,0,10,4,15,0
デフリンピックに期待すること,その他,13,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デフリンピックに期待すること,期待するものはない,1686,1,12,8,98,25,76,9,78,20,1,81,0,18,62,48,14,9,0,57,13,16,29,10,45,17,27,64,29,108,23,29,25,19,36,5,27,0,40,0,35,105,80,2,5,15,12,7,25,2,1,30,9,20,54,1,2,21,24,1,18,12,26,0
