"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"整備_キッズ・プラザ美鳩　機械設備","キッズ・プラザ美鳩","A15_キッズ・プラザ","大和町4-26-5","建物付属設備","0","","令和2年度","28310975","3793670","1896835","24517305","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館美鳩小学校分室　機械設備","中央図書館美鳩小学校分室","A02_図書館","大和町4-26-5","建物付属設備","0","","令和2年度","8661886","1160692","580346","7501194","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　付属棟機械設備","美鳩小学校","A07_小学校","大和町4-26-5","建物付属設備","0","","令和2年度","4468958","598840","299420","3870118","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　校舎","美鳩小学校","A07_小学校","大和町4-26-5","建物","9290.71","平方メートル","令和2年度","3310474258","145660866","72830433","3164813392","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ美鳩","キッズ・プラザ美鳩","A15_キッズ・プラザ","大和町4-26-5","建物","555.95","平方メートル","令和2年度","56980712","2507150","1253575","54473562","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館美鳩小学校分室","中央図書館美鳩小学校分室","A02_図書館","大和町4-26-5","建物","148.28","平方メートル","令和2年度","11982787","527242","263621","11455545","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　屋外体育倉庫棟","美鳩小学校","A07_小学校","大和町4-26-5","建物","85","平方メートル","令和2年度","44622181","1963374","981687","42658807","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　屋倉庫棟","美鳩小学校","A07_小学校","大和町4-26-5","建物","37.5","平方メートル","令和2年度","18249831","802992","401496","17446839","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　校庭","美鳩小学校","A07_小学校","大和町4-26-5","工作物","0","","令和2年度","58458529","3975178","1987589","54483351","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　昇降機","美鳩小学校","A07_小学校","大和町4-26-5","建物付属設備","0","","令和2年度","26760657","3157756","1578878","23602901","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧中野刑務所正門","旧中野刑務所正門","X01_未整備公共施設等","新井3-37","建物","96.46","平方メートル","令和2年度","1","0","0","1","139.661983151502","35.7144944735197","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧法務省矯正研修所","旧法務省矯正研修所","X03_その他","新井3-37-3","建物","7171.31","平方メートル","令和2年度","1","0","0","1","139.661743001167","35.7154175110927","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野四季の森公園自転車駐車場","中野四季の森公園地下自転車駐車場","I01_駐輪場","中野4-12","建物","2110.92","平方メートル","平成30年度","949995880","102599552","25649888","847396328","139.660779761548","35.7089985197512","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧商工会館","旧商工会館","X01_未整備公共施設等","新井1-9-1","建物","1005.82","平方メートル","昭和40年度","280752000","280751999","0","1","139.666250056606","35.7101680008378","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧商工会館","旧商工会館","X01_未整備公共施設等","新井1-9-1","建物","28.31","平方メートル","昭和56年度","1886000","1701172","41492","184828","139.666250056606","35.7101680008378","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧商工会館","旧商工会館","X01_未整備公共施設等","新井1-9-1","建物","178.18","平方メートル","昭和40年度","49745000","49744999","0","1","139.666250056606","35.7101680008378","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧商工会館　倉庫・物置","旧商工会館","X01_未整備公共施設等","新井1-9-1","建物","63.81","平方メートル","昭和40年度","5965000","5964999","0","1","139.666250056606","35.7101680008378","固定資産台帳_事業用資産_建物等_資産別"
"改修_旧商工会館　埋設給水管","旧商工会館","X01_未整備公共施設等","新井1-9-1","建物付属設備","1","式","平成22年度","1128599","907392","75616","221207","139.666250056606","35.7101680008378","固定資産台帳_事業用資産_建物等_資産別"
"改修_旧商工会館　１階冷暖房設備その他","旧商工会館","X01_未整備公共施設等","新井1-9-1","建物付属設備","1","式","平成27年度","10260000","4811940","687420","5448060","139.666250056606","35.7101680008378","固定資産台帳_事業用資産_建物等_資産別"
"整備_職員研修センター","職員研修センター","A31_職員研修センター","新井2-8-13","建物","250.7","平方メートル","昭和39年度","229599000","229598999","0","1","139.664926825043","35.7121759577477","固定資産台帳_事業用資産_建物等_資産別"
"改修_職員研修センター　耐震補強（実施設計委託業務費用含む）","職員研修センター","A31_職員研修センター","新井2-8-13","建物","1","式","平成25年度","4880400","1185930","131770","3694470","139.664926825043","35.7121759577477","固定資産台帳_事業用資産_建物等_資産別"
"改修_職員研修センター　照明器具","職員研修センター","A31_職員研修センター","新井2-8-13","建物付属設備","1","式","平成29年度","1290600","432350","86470","858250","139.664926825043","35.7121759577477","固定資産台帳_事業用資産_建物等_資産別"
"整備_新井福祉作業施設","新井福祉作業施設","C07_福祉作業施設","新井2-8-13","建物","216.2","平方メートル","昭和39年度","207562000","207561999","0","1","139.664926825043","35.7121759577477","固定資産台帳_事業用資産_建物等_資産別"
"整備_野方児童館","野方児童館","A13_児童館","新井2-48-10","建物","512.3","平方メートル","昭和58年度","153615000","131801670","3379530","21813330","139.660450876829","35.7108420972246","固定資産台帳_事業用資産_建物等_資産別"
"改修_野方児童館　照明器具","野方児童館","A13_児童館","新井2-48-10","建物付属設備","1","式","平成27年度","2509766","1177078","168154","1332688","139.660450876829","35.7108420972246","固定資産台帳_事業用資産_建物等_資産別"
"整備_新井区民活動センター","新井区民活動センター","A28_区民活動センター","新井3-11-4","建物","1518.4","平方メートル","昭和62年度","455640000","350842800","10024080","104797200","139.663561935998","35.714251744636","固定資産台帳_事業用資産_建物等_資産別"
"改修_新井区民活動センター　多目的室照明器具","新井区民活動センター","A28_区民活動センター","新井3-11-4","建物付属設備","1","式","平成27年度","1299500","609462","87066","690038","139.663561935998","35.714251744636","固定資産台帳_事業用資産_建物等_資産別"
"改修_新井区民活動センター　１階事務室シャッター","新井区民活動センター","A28_区民活動センター","新井3-11-4","建物付属設備","1","式","平成29年度","1148148","482220","96444","665928","139.663561935998","35.714251744636","固定資産台帳_事業用資産_建物等_資産別"
"改修_新井区民活動センター　多目的室姿見","新井区民活動センター","A28_区民活動センター","新井3-11-4","建物付属設備","0","","平成30年度","1069486","534740","133685","534746","139.663561935998","35.714251744636","固定資産台帳_事業用資産_建物等_資産別"
"改修_新井区民活動センター　エレベーター","新井区民活動センター","A28_区民活動センター","新井3-11-4","建物付属設備","0","","平成30年度","20542600","4848052","1212013","15694548","139.663561935998","35.714251744636","固定資産台帳_事業用資産_建物等_資産別"
"整備_平和の森小学校　校舎・園舎","平和の森小学校","A07_小学校","新井3-29-1","建物","1685.6","平方メートル","昭和32年度","238377000","238376999","0","1","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"整備_平和の森小学校　給食室","平和の森小学校","A07_小学校","新井3-29-1","建物","8.7","平方メートル","昭和43年度","1101000","1100999","0","1","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"整備_平和の森小学校　校舎・園舎","平和の森小学校","A07_小学校","新井3-29-1","建物","6.7","平方メートル","昭和55年度","1702000","1701999","0","1","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"整備_平和の森小学校　校舎・園舎","平和の森小学校","A07_小学校","新井3-29-1","建物","1144.8","平方メートル","昭和33年度","149949000","149948999","0","1","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"整備_平和の森小学校　校舎・園舎","平和の森小学校","A07_小学校","新井3-29-1","建物","1198.7","平方メートル","昭和35年度","135747000","135746999","0","1","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"整備_平和の森小学校　校舎・園舎","平和の森小学校","A07_小学校","新井3-29-1","建物","794.4","平方メートル","昭和55年度","201745000","186412380","4438390","15332620","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
