"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/kouhou/event/240222-shogakoryuten.html","008009000000","港区イベントカレンダー","地区指定なし","2024年2月22日から2024年3月17日","港区・北京市朝陽区書画交流展を開催します","","","","","","","","","","","","","","","","","","","","","どなたでも","","神明いきいきプラザ","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202401/20240121top/11.html","みなと2024年1月21日号　港区・北京市朝陽区書画交流展を開催します","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240311-minatokumingo.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月11日から2024年3月17日","みなと区民号　竹芝発着～伊豆大島椿まつり 2大椿園満喫コース～","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者を含む個人またはグループ","","コース：入港地 → 大島公園 → 大島温泉ホテル（昼食） → 三原山頂口 → 椿花ガーデン → 出港地","","","電話で、1月24日（水曜）から、東海汽船お客様センター（受付時間：午前9時30分から午後6時）へ。
 電話：03-5472-9999","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202401/20240121top/13.html","広報みなと2024年1月21日号　みなと区民号　竹芝発着～伊豆大島椿まつり 2大椿園満喫コース～","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/gomigenryoushigenka/kaipura0303.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月3日","【申し込み受付は終了しました】講演会「世界一楽しい！おさかなクイズで環境学習」の参加者を募集します（抽選）","環境リサイクル支援部みなとリサイクル清掃事務所ごみ減量・資源化推進係","03-3450-8025","03-3450-8063","","","","","","","","","","","","","","","","","イラストや音楽を交えながら、身近な魚や海の環境問題、SDGsについて楽しく学習します。
講師:さかなのおにいさん かわちゃん","港区内在住の小学生1名とその保護者","14時から15時
※受付は、13時50分から14時までです。","男女平等参画センター（港区芝浦1-16-1）
多目的室","追加募集：5組10名（抽選）
開催人数は、16組32名程度を予定しています。","","申し込みフォームから電子申請できます。","多目的室は、靴を脱いで使用する部屋です。必須ではございませんが、必要な方は、上履きをお持ちください。","抽選結果については、２月中にご連絡させていただきます。","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/gomigenryoushigenka/kaipura0309.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月9日","【申し込み受付は終了しました】ワークショップ「マイクロプラスチックごみでキーホルダーを作ろう！」の参加者を募集します（抽選） ","環境リサイクル支援部みなとリサイクル清掃事務所ごみ減量・資源化推進係","03-3450-8025","03-3450-8063","","","","","","","","","","","","","","","","","不要な物（マイクロプラスチックごみ）に手を加え、世界に一つだけのキーホルダーを作ります。
講師：山地 佳奈 氏(NPO法人 荒川クリーンエイド・フォーラム)","港区内在住の小学生1名とその保護者","10時から11時30分","男女平等参画センター（港区芝浦1-16-1）","12組24名（抽選）","","申し込みフォームから電子申請できます。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240213-chikikoken.html","008009002000","港区イベントカレンダー","地区指定なし","2024年2月13日から2024年3月19日","働くことを通じて地域社会に貢献しませんか","","","","","","","","","","","","","","","","","","","","","「働く意欲のある」60歳以上の区内在住者","","公益社団法人港区シルバー人材センター（南麻布一丁目5番26号　ゆうあい南麻布3階）","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202402/20240201top/16.html","広報みなと2024年2月1日号　高齢者関連情報　働くことを通じて地域社会に貢献しませんか","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240310-stresstaisho.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月10日","精神保健福祉講座「ストレス対処について学ぼう」","","","","","","","","","","","","","","","","","","","","","どなたでも","午後2時から午後4時","（1）精神障害者支援センター
（2）オンラインツール（Zoom）","（1）30人（区内在住・在勤・在学者優先で申込順）
（2）50人（申込順）","","電話またはファックスで、開催前日までに、精神障害者支援センターへ。精神障害者支援センターホームページからも申し込めます。
電話：03-5424-1392　ファックス：03-5424-1391","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240302-eiyoseminar.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月2日","栄養セミナー「がん治療中の人に聞いてほしい～味覚障害と栄養素のお話～」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","午前11時から正午","がん在宅緩和ケア支援センター","12人（申込順）","","電話またはファックスで、がん在宅緩和ケア支援センターへ。
詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240302-kutsurogicafe.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月2日から2024年3月26日","がんを患った人や家族のためのくつろぎカフェ","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","（1）3月2日（土曜）午後1時30分から午後3時30分
（2）3月12日（火曜）・3月26日（火曜）午後1時30分から午後3時30分","（1）トミンハイム台場五番街（台場一丁目5番4号）
（2）がん在宅緩和ケア支援センター","","","当日直接会場へ。
詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240313-glasspentaiken.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月13日","男性がん患者喫茶「くすの木」～ガラスペン体験～","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族（いずれも男性限定）","午後1時30分から午後3時30分","がん在宅緩和ケア支援センター","10人（申込順）","","電話またはファックスで、がん在宅緩和ケア支援センターへ。
詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240309-ohitorisama.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月9日","オンライン講座 人ごとではない「おひとり様」～時代でみる人の生涯における変遷～","","","","","","","","","","","","","","","","","","","","オンラインツール（Zoom）を使用して行います。","区内在住・在勤・在学者またはテーマに関心のある人","午前10時から正午","オンライン開催","30人（申込順）","","電話または直接、男女平等参画センターへ。男女平等参画センターホームページ（関連リンク参照）からも申し込めます。
電話：03-3456-4149　ファックス：03-3456-1254","","","","","","","","","","","","","https://www.minatolibra.jp/","男女平等参画センターホームページ（外部サイトへリンク）","","","","","","","","","","",
