"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"営利法人","グローバルキッズ茗荷谷園","112-0002","文京区小石川５丁目３８番１１号","139.742972","35.718443","JGD2011","03-3868-2670","63"
"営利法人","グローバルキッズ後楽二丁目園","112-0004","文京区後楽２－２０－１５","139.745564","35.707365","JGD2011","03-5684-3060","105"
"営利法人","テンダーラビング保育園小石川","112-0004","文京区後楽１－８－１３　小石川運動場内","139.747123","35.703982","JGD2011","03-3868-3997","100"
"区市町村","文京区立水道保育園","112-0005","文京区水道１－３－２６","139.742301","35.709575","JGD2011","03-3812-2237","122"
"営利法人","さくらさくみらい 水道","112-0005","文京区水道２丁目１４番１０号","139.736143","35.710207","JGD2011","03-6902-2139","70"
"区市町村","文京区立こひなた保育園","112-0006","文京区小日向１－２１－１","139.736073","35.713997","JGD2011","03-3943-4457","97"
"営利法人","さくらさくみらい小日向","112-0006","文京区小日向２－１８－３","139.733573","35.711303","JGD2011","03-6902-2902","76"
"区市町村","文京区立千石保育園","112-0011","文京区千石１－４－３","139.743342","35.724504","JGD2011","03-3947-9220","146"
"区市町村","文京区立千石西保育園","112-0011","文京区千石３－１５－１５","139.738225","35.724915","JGD2011","03-3944-4688","117"
"営利法人","ベネッセ千石保育園","112-0011","文京区千石４－４５－２","139.742719","35.72912","JGD2011","03-5981-6816","70"
"他の法人","にじのいるか保育園千石","112-0011","文京区千石２－８－９","139.738962","35.722788","JGD2011","03-6902-1551","69"
"営利法人","えがおの森保育園・せんごく","112-0011","文京区千石１－２９－４","139.745089","35.727098","JGD2011","03-3947-3702","60"
"他の法人","にじのいるか保育園千石第二","112-0011","文京区千石３－３９－１５","139.739945","35.726076","JGD2011","03-6912-1525","90"
"区市町村","文京区立大塚保育園","112-0012","文京区大塚６－２２－１９","139.725646","35.724637","JGD2011","03-3943-1631","103"
"営利法人","まなびの森保育園茗荷谷","112-0012","文京区大塚３－２０－５","139.734673","35.721665","JGD2011","03-3946-6670","60"
"営利法人","小学館アカデミー茗荷谷保育園","112-0012","文京区大塚１－４－１５","139.736101","35.717555","JGD2011","03-5940-2566","62"
"営利法人","グローバルキッズ新大塚園","112-0012","文京区大塚５－３－１３","139.730796","35.723018","JGD2011","03-3947-5658","50"
"営利法人","テンダーラビング保育園茗荷谷園","112-0012","文京区大塚４－４１－１２","139.73394","35.721938","JGD2011","03-5981-8488","60"
"営利法人","ちゃいれっく新大塚駅前保育園","112-0012","文京区大塚４－４８－７　キュラーズ新大塚２階","139.731034","35.723873","JGD2011","03-5940-3866","50"
"営利法人","さくらさくみらい 護国寺","112-0012","文京区大塚６丁目３７番５号　藤和護国寺コープ１階","139.723268","35.723637","JGD2011","03-6912-2303","67"
"営利法人","大空と大地のなーさりぃ茗荷谷園","112-0012","文京区大塚３丁目２７番１号","139.735875","35.722328","JGD2011","03-5981-8922","100"
"営利法人","グローバルキッズ大塚四丁目園","112-0012","文京区大塚４丁目１１番２号","139.735844","35.722973","JGD2011","03-6902-2802","70"
"公益法人","八千代保育園","112-0013","文京区音羽１－１９－１８","139.728546","35.715691","JGD2011","03-5981-3025","45"
"区市町村","文京区立青柳保育園","112-0014","文京区関口３－２－５","139.72916","35.713463","JGD2011","03-3941-4518","85"
"他の法人","損保ジャパン日本興亜スマイルキッズ江戸川橋保育園","112-0014","文京区関口１－４５－１５","139.730016","35.709781","JGD2011","03-5229-3007","60"
"営利法人","キッズパートナー文京関口","112-0014","文京区関口１丁目２０番６号","139.733268","35.709683","JGD2011","03-5206-8770","60"
"区市町村","文京区立目白台保育園","112-0015","文京区目白台１－５－１","139.720575","35.713805","JGD2011","03-3945-4220","86"
"他の法人","同仁美登里保育園","112-0015","文京区目白台３－１０－９","139.725727","35.716616","JGD2011","03-3941-8901","35"
"営利法人","テンダーラビング保育園音羽","112-0015","文京区目白台３丁目４番１４号","139.727751","35.716489","JGD2011","03-6902-1855","100"
"区市町村","文京区立本駒込保育園","113-0021","文京区本駒込５－６３－２","139.752493","35.733809","JGD2011","03-3822-3659","99"
"区市町村","文京区立本駒込南保育園","113-0021","文京区本駒込３－１１－１４","139.755141","35.72781","JGD2011","03-3823-3247","121"
"区市町村","文京区立本駒込西保育園","113-0021","文京区本駒込２－９－１６","139.747502","35.727621","JGD2011","03-3947-2906","53"
"営利法人","アスク本駒込保育園","113-0021","文京区本駒込２－１－２３","139.749152","35.725671","JGD2011","03-5319-2511","70"
"営利法人","本駒込プチ・クレイシュ","113-0021","文京区本駒込３－２２－４","139.752371","35.728643","JGD2011","03-3823-5907","60"
"営利法人","クオリスキッズ駒込保育園","113-0021","文京区本駒込５丁目７１番６号","139.750613","35.73384","JGD2011","03-5832-9208","50"
"営利法人","モニカ本駒込園","113-0021","文京区本駒込３－２０－３","139.752538","35.728015","JGD2011","03-5834-8361","60"
"営利法人","こどもヶ丘保育園本駒込園","113-0021","文京区本駒込４－４２－１４","139.757657","35.732768","JGD2011","03-5834-8633","45"
"営利法人","こどもヶ丘保育園第二本駒込園","113-0021","文京区本駒込４丁目３番１号","139.754852","35.730831","JGD2011","03-5834-2694","72"
"区市町村","文京区立駒込保育園","113-0022","文京区千駄木３－１９－１７","139.760632","35.729649","JGD2011","03-3821-8800","93"
"区市町村","文京区立しおみ保育園","113-0022","文京区千駄木２－２７－８","139.761935","35.725002","JGD2011","03-3827-8229","107"
"社福法人","どんぐり保育園","113-0022","文京区千駄木２－４８－４","139.762332","35.721711","JGD2011","03-3828-8708","30"
"営利法人","ポピンズナーサリースクール千駄木","113-0022","文京区千駄木２－１６－７","139.761588","35.723413","JGD2011","03-5815-2151","60"
"営利法人","テンダーラビング保育園千駄木","113-0022","文京区千駄木２丁目１１番３号","139.760832","35.722569","JGD2011","03-5842-1125","50"
"区市町村","文京区立向丘保育園","113-0023","文京区向丘１－３－１１","139.75661","35.717461","JGD2011","03-3814-6755","133"
"営利法人","保育所まあむ東大前園","113-0023","文京区向丘１－１６－２６","139.756868","35.718844","JGD2011","03-6801-5660","26"
"社福法人","こころの保育園文京西片","113-0024","文京区西片２－１－１","139.75698","35.714384","JGD2011","03-5805-3911","91"
"営利法人","キッズガーデン文京春日","113-0024","文京区西片１－１７－８","139.752744","35.713658","JGD2011","03-5615-8971","60"
"区市町村","文京区立藍染保育園","113-0031","文京区根津２－３４－１５","139.763265","35.721172","JGD2011","03-3828-5509","87"
"区市町村","文京区立根津保育園","113-0031","文京区根津１－１５－１２","139.763621","35.718544","JGD2011","03-3827-2161","21"
"区市町村","文京区立本郷保育園","113-0033","文京区本郷１－２８－１２","139.756697","35.706437","JGD2011","03-3812-2394","93"
"他の法人","慈愛会保育園","113-0033","文京区本郷６－１２－５","139.756788","35.713109","JGD2011","03-3816-3715","30"
"社福法人","たんぽぽ保育園","113-0033","文京区本郷７－３－１","139.762774","35.712056","JGD2011","03-3812-4091","199"
"営利法人","ポピンズナーサリースクール本郷","113-0033","文京区本郷４－１５－１４","139.754238","35.708812","JGD2011","03-3868-2947","70"
"他の法人","東京こども保育園","113-0034","文京区湯島２－２９－１","139.765468","35.706387","JGD2011","03-5805-2318","35"
"営利法人","日生湯島保育園ひびき","113-0034","文京区湯島４－１－１２","139.764552","35.707596","JGD2011","03-6801-8583","60"
"営利法人","こころおちゃのみず第一保育園","113-0034","文京区湯島１丁目１０番５号　湯島Ｄ＆Ａビル１階","139.765388","35.702491","JGD2011","03-6801-5569","48"
"営利法人","こころおちゃのみず第二保育園","113-0034","文京区湯島１丁目１０番５号　湯島Ｄ＆Ａビル２階","139.765388","35.702491","JGD2011","03-3868-3970","83"
"社福法人","立華学苑","110-0001","台東区谷中５－４－１９","139.766334","35.724769","JGD2011","03-3828-9255","60"
"区市町村","台東区立谷中保育園","110-0002","台東区上野桜木２－１６－１０","139.77147","35.72255","JGD2011","03-3828-3223","103"
"営利法人","チェリッシュ上野の森保育園","110-0002","台東区上野桜木２－１－３","139.775178","35.723428","JGD2011","03-5809-0667","60"
"営利法人","スターキッズ保育園","110-0002","台東区上野桜木２－１－８　フラッツ上野桜木１階","139.774776","35.723122","JGD2011","03-5842-1746","47"
"社福法人","愛隣保育園","110-0003","台東区根岸５－１５－３","139.788094","35.727667","JGD2011","03-3872-4547","130"
"社福法人","ＬＩＦＥ　ＳＣＨＯＯＬ　根岸　こどものいえ","110-0003","台東区根岸４－１５－１３","139.784575","35.726511","JGD2011","03-6458-1451","90"
"営利法人","こどもヶ丘保育園根岸園","110-0003","台東区根岸３－１－１０","139.781653","35.721784","JGD2011","03-5808-9152","56"
"区市町村","台東区立坂本保育園","110-0004","台東区下谷３－１１－２","139.78725","35.72512","JGD2011","03-3873-4287","124"
"区市町村","台東区立松が谷保育園","110-0012","台東区竜泉２－１０－６","139.789641","35.725683","JGD2011","03-3875-2851","74"
"営利法人","台東ポラン保育園","110-0012","台東区竜泉１－１９－７　Ｋ・Ｋビル１～２階","139.789544","35.723589","JGD2011","03-3871-7192","60"
"営利法人","ソラスト竜泉保育園","110-0012","台東区竜泉３－１３－４","139.791268","35.724345","JGD2011","03-5808-2050","52"
"営利法人","さくらさくみらい入谷","110-0013","台東区入谷２－１２－２","139.789183","35.719645","JGD2011","03-6458-1939","60"
"区市町村","台東区立東上野保育園","110-0015","台東区東上野２－２５－１２","139.781431","35.70956","JGD2011","03-3833-9810","117"
"区市町村","台東区立東上野乳児保育園","110-0015","台東区東上野４－２２－３","139.781401","35.714448","JGD2011","03-3844-3577","60"
"社福法人","上野保育園","110-0015","台東区東上野６－２０－７","139.783756","35.714665","JGD2011","03-3841-7545","58"
"区市町村","台東区立台東保育園","110-0016","台東区台東１－１１－１０","139.77646","35.701297","JGD2011","03-3832-6743","93"
"営利法人","ゆらりん竹町保育園","110-0016","台東区台東４－１６－８　偕楽ビル新御徒町１～２階","139.779646","35.706274","JGD2011","03-5812-4028","80"
"社福法人","康保会保育園","111-0021","台東区日本堤１－６－２","139.798007","35.725006","JGD2011","03-3875-0514","90"
"社福法人","康保会乳児保育所","111-0021","台東区日本堤２－７－１","139.797554","35.72708","JGD2011","03-3875-0058","122"
"区市町村","台東区立玉姫保育園","111-0022","台東区清川２－２４－８","139.804154","35.727876","JGD2011","03-3872-5364","85"
