ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
185,東京都,江戸川区,北葛西2-10-25,行船石油株式会社,35.671676,139.856962,コミュニティストア行船,ショッピングモール/小売店舗,無料,24時間,無休,可,,3,0,0,2,1,設備無し,1時間100円,1時間100円,設備無し,現地特記事項無し,設備無し,DNH321／WK4322,不明,不明,なし,0,1,1,設備無し,200V/50・60Hz/5W以下/20A/250V/AC,125V15A,設備無し,Panasonic,Panasonic,コンビニエンスストア,あり,0,1,0,0,高さ：2.1ｍ,情報無し
186,東京都,港区,赤坂1-12-32,森ビル株式会社,35.6671112,139.739989,アーク森ビル駐車場地下2階,ショッピングモール/小売店舗,終日：15分/200円,24時間,無休,可,,98,3,1,97,0,会員カードをお持ちの方はプランによる,Panasonicは無料。日本電気株式会社はカードのプランにより異なるためカード発行元に確認。,設備無し,現地特記事項無し,現地特記事項無し,HFR1,Panasonic：AF-XC330W1 日本電気株式会社：PO1W,設備無し,6年,CHAdeMO,1,1,0,20kW （最大電流値: 50 A ）,200V/20A,設備無し,株式会社東光高岳,Panasonic,設備無し,コンビニエンスストア、飲食店,あり,0,1,1,1,高さ：2.1m,情報無し
187,東京都,荒川区,南千住6-43-13,株式会社ライフコーポレーション,35.736815,139.793522,ライフ南千住店,ショッピングモール/小売店舗,無料,9:30～22:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー、公園,あり,0,1,0,1,情報無し,情報無し
188,東京都,国立市,北3-39-1,株式会社 Olympic,35.69961465,139.4283167,オリンピック国立店,ショッピングモール/小売店舗,"【オリンピック国立店でお買い上げのお客様：60分間無料】8:00～22:00：60分/220円／22:00～8:00：60分/110円
",10:00～21:00,無休,可,,2,1,0,2,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、コインランドリー,あり,0,1,0,0,高さ：2.0m,情報無し
189,東京都,三鷹市,新川3-13-10,株式会社 Olympic,35.680823,139.573009,オリンピック三鷹店,ショッピングモール/小売店舗,条件付き無料,10:00～20:00,木曜日,可,,2,0,0,2,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?15分まで120円（税抜き）以降1分あたり8円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/連続定格16A/50・60Hz,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、スーパー、飲食店、スポーツ用品店,あり,0,0,1,0,情報無し,情報無し
190,東京都,小金井市,貫井北町4-3-1,株式会社 Olympic,35.708129,139.487262,オリンピック小金井店,ショッピングモール/小売店舗,条件付き無料,10:00～21:00,サイクルのみ木曜日定休,可,,2,0,0,2,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?15分まで120円（税抜き）以降1分あたり8円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A/50・60Hz,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、スーパー、国立研究開発法人 情報通信研究機構,あり,0,1,0,0,情報無し,情報無し
191,東京都,新宿区,新宿3-15-12,新宿サブナード株式会社,35.69288188,139.7034858,新宿サブナード駐車場,コインパーキング/駐車場,【30分の料金】大型車370円、普通車330円、二輪車150円／最大料金　平日12時間2800円,24時間,無休,可,,1,0,0,1,0,設備無し,90分あたり100円,設備無し,設備無し,現地特記事項無し,設備無し,CS03-02,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,コンビニエンスストア、飲食店、地下商店街,あり,0,1,1,1,高さ：2.1m,情報無し
192,東京都,杉並区,高井戸東3-21-17,株式会社 Olympic,35.68603697,139.6196183,オリンピック高井戸店,ショッピングモール/小売店舗,条件付き無料,10:00～21:30,木曜日,可,,2,0,0,2,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,スーパー、公園,あり,0,1,0,0,高さ：2.1m,情報無し
193,東京都,杉並区,高井戸東3-35-15,株式会社杉並モータース,35.68660153,139.6217341,株式会社杉並モータース,その他,無料,9:00～19:00,無休,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,DNE3000,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/5W以下,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,情報無し,情報無し
194,東京都,世田谷区,玉川1-16,公益財団法人東京都道路整備保全公社,35.6090024,139.6322943,世田谷区立二子玉川公園駐車場,コインパーキング/駐車場,"最初の1時間：300円　以降20分/100円／平日のみ：当日最大1,800円
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,公園,あり,0,1,0,0,情報無し,情報無し
195,東京都,世田谷区,経堂4-42-10,株式会社ビーバートザン,35.6490146,139.6290433,株式会社ビーバートザン経堂店,ショッピングモール/小売店舗,無料,9:30～19:00,1月1日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、公園,あり,0,1,1,0,情報無し,情報無し
196,東京都,世田谷区,上馬4-30-1,株式会社イーウェイズ,35.63789009,139.6599817,世田谷ペット斎場駐車場,その他,無料,24時間,無休,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,不明,設備無し,設備無し,Panasonic,設備無し,スーパー、公園、寺院,あり,0,1,0,0,情報無し,情報無し
197,東京都,西多摩郡瑞穂町,大字箱根ケ崎1347-1,株式会社 Olympic,35.77419353,139.3417543,オリンピック瑞穂店,ショッピングモール/小売店舗,無料,食品フロア9:30～20:30　非食品フロア 10:00～20:00,無休,可,,2,0,0,2,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?15分まで120円（税抜き）以降1分あたり8円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,情報無し,情報無し
198,東京都,西多摩郡瑞穂町,富士山栗原新田253-1,株式会社ＥＮＥＯＳジェネレーションズ,35.78479867,139.347988,エッソ瑞穂バイパス給油所（セブンイレブンＳ７瑞穂バイパス店）,その他,無料,24時間,無休,可,,1,0,1,0,0,1回20分500円,設備無し,設備無し,現地特記事項無し,設備無し,FRCH44B-2-01-ADE01CK,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW （最大電流値: 110 A ）,設備無し,設備無し,富士電機株式会社,設備無し,設備無し,コンビニエンスストア、スーパー、モール、パチンコ店,あり,0,0,1,0,情報無し,情報無し
199,東京都,西東京市,ひばりが丘1-1-1,株式会社パルコ,35.751578,139.54415,ひばりが丘ＰＡＲＣＯ,ショッピングモール/小売店舗,"＊通常料金入庫後1時間までは400円(税込) 以降200円/30分(税込)／営業時間内最大料金(月～金曜)1,000円※土・日・祝日は除く／＊駐車サービス 1店舗でのお買上げ2,000円（税込）以上で駐車料金1時間無料、4,000円（税込）以上で駐車料金2時間無料",10:00～22:30,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,30kW （最大電流値: 75 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,1,0,情報無し,情報無し
200,東京都,西東京市,田無町5-7-10,株式会社 Olympic,35.73040843,139.5366914,オリンピック田無店,ショッピングモール/小売店舗,"【10:00～23:00】オリンピック田無点でお買い物のお客様最：初の60分無料、以降20分/100円／一般のお客様：20分/100円／【23:00～10:00】60分/200円／【最大料金】(土曜日、日曜日、祝日を除く)平日のみ、昼間10時～23時：1,000円／(土曜日、日曜日、祝日を除く)平日のみ、夜間23時～10時：500円",10:00～23:00,無休,可,,2,0,0,2,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-1C,設備無し,不明,なし,0,1,0,設備無し,200V/16A/50・60Hz,設備無し,設備無し,日東工業株式会社,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
201,東京都,青梅市,今井3-18-2,株式会社ファミリーマート,35.80126819,139.3092092,ファミリーマート青梅今井店,コンビニ,無料,24時間,無休,その他,故障中,1,1,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	20kW （最大電流値: 50 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
202,東京都,千代田区,神田花岡町1-1,株式会社ヨドバシカメラ,35.69899795,139.7744805,ヨドバシカメラマルチメディアＡｋｉｂａ,ショッピングモール/小売店舗,"最初の60分/600円、以降30分/300円／【割引サービス】5,000円以上お買い上げの方：1時間無料／10,000円以上お買い上げの方：2時間無料／50,000円以上お買い上げの方：3時間無料",9:30～22:00,無休,可,,1,0,1,0,0,5分まで250円、以降1分ごと50円,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	20kW （最大電流値: 50 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,1,情報無し,情報無し
203,東京都,足立区,鹿浜3-26,公益財団法人東京都道路整備保全公社,35.78287148,139.7539571,北鹿浜公園駐車場,コインパーキング/駐車場,"昼間(8:00～22:00)　昼間最大(平日のみ)最大700円／夜間(20:00～8:00)　夜間最大(通年)最大300円／30分/100円(8:00～22:00)、60分/100円(20:00～8:00)
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,公園,あり,0,1,0,0,情報無し,情報無し
204,東京都,足立区,西新井本町2-31-20,株式会社ライフコーポレーション,35.7746503,139.7712741,ライフ江北駅前店,ショッピングモール/小売店舗,無料,9:30～24:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	20kW （最大電流値: 50 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,1,1,情報無し,情報無し
205,東京都,大田区,羽田空港3-3-5,一般財団法人　空港振興環境整備支援機構,35.55065862,139.7845548,羽田空港第２駐車場,コインパーキング/駐車場,1日目　150円/30分毎、2日目以降　300円/1時間毎、24時間毎最大料金（通常期）1530円、（多客期）2140円,24時間,無休,その他,故障中,1,1,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,30kW （最大電流値: 75 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、羽田空港第二ターミナル,あり,0,1,0,1,情報無し,情報無し
206,東京都,大田区,下丸子4-21-4,株式会社 Olympic,35.57036175,139.6795568,オリンピック下丸子店,ショッピングモール/小売店舗,条件付き無料,10:00～21:00,無休,可,,2,0,0,2,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?15分まで120円（税抜き）以降1分あたり8円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/連続定格16A/50・60Hz,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,1,情報無し,情報無し
207,東京都,大田区,本羽田1-23-25,株式会社 Olympic,35.54633339,139.7265982,オリンピック本羽田店,ショッピングモール/小売店舗,無料,9:00～21:00,無休,可,,2,0,0,2,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?15分まで120円（税抜き）以降1分あたり8円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/連続定格16A/50・60Hz,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,情報無し,情報無し
208,東京都,中央区,銀座1-2-3,銀座駐車場株式会社,35.67518938,139.7683526,西京橋ビル,コインパーキング/駐車場,"【基本料金】30分/320円／【割引設定】割引料金　4時?10時：30分/100円／上限料金　21時?翌朝10時：最大2,500円",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,CS03-02,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,コンビニエンスストア,あり,0,1,0,0,高さ：2.1m,利用時に係員まで申し出が必要
