大分類,中分類,小分類,施設ID,名称,緯度,経度,住所1,住所2,住所3,電話番号,FAX番号,リンク（テキスト）,リンク（URL）,備考
施設マップ,安心・安全,AED設置施設,154,多摩市立豊ヶ丘老人福祉館,35.61446411,139.4343961,〒206-0031,東京都多摩市豊ヶ丘5-6,,042-376-3636,,,,
施設マップ,安心・安全,AED設置施設,155,八ヶ岳少年自然の家,35.907444,138.319476,〒399-0101,長野県諏訪郡富士見町境字広原12067-482,,0266-66-2011,0266-66-2014,,,
施設マップ,医療・健康・福祉,福祉施設,156,地域活動支援センター・のーま,35.64892324,139.449655,〒206-0011,東京都多摩市関戸4-19-5　市立健康センター4階,,042-311-2300,042-311-2737,,,
施設マップ,医療・健康・福祉,福祉施設,157,多摩市総合福祉センター,35.6125366,139.4126773,〒206-0032,東京都多摩市南野3-15-1,,042-356-0303,042-356-1155,,,
施設マップ,医療・健康・福祉,福祉施設,158,市立健康センター,35.6491294,139.4494312,〒206-0011,東京都多摩市関戸4-19-5,,042-376-9111,042-371-1235,,,
施設マップ,医療・健康・福祉,福祉施設,159,多摩市発達支援室,35.6235476,139.4544704,〒206-0024,東京都多摩市諏訪5-1,諏訪複合教育施設（かけはし）2階,042-374-2717,042-372-1074,,,
施設マップ,医療・健康・福祉,健康施設,160,こども準夜診療所（毎日）,35.64891446,139.4496381,〒206-0011,東京都多摩市関戸4-19-5　市立健康センター内,,042-375-0909,,,,
施設マップ,医療・健康・福祉,健康施設,161,市立健康センター（施設案内）,35.64911742,139.4494715,〒206-0011,東京都多摩市関戸4-19-5,,042-376-9111,042-371-1235,,,
施設マップ,医療・健康・福祉,高齢者施設,162,多摩市立連光寺老人福祉館,35.6427455,139.4568308,〒206-0021,東京都多摩市連光寺3-57-1,,042-372-1666,,,,
施設マップ,医療・健康・福祉,高齢者施設,163,多摩市立東寺方老人福祉館,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,042-372-1668,,,,
施設マップ,医療・健康・福祉,高齢者施設,164,多摩市立諏訪老人福祉館,35.6224011,139.4508286,〒206-0024,東京都多摩市諏訪5-4,,042-373-4666,042-372-7986,,,
施設マップ,医療・健康・福祉,高齢者施設,165,多摩市立豊ヶ丘老人福祉館,35.6144756,139.4343904,〒206-0031,東京都多摩市豊ヶ丘5-6,,042-376-3636,,,,
施設マップ,子育て・教育,幼稚園,166,多摩みゆき幼稚園,35.6424704,139.4542671,〒206-0021,東京都多摩市連光寺2-24-6,,042-374-6040,,外部リンク,http://tamamiyuki.com/,
施設マップ,子育て・教育,幼稚園,167,富士ヶ丘幼稚園,35.6326572,139.4404048,〒206-0014,東京都多摩市乞田1145,,042-374-2600,,外部リンク,http://sky.geocities.jp/fujigaokayochien/,
施設マップ,子育て・教育,幼稚園,168,緑ヶ丘幼稚園,35.637073,139.4278002,〒206-0001,東京都多摩市和田712,,042-375-6755,,外部リンク,http://www.midorigaoka-k.ed.jp/,
施設マップ,子育て・教育,幼稚園,169,東京大谷幼稚園,35.6339152,139.4344608,〒206-0041,東京都多摩市愛宕1-51,,042-375-0728,,外部リンク,http://www.tokyo-otani.com/,
施設マップ,子育て・教育,幼稚園,170,錦秋幼稚園,35.62454251,139.4462213,〒206-0025,東京都多摩市永山3-8,,042-374-6767,,外部リンク,https://www.kinshu.info/,
施設マップ,子育て・教育,幼稚園,171,文化学園大学附属すみれ幼稚園,35.6239114,139.4564178,〒206-0024,東京都多摩市諏訪4-11,,042-374-7427,042-374-7479,外部リンク,http://www.kidslink.jp/bunka-sumire/,
施設マップ,子育て・教育,幼稚園,172,諏訪幼稚園,35.62280686,139.4508598,〒206-0024,東京都多摩市諏訪5-3,,042-374-6141,,外部リンク,http://www.toonsuwa.ed.jp/,
施設マップ,子育て・教育,幼稚園,173,せいとく幼稚園,35.61297864,139.4302471,〒206-0033,東京都多摩市落合4‐12,,042-376-6111,,外部リンク,http://www.seitoku-youchien.ed.jp/,
施設マップ,子育て・教育,幼稚園,174,おだ学園幼稚園（おだ認定子ども園）,35.61369501,139.4249367,〒206-0033,東京都多摩市落合 5-7-2,,042-376-0211,,外部リンク,http://www.odakids.com/,
施設マップ,子育て・教育,保育所,175,市立多摩保育園,35.6398285,139.4354327,〒206-0001,東京都多摩市和田418-1,,042-375-8217,,,,
施設マップ,子育て・教育,保育所,177,私立桜ヶ丘第一保育園,35.6430836,139.4351187,〒206-0001,東京都多摩市和田60-1,,042-374-3098,,外部リンク,http://kodama-kai.org/,
施設マップ,子育て・教育,保育所,178,私立ゆりのき保育園,35.6216338,139.4483238,〒206-0025,東京都多摩市永山4-6,,042-374-3152,,外部リンク,http://yurinoki-hoikuen.com/,
施設マップ,子育て・教育,保育所,179,私立こばと第一保育園,35.62409256,139.4580369,〒206-0024,東京都多摩市諏訪4-7,,042-374-3385,042-375-3688,外部リンク,http://www.kobato-daiichi.ed.jp/,
施設マップ,子育て・教育,保育所,180,私立みさと保育所,35.63519882,139.4372137,〒206-0041,東京都多摩市愛宕2-53,,042-375-0727,042-338-9696,外部リンク,http://misatohoiku.org/,
施設マップ,子育て・教育,保育所,181,私立バオバブ保育園,35.652341,139.4415178,〒206-0002,東京都多摩市一ノ宮1-20-3,,042-375-4640,042-375-4644,外部リンク,http://baobabcc.jp/,
施設マップ,子育て・教育,保育所,182,私立こぐま保育園,35.6260915,139.4459489,〒206-0025,東京都多摩市永山3-5,,042-375-4677,042-375-2299,外部リンク,http://www.koguma.or.jp/,
施設マップ,子育て・教育,保育所,183,私立みどりの保育園,35.6425483,139.4569002,〒206-0021,東京都多摩市連光寺3-57-2,,042-375-0117,042-375-7722,外部リンク,http://midorinohoikuen.kids.coocan.jp/,
施設マップ,子育て・教育,保育所,184,私立やまと保育園,35.645586,139.4315689,〒206-0001,東京都多摩市和田1534,,042-373-5039,042-339-0848,外部リンク,http://www.yamatohoikuen.jp/,
施設マップ,子育て・教育,保育所,185,私立ピオニイ第二保育園,35.615199,139.4351705,〒206-0031,東京都多摩市豊ヶ丘4-8,,042-372-1222,,外部リンク,https://peony2hoikuen.jimdo.com/,
施設マップ,子育て・教育,保育所,186,私立かおり保育園,35.61527309,139.4301774,〒206-0033,東京都多摩市落合4-15,,042-376-5311,042-337-5733,外部リンク,http://www.m-caritas.jp/kaori/index.html,
施設マップ,子育て・教育,保育所,187,私立かしのき保育園,35.63126944,139.4499263,〒206-0024,東京都多摩市諏訪1-64,,042-372-3475,042-372-3486,外部リンク,http://www.kashinoki-hoikuen.org/,
施設マップ,子育て・教育,保育所,188,私立こころ保育園,35.61128045,139.4239607,〒206-0034,東京都多摩市鶴牧5-5,,042-374-5115,,外部リンク,http://junshinkai.ed.jp/,
施設マップ,子育て・教育,保育所,189,私立バオバブちいさな家保育園,35.6498553,139.4432372,〒206-0002,東京都多摩市一ノ宮3-9-1,,042-375-4701,042-374-5473,外部リンク,http://baobabcc.jp/chiisanaie/,
施設マップ,子育て・教育,保育所,190,私立りすのき保育園,35.6147612,139.4091998,〒206-0035,東京都多摩市唐木田1-8-2,,042-357-0711,042-357-0722,外部リンク,http://www.risunokihoikuen.com/,
施設マップ,子育て・教育,保育所,191,私立あおぞら保育園,35.6263326,139.4266756,〒206-0033,東京都多摩市落合1-5-16,,042-375-1330,042-401-3281,外部リンク,http://www.aozora-hoikuen.com/,
施設マップ,子育て・教育,保育所,192,私立丘の上アンジュ保育園,35.6187839,139.4212336,〒206-0034,東京都多摩市鶴牧3-2　Brillia多摩センター2階,,042-338-5830,042-338-5831,外部リンク,http://junshinkai.ed.jp/ange/map.html,
施設マップ,子育て・教育,保育所,193,私立おだ学園保育園（おだ認定こども園）,35.6140118,139.4249762,〒206-0033,東京都多摩市落合5-7-2,,042-357-8100,042-376-0212,外部リンク,http://www.odakids.com/,
施設マップ,子育て・教育,保育所,194,私立のびのびっこ保育園,35.6350072,139.4494205,〒206-0024,東京都多摩市諏訪1-1-6,,042-319-3431,042-339-0511,外部リンク,http://www.ans.co.jp/n/nobinobikko/,
施設マップ,子育て・教育,保育所,195,私立あすのき保育園,35.6256668,139.4525567,〒206-0024,東京都多摩市諏訪2-2-B-001,,042-400-0360,,外部リンク,http://www.asunokihoikuen.com/,
施設マップ,子育て・教育,保育所,1021,私立あおぞらぱれっと保育園,35.6260428,139.4296218,〒206-0033,東京都多摩市落合1-15-1,,042-400-7020,042-400-7030,外部リンク,http://www.aozora-hoikuen.com/pallet/pallet-top.html,
施設マップ,子育て・教育,保育所,1022,私立おだ学園保育園,35.6284129,139.4487013,〒206-0025,東京都多摩市永山1-5　ベルブ永山209号,,042-357-8100,,外部リンク,https://nagayama.odakids.com/outline,
施設マップ,子育て・教育,保育所,1023,私立やまとさくら保育園,35.6491512,139.4500773,〒206-0011,東京都多摩市関戸4-18-2,,042-401-8826,,外部リンク,https://yamatokai-tokyo.or.jp/yamatosakura-nursery/,
施設マップ,子育て・教育,保育所,1024,私立関戸みどりの保育園,35.6508454,139.4493364,〒206-0011,東京都多摩市関戸2-24-27 三ツ木聖蹟桜ヶ丘ビル2階,,042-400-6330,,外部リンク,http://sekidomidorino.kids.coocan.jp/,
施設マップ,子育て・教育,子育て支援,197,多摩市立子ども家庭支援センター,35.6277686,139.429842,〒206-0031,東京都多摩市豊ヶ丘1-21-3,,042-355-3833,,,,
施設マップ,子育て・教育,子育て支援,198,多摩市立教育センター,35.62347072,139.4545255,〒206-0024,東京都多摩市諏訪5-1,かけはし（諏訪複合教育施設）内,042-372-1010,042-372-1074,,,
施設マップ,子育て・教育,子育て支援,199,ウィズチャイルド　さくらがおか幼保園,35.65142422,139.4459699,〒206-0011,東京都多摩市関戸1-1-5　ザ・スクエアE-5,,042-376-3541,,外部リンク,https://www.with-jamp.com/,
施設マップ,子育て・教育,子育て支援,200,ウィズチャイルド　さくらがおかみなみ園,35.6487055,139.4462148,〒206-0003,東京都多摩市東寺方1-2-11,,042-357-0373,,外部リンク,https://www.with-jamp.com/,
施設マップ,子育て・教育,子育て支援,201,ウィズチャイルド　さくらがおかこども園,35.6537688,139.4456535,〒206-0002,東京都多摩市一ノ宮2-1-2,,042-400-7872,,外部リンク,https://www.with-jamp.com/,
施設マップ,子育て・教育,子育て支援,202,永山駅前こどもの家,35.6292187,139.4483931,〒206-0025,東京都多摩市永山1-4　グリナード永山4階,,042-376-5588,,外部リンク,http://www.lifecareservice.co.jp/,
施設マップ,子育て・教育,子育て支援,203,多摩センターこどもの家,35.6218491,139.423251,〒206-0033,東京都多摩市落合1-47,ニューシティ多摩センタービル2階,042-373-7773,,外部リンク,http://www.lifecareservice.co.jp/,
施設マップ,子育て・教育,子育て支援,204,キッズガーデンかわせみ,35.64799671,139.4591089,〒206-0021,東京都多摩市連光寺1-1-1,,042-319-6300,,外部リンク,http://www.swfsakura.or.jp/kawasemi/hoiku/,
施設マップ,子育て・教育,子育て支援,205,みらい保育園,35.6302681,139.4384588,〒206-0031,東京都多摩市豊ヶ丘1-1-4,フラワーマンションコヤタ2,042-373-7115,,外部リンク,http://miraihoikuen.com/,
施設マップ,子育て・教育,子育て支援,206,多摩センターエンゼルホーム,35.6184517,139.4236083,〒206-0033,東京都多摩市落合2-32,オーベルグランディオ多摩中央公園1階,042-310-0900,042-656-8334,外部リンク,http://www.childtime.co.jp/shisetu-tama.html,
施設マップ,子育て・教育,子育て支援,207,キッズサポート多摩めぐみクラブ,35.62169,139.4208292,〒206-0034,東京都多摩市鶴牧1-25-2,ヴィークステージ多摩センター2階,042-319-6771,042-319-6772,外部リンク,http://www.k-megumi.co.jp/,
施設マップ,子育て・教育,児童館,208,一ノ宮児童館,35.652941,139.4427843,〒206-0002,東京都多摩市一ノ宮1-18-7,,042-375-4643,,,,
施設マップ,子育て・教育,児童館,209,永山児童館,35.62556759,139.4457605,〒206-0025,東京都多摩市永山3-6,,042-373-0991,,,,
施設マップ,子育て・教育,児童館,210,愛宕児童館,35.6346956,139.4325054,〒206-0041,東京都多摩市愛宕1-65-3,,042-373-7677,,,,
施設マップ,子育て・教育,児童館,211,連光寺児童館,35.6427455,139.4568308,〒206-0021,東京都多摩市連光寺3-57-1,,042-338-5881,,,,
施設マップ,子育て・教育,児童館,212,豊ヶ丘児童館,35.61453298,139.4345641,〒206-0031,東京都多摩市豊ヶ丘5-6,,042-338-5882,,,,
施設マップ,子育て・教育,児童館,213,東寺方児童館,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,042-338-5883,,,,
施設マップ,子育て・教育,児童館,214,諏訪児童館,35.62532897,139.4514647,〒206-0024,東京都多摩市諏訪2-8,,042-375-0991,,,,
施設マップ,子育て・教育,児童館,215,桜ヶ丘児童館,35.6399343,139.4465012,〒206-0013,東京都多摩市桜ヶ丘1-17-7,,042-338-7122,,,,
施設マップ,子育て・教育,児童館,216,落合児童館,35.6122799,139.4256735,〒206-0033,東京都多摩市落合6-5,,042-371-5955,,,,
施設マップ,子育て・教育,児童館,217,唐木田児童館,35.61543782,139.4132739,〒206-0034,東京都多摩市鶴牧6-14,,042-338-2277,,,,
施設マップ,子育て・教育,学童クラブ,218,東寺方小学童クラブ（第一・第二・第三）,35.64688862,139.4397194,〒206-0003,東京都多摩市東寺方100（東寺方小学校内）,,042-372-7979,,,,
施設マップ,子育て・教育,学童クラブ,219,第一小学童クラブ（第一・第二）,35.65013967,139.4570684,〒206-0011,東京都多摩市関戸3-2-23（第一小学校内）,,042-375-7200,,,,
施設マップ,子育て・教育,学童クラブ,220,第一小学童クラブ（第三）,35.649711,139.45695,〒206-0011,東京都多摩市関戸3-19-1（多摩中学校内）,,042-339-0344,,,,
施設マップ,子育て・教育,学童クラブ,221,永山学童クラブ,35.6255194,139.4459017,〒206-0025,東京都多摩市永山3-6,,042-372-7980,,,,
施設マップ,子育て・教育,学童クラブ,222,永山第二学童クラブ,35.61825517,139.4470089,〒206-0025,東京都多摩市永山5-18,,042-371-4921,,,,
施設マップ,子育て・教育,学童クラブ,223,永山小学童クラブ,35.62783232,139.4454572,〒206-0025,東京都多摩市永山2-8-1（永山小学校内）,,042-376-7273,,,,
施設マップ,子育て・教育,学童クラブ,224,愛和小学童クラブ,35.63507213,139.4332611,〒206-0041,東京都多摩市愛宕1-54（愛和小学校内）,,042-372-7981,,,,
施設マップ,子育て・教育,学童クラブ,225,愛宕南学童クラブ,35.63185989,139.4315933,〒206-0041,東京都多摩市愛宕3-5,,042-372-1667,,,,
施設マップ,子育て・教育,学童クラブ,226,連光寺学童クラブ,35.6427455,139.4568308,〒206-0021,東京都多摩市連光寺3-57-1,,042-372-7982,,,,
施設マップ,子育て・教育,学童クラブ,1018,貝取小学童クラブ,35.61727,139.4408902,〒206-0012,東京都多摩市貝取3-9（貝取小学校内）,,042-372-7983,,,,
施設マップ,子育て・教育,学童クラブ,227,聖ケ丘学童クラブ,35.6310748,139.4581144,〒206-0022,東京都多摩市聖ヶ丘2-21-1,,042-371-8981,,,,
施設マップ,子育て・教育,学童クラブ,1019,東落合小学童クラブ,35.6179371,139.4305523,〒206-0033,東京都多摩市落合3-24（東落合小学校内）,,042-372-3444,,,,
施設マップ,子育て・教育,学童クラブ,229,貝取学童クラブ,35.6240971,139.4383191,〒206-0012,東京都多摩市貝取1-44-1,,042-374-2551,,,,
施設マップ,子育て・教育,学童クラブ,230,第二小学童クラブ（第一・第二）,35.64473202,139.4326593,〒206-0001,東京都多摩市和田75（第二小学校内）,,042-375-9955,,,,
