単独・本所・支所の別階層,単独・本所・支所の別コード,単独・本所・支所の別,産業分類階層,大分類,中分類,産業分類名,従業者規模階層,従業者規模コード,従業者規模,民営事業所／総数／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／個人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／総数／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／総数／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合同会社／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／外国の会社／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社以外の法人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人でない団体／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）
0,0,総数,2,A,02,林業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,A,02,林業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,A,02,林業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,A,02,林業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,0,0,総数,18,14,2,1,-,1,-,-,-,-,-,-,-,-,18,14,2,1,-,1,-,15,12,1,1,-,1,-,15,12,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,1,1～4人,9,8,-,1,-,-,-,-,-,-,-,-,-,-,9,8,-,1,-,-,-,8,7,-,1,-,-,-,8,7,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,2,5～9人,4,2,2,-,-,-,-,-,-,-,-,-,-,-,4,2,2,-,-,-,-,3,2,1,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,3,10～29人,5,4,-,-,-,1,-,-,-,-,-,-,-,-,5,4,-,-,-,1,-,4,3,-,-,-,1,-,4,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,4,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,B,00,漁業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,0,0,総数,10,8,1,-,-,1,-,-,-,-,-,-,-,-,10,8,1,-,-,1,-,10,8,1,-,-,1,-,10,8,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,1,1～4人,4,4,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,2,5～9人,3,2,1,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,3,2,1,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,3,10～29人,3,2,-,-,-,1,-,-,-,-,-,-,-,-,3,2,-,-,-,1,-,3,2,-,-,-,1,-,3,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,4,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,03,漁業（水産養殖業を除く）,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,0,0,総数,8,6,1,1,-,-,-,-,-,-,-,-,-,-,8,6,1,1,-,-,-,5,4,-,1,-,-,-,5,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,1,1～4人,5,4,-,1,-,-,-,-,-,-,-,-,-,-,5,4,-,1,-,-,-,4,3,-,1,-,-,-,4,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,2,5～9人,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,3,10～29人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,4,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,B,04,水産養殖業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,0,0,総数,653315,618032,23489,5071,4319,985,1419,181929,180874,921,108,23,2,1,468863,434996,22268,4930,4272,981,1416,431198,401850,19019,4293,3828,879,1329,426433,397309,18859,4261,3811,873,1320,1948,1930,13,2,-,1,2,1971,1890,50,14,9,3,5,846,721,97,16,8,2,2,37665,33146,3249,637,444,102,87,2523,2162,300,33,24,2,2
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,1,1～4人,356352,350334,4966,590,372,44,46,154509,153899,558,46,5,1,-,200083,194814,4287,536,357,43,46,187395,182793,3722,469,333,35,43,184673,180114,3684,465,333,34,43,1302,1296,5,-,-,1,-,1081,1069,8,4,-,-,-,339,314,25,-,-,-,-,12688,12021,565,67,24,8,3,1760,1621,121,8,10,-,-
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,2,5～9人,134943,130037,3974,591,267,36,38,21242,20990,219,31,2,-,-,113366,108755,3725,549,263,36,38,104779,100721,3279,478,234,31,36,103940,99908,3256,476,233,31,36,310,306,4,-,-,-,-,341,334,6,1,-,-,-,188,173,13,1,1,-,-,8587,8034,446,71,29,5,2,335,292,30,11,2,-,-
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,3,10～29人,110788,101787,6826,1171,805,110,89,5869,5736,98,24,10,-,1,104682,95839,6714,1142,792,108,87,94780,87178,5721,994,715,92,80,93925,86373,5684,986,712,91,79,297,294,2,-,-,-,1,345,339,5,-,-,1,-,213,172,30,8,3,-,-,9902,8661,993,148,77,16,7,237,212,14,5,3,2,1
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,4,30～49人,22198,18561,2299,647,503,115,73,215,194,15,2,3,1,-,21955,18343,2282,644,499,114,73,19457,16285,1965,577,452,109,69,19326,16177,1951,571,451,109,67,27,26,1,-,-,-,-,59,50,4,2,1,-,2,45,32,9,4,-,-,-,2498,2058,317,67,47,5,4,28,24,2,1,1,-,-
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,5,50～99人,14286,10519,1831,839,767,152,178,47,35,8,2,2,-,-,14224,10472,1823,837,763,152,177,12331,9059,1576,716,676,136,168,12239,8985,1565,714,672,136,167,6,5,-,1,-,-,-,57,51,3,-,3,-,-,29,18,8,1,1,-,1,1893,1413,247,121,87,16,9,15,12,-,-,2,-,1
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,6,100～299人,8529,5339,1071,603,917,275,324,23,17,3,2,1,-,-,8505,5321,1068,601,916,275,324,7366,4563,883,527,838,250,305,7300,4509,881,523,835,248,304,3,3,-,-,-,-,-,47,41,1,2,1,1,1,16,10,1,2,2,1,-,1139,758,185,74,78,25,19,1,1,-,-,-,-,-
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,7,300人以上,3043,1455,206,188,389,191,614,4,3,1,-,-,-,-,3039,1452,205,188,389,191,614,2635,1251,165,154,324,166,575,2620,1243,164,154,323,164,572,1,-,-,-,-,-,1,11,6,1,-,1,1,2,3,2,-,-,-,1,-,404,201,40,34,65,25,39,-,-,-,-,-,-,-
0,0,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1,8,出向・派遣従業者のみ,3176,-,2316,442,299,62,57,20,-,19,1,-,-,-,3009,-,2164,433,293,62,57,2455,-,1708,378,256,60,53,2410,-,1674,372,252,60,52,2,-,1,1,-,-,-,30,-,22,5,3,-,-,13,-,11,-,1,-,1,554,-,456,55,37,2,4,147,-,133,8,6,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,0,0,総数,101,80,13,3,5,-,-,1,-,1,-,-,-,-,100,80,12,3,5,-,-,100,80,12,3,5,-,-,99,79,12,3,5,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,1,1～4人,54,51,3,-,-,-,-,-,-,-,-,-,-,-,54,51,3,-,-,-,-,54,51,3,-,-,-,-,53,50,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,2,5～9人,20,18,2,-,-,-,-,1,-,1,-,-,-,-,19,18,1,-,-,-,-,19,18,1,-,-,-,-,19,18,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,3,10～29人,15,9,3,2,1,-,-,-,-,-,-,-,-,-,15,9,3,2,1,-,-,15,9,3,2,1,-,-,15,9,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,4,30～49人,3,1,1,1,-,-,-,-,-,-,-,-,-,-,3,1,1,1,-,-,-,3,1,1,1,-,-,-,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,6,100～299人,2,1,-,-,1,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,2,1,-,-,1,-,-,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,7,300人以上,2,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,2,-,-,-,2,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,C,00,鉱業，採石業，砂利採取業,1,8,出向・派遣従業者のみ,5,-,4,-,1,-,-,-,-,-,-,-,-,-,5,-,4,-,1,-,-,5,-,4,-,1,-,-,5,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,0,0,総数,101,80,13,3,5,-,-,1,-,1,-,-,-,-,100,80,12,3,5,-,-,100,80,12,3,5,-,-,99,79,12,3,5,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,1,1～4人,54,51,3,-,-,-,-,-,-,-,-,-,-,-,54,51,3,-,-,-,-,54,51,3,-,-,-,-,53,50,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,2,5～9人,20,18,2,-,-,-,-,1,-,1,-,-,-,-,19,18,1,-,-,-,-,19,18,1,-,-,-,-,19,18,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,3,10～29人,15,9,3,2,1,-,-,-,-,-,-,-,-,-,15,9,3,2,1,-,-,15,9,3,2,1,-,-,15,9,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,4,30～49人,3,1,1,1,-,-,-,-,-,-,-,-,-,-,3,1,1,1,-,-,-,3,1,1,1,-,-,-,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,6,100～299人,2,1,-,-,1,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,2,1,-,-,1,-,-,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,7,300人以上,2,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,2,-,-,-,2,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,2,C,05,鉱業，採石業，砂利採取業,1,8,出向・派遣従業者のみ,5,-,4,-,1,-,-,-,-,-,-,-,-,-,5,-,4,-,1,-,-,5,-,4,-,1,-,-,5,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,総数,1,D,00,建設業,0,0,総数,42340,40585,1146,292,203,46,68,6279,6235,42,2,-,-,-,36056,34345,1104,290,203,46,68,36007,34304,1099,289,201,46,68,35930,34227,1099,289,201,46,68,46,46,-,-,-,-,-,27,27,-,-,-,-,-,4,4,-,-,-,-,-,49,41,5,1,2,-,-,5,5,-,-,-,-,-
