産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
4,A,02,021,000,育林業,9,93,（再掲）資本金1億円以下,6,10,-,-,1,1,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
4,A,02,021,000,育林業,9,94,（再掲）資本金3億円以下,6,10,-,-,1,1,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
4,A,02,022,000,素材生産業,0,00,総数（資本金階級）,2,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,A,02,022,000,素材生産業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,06,資本金5000万～1億円未満,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,A,02,022,000,素材生産業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,9,91,（再掲）資本金1000万円以下,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,022,000,素材生産業,9,92,（再掲）資本金5000万円以下,2,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,A,02,022,000,素材生産業,9,93,（再掲）資本金1億円以下,2,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,A,02,022,000,素材生産業,9,94,（再掲）資本金3億円以下,2,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,0,00,総数（資本金階級）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,9,92,（再掲）資本金5000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,9,93,（再掲）資本金1億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,9,94,（再掲）資本金3億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,0,00,総数（資本金階級）,11,20,-,-,-,-,3,10,-,-,-,-,1,2,-,-,3,3,1,1,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,01,資本金300万円未満,3,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,02,資本金300万～500万円未満,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,1,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,03,資本金500万～1000万円未満,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,06,資本金5000万～1億円未満,1,8,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,9,91,（再掲）資本金1000万円以下,7,8,-,-,-,-,1,1,-,-,-,-,1,2,-,-,3,3,1,1,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,9,92,（再掲）資本金5000万円以下,9,17,-,-,-,-,3,10,-,-,-,-,1,2,-,-,3,3,1,1,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,9,93,（再掲）資本金1億円以下,9,17,-,-,-,-,3,10,-,-,-,-,1,2,-,-,3,3,1,1,-,-,-,-,-,-
4,A,02,024,000,林業サービス業,9,94,（再掲）資本金3億円以下,9,17,-,-,-,-,3,10,-,-,-,-,1,2,-,-,3,3,1,1,-,-,-,-,-,-
4,A,02,029,000,その他の林業,0,00,総数（資本金階級）,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,9,91,（再掲）資本金1000万円以下,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,9,92,（再掲）資本金5000万円以下,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,9,93,（再掲）資本金1億円以下,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,029,000,その他の林業,9,94,（再掲）資本金3億円以下,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,0,00,総数（資本金階級）,14,20,-,-,-,-,4,4,1,1,-,-,-,-,1,1,1,1,1,1,1,1,-,-,2,2
2,B,00,000,000,漁業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,02,資本金300万～500万円未満,3,3,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,03,資本金500万～1000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,04,資本金1000万～3000万円未満,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,2,2
2,B,00,000,000,漁業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,06,資本金5000万～1億円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
2,B,00,000,000,漁業,1,07,資本金1億～3億円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,00,000,000,漁業,9,91,（再掲）資本金1000万円以下,7,7,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
2,B,00,000,000,漁業,9,92,（再掲）資本金5000万円以下,9,9,-,-,-,-,3,3,1,1,-,-,-,-,1,1,1,1,1,1,1,1,-,-,2,2
2,B,00,000,000,漁業,9,93,（再掲）資本金1億円以下,9,9,-,-,-,-,3,3,1,1,-,-,-,-,1,1,1,1,1,1,1,1,-,-,2,2
2,B,00,000,000,漁業,9,94,（再掲）資本金3億円以下,10,10,-,-,-,-,4,4,1,1,-,-,-,-,1,1,1,1,1,1,1,1,-,-,2,2
3,B,03,000,000,漁業（水産養殖業を除く）,0,00,総数（資本金階級）,9,10,-,-,-,-,4,4,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
3,B,03,000,000,漁業（水産養殖業を除く）,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,02,資本金300万～500万円未満,3,3,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,03,資本金500万～1000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,04,資本金1000万～3000万円未満,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1
3,B,03,000,000,漁業（水産養殖業を除く）,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,07,資本金1億～3億円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,9,91,（再掲）資本金1000万円以下,6,6,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-
3,B,03,000,000,漁業（水産養殖業を除く）,9,92,（再掲）資本金5000万円以下,7,7,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
3,B,03,000,000,漁業（水産養殖業を除く）,9,93,（再掲）資本金1億円以下,7,7,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
3,B,03,000,000,漁業（水産養殖業を除く）,9,94,（再掲）資本金3億円以下,8,8,-,-,-,-,4,4,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
4,B,03,031,000,海面漁業,0,00,総数（資本金階級）,9,10,-,-,-,-,4,4,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
4,B,03,031,000,海面漁業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,02,資本金300万～500万円未満,3,3,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,03,資本金500万～1000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,04,資本金1000万～3000万円未満,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1
4,B,03,031,000,海面漁業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,07,資本金1億～3億円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,031,000,海面漁業,9,91,（再掲）資本金1000万円以下,6,6,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-
4,B,03,031,000,海面漁業,9,92,（再掲）資本金5000万円以下,7,7,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
4,B,03,031,000,海面漁業,9,93,（再掲）資本金1億円以下,7,7,-,-,-,-,3,3,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
4,B,03,031,000,海面漁業,9,94,（再掲）資本金3億円以下,8,8,-,-,-,-,4,4,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,1,1
4,B,03,032,000,内水面漁業,0,00,総数（資本金階級）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,9,92,（再掲）資本金5000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,9,93,（再掲）資本金1億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,03,032,000,内水面漁業,9,94,（再掲）資本金3億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,0,00,総数（資本金階級）,5,10,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
3,B,04,000,000,水産養殖業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
3,B,04,000,000,水産養殖業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,06,資本金5000万～1億円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
3,B,04,000,000,水産養殖業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,000,000,水産養殖業,9,91,（再掲）資本金1000万円以下,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
3,B,04,000,000,水産養殖業,9,92,（再掲）資本金5000万円以下,2,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
3,B,04,000,000,水産養殖業,9,93,（再掲）資本金1億円以下,2,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
3,B,04,000,000,水産養殖業,9,94,（再掲）資本金3億円以下,2,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
4,B,04,041,000,海面養殖業,0,00,総数（資本金階級）,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,9,92,（再掲）資本金5000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,9,93,（再掲）資本金1億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,041,000,海面養殖業,9,94,（再掲）資本金3億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,042,000,内水面養殖業,0,00,総数（資本金階級）,3,4,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
4,B,04,042,000,内水面養殖業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,B,04,042,000,内水面養殖業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
