産業分類階層,大分類,中分類,小分類,分類名,総数／総数／企業等数（企業等）,総数／総数／事業所数（事業所）,総数／総数／企業従業者数（人）,総数／単一事業所企業／企業等数（企業等）,総数／単一事業所企業／事業所数（事業所）,総数／単一事業所企業／企業従業者数（人）,総数／複数事業所企業／企業等数（企業等）,総数／複数事業所企業／事業所数（事業所）,総数／複数事業所企業／企業従業者数（人）,個人経営／総数／企業等数（企業等）,個人経営／総数／事業所数（事業所）,個人経営／総数／企業従業者数（人）,個人経営／単一事業所企業／企業等数（企業等）,個人経営／単一事業所企業／事業所数（事業所）,個人経営／単一事業所企業／企業従業者数（人）,個人経営／複数事業所企業／企業等数（企業等）,個人経営／複数事業所企業／事業所数（事業所）,個人経営／複数事業所企業／企業従業者数（人）,会社企業／総数／企業等数（企業等）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／単一事業所企業／企業等数（企業等）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業等数（企業等）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／総数／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／総数／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／総数／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／総数／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／総数／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／総数／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／総数／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／総数／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／総数／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／総数／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／総数／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／総数／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／総数／企業等数（企業等）,会社企業／資本金階級／50億円以上／総数／事業所数（事業所）,会社企業／資本金階級／50億円以上／総数／企業従業者数（人）,会社企業／資本金階級／50億円以上／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／複数事業所企業／企業従業者数（人）,会社以外の法人／総数／企業等数（企業等）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／単一事業所企業／企業等数（企業等）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／企業等数（企業等）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）
3,E,28,285,ユニット部品製造業,56,151,3925,36,36,284,20,115,3641,6,6,8,6,6,8,-,-,-,50,145,3917,30,30,276,20,115,3641,1,3,121,-,-,-,1,3,121,10,11,48,9,9,38,1,2,10,2,2,8,2,2,8,-,-,-,17,21,232,13,13,119,4,8,113,7,13,344,3,3,45,4,10,299,2,3,81,1,1,24,1,2,57,3,35,952,-,-,-,3,35,952,2,5,199,1,1,40,1,4,159,3,30,1079,-,-,-,3,30,1079,1,18,732,-,-,-,1,18,732,-,-,-,-,-,-,-,-,-
3,E,28,289,その他の電子部品・デバイス・電子回路製造業,429,589,15004,344,344,2460,85,245,12544,53,54,136,52,52,126,1,2,10,376,535,14868,292,292,2334,84,243,12534,1,1,5,1,1,5,-,-,-,98,102,449,94,94,409,4,8,40,43,43,198,42,42,196,1,1,2,152,187,1818,121,121,1037,31,66,781,20,36,1047,11,11,222,9,25,825,24,40,1420,12,12,288,12,28,1132,9,24,562,5,5,109,4,19,453,8,30,1148,2,2,56,6,28,1092,4,28,4105,-,-,-,4,28,4105,3,19,3620,-,-,-,3,19,3620,-,-,-,-,-,-,-,-,-
2,E,29,000,電気機械器具製造業,2076,3966,209795,1583,1583,12872,493,2383,196923,237,239,544,235,235,531,2,4,13,1839,3727,209251,1348,1348,12341,491,2379,196910,36,40,248,31,31,125,5,9,123,419,438,1759,400,400,1617,19,38,142,111,122,640,98,98,479,13,24,161,850,1056,11263,685,685,6223,165,371,5040,135,295,7055,65,65,1618,70,230,5437,119,348,14965,39,39,1672,80,309,13293,44,173,6360,7,7,181,37,166,6179,26,125,7439,3,3,201,23,122,7238,20,256,10498,1,1,76,19,255,10422,27,777,147722,1,1,16,26,776,147706,-,-,-,-,-,-,-,-,-
3,E,29,291,発電用・送電用・配電用電気機械器具製造業,770,1422,90014,599,599,5378,171,823,84636,98,98,233,98,98,233,-,-,-,672,1324,89781,501,501,5145,171,823,84636,13,15,150,11,11,55,2,4,95,160,166,666,153,153,631,7,13,35,41,46,196,36,36,160,5,10,36,307,364,4106,260,260,2350,47,104,1756,50,100,2873,22,22,923,28,78,1950,46,127,4320,11,11,949,35,116,3371,17,69,2278,2,2,61,15,67,2217,10,62,3986,-,-,-,10,62,3986,7,114,3801,-,-,-,7,114,3801,8,236,66921,-,-,-,8,236,66921,-,-,-,-,-,-,-,-,-
3,E,29,292,産業用電気機械器具製造業,218,489,60816,169,169,1461,49,320,59355,22,22,54,22,22,54,-,-,-,196,467,60762,147,147,1407,49,320,59355,5,6,49,3,3,26,2,3,23,50,50,244,50,50,244,-,-,-,12,14,67,10,10,55,2,4,12,93,120,1581,75,75,903,18,45,678,15,28,532,5,5,70,10,23,462,6,25,5206,2,2,59,4,23,5147,6,19,735,1,1,31,5,18,704,-,-,-,-,-,-,-,-,-,1,6,301,-,-,-,1,6,301,4,192,51962,-,-,-,4,192,51962,-,-,-,-,-,-,-,-,-
3,E,29,293,民生用電気機械器具製造業,145,273,12214,101,101,823,44,172,11391,10,10,26,10,10,26,-,-,-,135,263,12188,91,91,797,44,172,11391,3,3,5,3,3,5,-,-,-,22,22,97,22,22,97,-,-,-,11,12,43,10,10,39,1,2,4,68,92,818,49,49,380,19,43,438,9,24,486,3,3,46,6,21,440,9,20,754,3,3,136,6,17,618,3,15,144,-,-,-,3,15,144,3,14,1906,1,1,94,2,13,1812,1,9,234,-,-,-,1,9,234,2,44,7608,-,-,-,2,44,7608,-,-,-,-,-,-,-,-,-
3,E,29,294,電球・電気照明器具製造業,264,493,10695,206,206,1283,58,287,9412,44,44,79,44,44,79,-,-,-,220,449,10616,162,162,1204,58,287,9412,6,7,17,5,5,12,1,2,5,50,52,234,48,48,186,2,4,48,19,20,121,18,18,111,1,2,10,97,132,1468,70,70,561,27,62,907,17,24,544,13,13,221,4,11,323,14,47,938,5,5,28,9,42,910,3,8,64,1,1,11,2,7,53,-,-,-,-,-,-,-,-,-,2,47,1294,-,-,-,2,47,1294,3,96,5774,-,-,-,3,96,5774,-,-,-,-,-,-,-,-,-
3,E,29,295,電池製造業,20,50,3623,13,13,64,7,37,3559,1,1,2,1,1,2,-,-,-,19,49,3621,12,12,62,7,37,3559,1,1,1,1,1,1,-,-,-,1,1,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,8,8,40,8,8,40,-,-,-,1,1,3,1,1,3,-,-,-,2,2,19,1,1,14,1,1,5,-,-,-,-,-,-,-,-,-,2,4,33,-,-,-,2,4,33,3,23,2503,-,-,-,3,23,2503,1,9,1018,-,-,-,1,9,1018,-,-,-,-,-,-,-,-,-
3,E,29,296,電子応用装置製造業,275,559,12982,206,206,1795,69,353,11187,22,23,47,21,21,41,1,2,6,253,536,12935,185,185,1754,68,351,11181,2,2,3,2,2,3,-,-,-,56,60,220,51,51,197,5,9,23,13,15,149,10,10,53,3,5,96,123,155,1529,100,100,909,23,55,620,20,52,1365,12,12,194,8,40,1171,15,34,1325,4,4,231,11,30,1094,10,38,2261,2,2,53,8,36,2208,3,5,189,2,2,107,1,3,82,-,-,-,-,-,-,-,-,-,3,159,5742,-,-,-,3,159,5742,-,-,-,-,-,-,-,-,-
3,E,29,297,電気計測器製造業,288,532,15942,221,221,1696,67,311,14246,32,33,84,31,31,77,1,2,7,256,499,15858,190,190,1619,66,309,14239,4,4,9,4,4,9,-,-,-,60,66,221,56,56,193,4,10,28,7,7,30,7,7,30,-,-,-,121,142,1397,101,101,922,20,41,475,20,55,1081,9,9,161,11,46,920,21,74,2000,10,10,202,11,64,1798,3,14,237,1,1,25,2,13,212,7,39,1307,-,-,-,7,39,1307,5,55,2165,1,1,76,4,54,2089,4,33,7281,-,-,-,4,33,7281,-,-,-,-,-,-,-,-,-
3,E,29,299,その他の電気機械器具製造業,96,148,3509,68,68,372,28,80,3137,8,8,19,8,8,19,-,-,-,88,140,3490,60,60,353,28,80,3137,2,2,14,2,2,14,-,-,-,20,21,73,19,19,65,1,2,8,8,8,34,7,7,31,1,1,3,33,43,324,22,22,158,11,21,166,3,11,171,-,-,-,3,11,171,6,19,403,3,3,53,3,16,350,2,10,641,-,-,-,2,10,641,1,1,18,-,-,-,1,1,18,1,2,200,-,-,-,1,2,200,2,8,1416,1,1,16,1,7,1400,-,-,-,-,-,-,-,-,-
2,E,30,000,情報通信機械器具製造業,552,1527,121486,361,361,3545,191,1166,117941,38,38,89,38,38,89,-,-,-,514,1489,121397,323,323,3456,191,1166,117941,13,13,61,13,13,61,-,-,-,72,77,330,68,68,291,4,9,39,30,31,132,29,29,130,1,2,2,203,270,3433,152,152,1662,51,118,1771,35,148,25784,16,16,389,19,132,25395,59,131,3307,26,26,637,33,105,2670,33,128,8083,9,9,227,24,119,7856,11,68,3258,1,1,13,10,67,3245,12,180,9322,-,-,-,12,180,9322,16,373,66661,-,-,-,16,373,66661,-,-,-,-,-,-,-,-,-
3,E,30,301,通信機械器具・同関連機械器具製造業,225,739,65018,132,132,1534,93,607,63484,12,12,26,12,12,26,-,-,-,213,727,64992,120,120,1508,93,607,63484,6,6,18,6,6,18,-,-,-,16,19,69,14,14,55,2,5,14,12,13,55,11,11,53,1,2,2,84,112,1496,60,60,716,24,52,780,16,38,733,7,7,193,9,31,540,33,80,2481,13,13,308,20,67,2173,13,29,5375,4,4,139,9,25,5236,4,41,2188,-,-,-,4,41,2188,6,124,4383,-,-,-,6,124,4383,9,226,47641,-,-,-,9,226,47641,-,-,-,-,-,-,-,-,-
3,E,30,302,映像・音響機械器具製造業,177,308,12246,132,132,1265,45,176,10981,16,16,47,16,16,47,-,-,-,161,292,12199,116,116,1218,45,176,10981,6,6,41,6,6,41,-,-,-,28,29,119,27,27,108,1,2,11,10,10,56,10,10,56,-,-,-,74,95,1151,61,61,667,13,34,484,7,9,147,3,3,89,4,6,58,13,18,434,8,8,255,5,10,179,9,76,2100,-,-,-,9,76,2100,2,4,226,-,-,-,2,4,226,2,13,1103,-,-,-,2,13,1103,2,16,6666,-,-,-,2,16,6666,-,-,-,-,-,-,-,-,-
3,E,30,303,電子計算機・同附属装置製造業,150,480,44222,97,97,746,53,383,43476,10,10,16,10,10,16,-,-,-,140,470,44206,87,87,730,53,383,43476,1,1,2,1,1,2,-,-,-,28,29,142,27,27,128,1,2,14,8,8,21,8,8,21,-,-,-,45,63,786,31,31,279,14,32,507,12,101,24904,6,6,107,6,95,24797,13,33,392,5,5,74,8,28,318,11,23,608,5,5,88,6,18,520,5,23,844,1,1,13,4,22,831,4,43,3836,-,-,-,4,43,3836,5,131,12354,-,-,-,5,131,12354,-,-,-,-,-,-,-,-,-
2,E,31,000,輸送用機械器具製造業,999,1852,172147,724,724,5475,275,1128,166672,160,160,357,160,160,357,-,-,-,837,1690,171767,562,562,5095,275,1128,166672,13,15,164,10,10,47,3,5,117,235,255,1144,215,215,944,20,40,200,74,80,481,66,66,331,8,14,150,333,446,7475,238,238,2703,95,208,4772,44,84,2711,17,17,752,27,67,1959,43,137,4990,8,8,214,35,129,4776,18,98,8746,-,-,-,18,98,8746,16,106,4900,1,1,47,15,105,4853,15,140,11336,-,-,-,15,140,11336,19,280,129118,-,-,-,19,280,129118,2,2,23,2,2,23,-,-,-
3,E,31,311,自動車・同附属品製造業,665,1249,142259,473,473,3360,192,776,138899,120,120,259,120,120,259,-,-,-,544,1128,141983,352,352,3084,192,776,138899,8,10,144,5,5,27,3,5,117,149,165,675,134,134,542,15,31,133,45,49,256,40,40,221,5,9,35,216,291,4647,150,150,1591,66,141,3056,29,52,1874,12,12,556,17,40,1318,33,99,3447,7,7,123,26,92,3324,11,49,1962,-,-,-,11,49,1962,13,96,4528,-,-,-,13,96,4528,8,87,7416,-,-,-,8,87,7416,14,197,116589,-,-,-,14,197,116589,1,1,17,1,1,17,-,-,-
3,E,31,312,鉄道車両・同部分品製造業,82,130,2887,66,66,599,16,64,2288,11,11,36,11,11,36,-,-,-,71,119,2851,55,55,563,16,64,2288,1,1,3,1,1,3,-,-,-,26,26,132,25,25,125,1,1,7,10,11,145,8,8,37,2,3,108,27,40,1113,20,20,376,7,20,737,2,8,116,-,-,-,2,8,116,1,13,753,-,-,-,1,13,753,2,13,180,-,-,-,2,13,180,-,-,-,-,-,-,-,-,-,1,6,387,-,-,-,1,6,387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,31,313,船舶製造・修理業，舶用機関製造業,70,152,15653,50,50,484,20,102,15169,8,8,17,8,8,17,-,-,-,62,144,15636,42,42,467,20,102,15169,2,2,8,2,2,8,-,-,-,14,14,59,13,13,49,1,1,10,4,4,17,4,4,17,-,-,-,23,27,332,20,20,241,3,7,91,3,6,140,1,1,14,2,5,126,3,5,124,1,1,91,2,4,33,2,11,6043,-,-,-,2,11,6043,2,4,233,1,1,47,1,3,186,4,41,2914,-,-,-,4,41,2914,2,23,5591,-,-,-,2,23,5591,-,-,-,-,-,-,-,-,-
3,E,31,314,航空機・同附属品製造業,75,143,4090,51,51,586,24,92,3504,5,5,9,5,5,9,-,-,-,69,137,4075,45,45,571,24,92,3504,1,1,7,1,1,7,-,-,-,17,20,144,15,15,98,2,5,46,10,10,35,10,10,35,-,-,-,27,42,976,15,15,249,12,27,727,8,12,521,4,4,182,4,8,339,3,10,518,-,-,-,3,10,518,1,20,429,-,-,-,1,20,429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20,1426,-,-,-,1,20,1426,1,1,6,1,1,6,-,-,-
3,E,31,315,産業用運搬車両・同部分品・附属品製造業,31,68,5518,26,26,130,5,42,5388,4,4,8,4,4,8,-,-,-,27,64,5510,22,22,122,5,42,5388,-,-,-,-,-,-,-,-,-,13,13,49,13,13,49,-,-,-,2,2,12,2,2,12,-,-,-,9,10,79,7,7,61,2,3,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,35,5346,-,-,-,1,35,5346,-,-,-,-,-,-,-,-,-
3,E,31,319,その他の輸送用機械器具製造業,76,110,1740,58,58,316,18,52,1424,12,12,28,12,12,28,-,-,-,64,98,1712,46,46,288,18,52,1424,1,1,2,1,1,2,-,-,-,16,17,85,15,15,81,1,2,4,3,4,16,2,2,9,1,2,7,31,36,328,26,26,185,5,10,143,2,6,60,-,-,-,2,6,60,3,10,148,-,-,-,3,10,148,1,3,131,-,-,-,1,3,131,1,6,139,-,-,-,1,6,139,2,6,619,-,-,-,2,6,619,1,5,166,-,-,-,1,5,166,-,-,-,-,-,-,-,-,-
2,E,32,000,その他の製造業,3944,5290,61191,3447,3447,17730,497,1843,43461,1103,1114,2239,1092,1092,2193,11,22,46,2840,4175,58951,2354,2354,15536,486,1821,43415,111,117,443,107,107,403,4,10,40,998,1051,4329,940,940,3809,58,111,520,261,289,1471,240,240,1196,21,49,275,1099,1365,13230,909,909,7325,190,456,5905,98,222,3870,50,50,868,48,172,3002,78,309,5891,34,34,759,44,275,5132,31,196,5694,5,5,160,26,191,5534,17,180,6739,4,4,230,13,176,6509,14,124,8315,1,1,500,13,123,7815,5,107,7306,-,-,-,5,107,7306,1,1,1,1,1,1,-,-,-
3,E,32,321,貴金属・宝石製品製造業,672,800,6190,625,625,2575,47,175,3615,233,234,410,232,232,405,1,2,5,439,566,5780,393,393,2170,46,173,3610,17,17,50,17,17,50,-,-,-,156,166,565,147,147,525,9,19,40,41,42,224,40,40,221,1,2,3,171,185,1359,157,157,1102,14,28,257,16,22,254,10,10,133,6,12,121,7,10,109,6,6,88,1,4,21,5,19,1232,1,1,8,4,18,1224,1,15,792,-,-,-,1,15,792,1,9,548,-,-,-,1,9,548,1,46,463,-,-,-,1,46,463,-,-,-,-,-,-,-,-,-
3,E,32,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,533,664,7724,485,485,1916,48,179,5808,186,186,350,186,186,350,-,-,-,347,478,7374,299,299,1566,48,179,5808,13,16,61,11,11,35,2,5,26,158,167,687,148,148,610,10,19,77,35,47,256,32,32,190,3,15,66,111,138,1276,93,93,646,18,45,630,5,19,164,3,3,42,2,16,122,6,37,383,2,2,19,4,35,364,3,6,89,1,1,3,2,5,86,2,21,633,-,-,-,2,21,633,-,-,-,-,-,-,-,-,-,1,9,3750,-,-,-,1,9,3750,-,-,-,-,-,-,-,-,-
3,E,32,323,時計・同部分品製造業,38,79,1741,27,27,120,11,52,1621,7,7,12,7,7,12,-,-,-,31,72,1729,20,20,108,11,52,1621,-,-,-,-,-,-,-,-,-,8,8,29,8,8,29,-,-,-,3,3,13,3,3,13,-,-,-,13,19,196,9,9,66,4,10,130,1,4,141,-,-,-,1,4,141,3,18,346,-,-,-,3,18,346,1,7,161,-,-,-,1,7,161,-,-,-,-,-,-,-,-,-,1,5,214,-,-,-,1,5,214,1,8,629,-,-,-,1,8,629,-,-,-,-,-,-,-,-,-
3,E,32,324,楽器製造業,89,146,1359,72,72,303,17,74,1056,30,31,71,29,29,67,1,2,4,59,115,1288,43,43,236,16,72,1052,-,-,-,-,-,-,-,-,-,19,20,66,18,18,64,1,2,2,4,4,10,3,3,5,1,1,5,24,31,319,17,17,141,7,14,178,4,7,91,1,1,19,3,6,72,2,41,343,-,-,-,2,41,343,1,3,130,-,-,-,1,3,130,1,5,322,-,-,-,1,5,322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,325,がん具・運動用具製造業,452,684,10616,371,371,2682,81,313,7934,103,105,256,101,101,246,2,4,10,349,579,10360,270,270,2436,79,309,7924,15,17,66,14,14,58,1,3,8,107,117,625,96,96,479,11,21,146,35,40,166,30,30,136,5,10,30,133,175,1797,107,107,980,26,68,817,15,27,731,8,8,116,7,19,615,17,48,990,6,6,77,11,42,913,1,4,207,-,-,-,1,4,207,3,46,715,1,1,67,2,45,648,6,49,3534,1,1,500,5,48,3034,1,32,1402,-,-,-,1,32,1402,-,-,-,-,-,-,-,-,-
4,E,32,32A,がん具製造業,322,433,5796,272,272,2174,50,161,3622,76,77,194,75,75,188,1,2,6,246,356,5602,197,197,1986,49,159,3616,9,9,34,9,9,34,-,-,-,76,83,523,69,69,396,7,14,127,25,28,126,22,22,114,3,6,12,93,115,1036,78,78,683,15,37,353,15,27,731,8,8,116,7,19,615,12,34,730,4,4,60,8,30,670,-,-,-,-,-,-,-,-,-,2,5,123,1,1,67,1,4,56,2,7,811,1,1,500,1,6,311,1,32,1402,-,-,-,1,32,1402,-,-,-,-,-,-,-,-,-
4,E,32,32B,運動用具製造業,130,251,4820,99,99,508,31,152,4312,27,28,62,26,26,58,1,2,4,103,223,4758,73,73,450,30,150,4308,6,8,32,5,5,24,1,3,8,31,34,102,27,27,83,4,7,19,10,12,40,8,8,22,2,4,18,40,60,761,29,29,297,11,31,464,-,-,-,-,-,-,-,-,-,5,14,260,2,2,17,3,12,243,1,4,207,-,-,-,1,4,207,1,41,592,-,-,-,1,41,592,4,42,2723,-,-,-,4,42,2723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,244,441,9285,202,202,1267,42,239,8018,53,53,124,53,53,124,-,-,-,191,388,9161,149,149,1143,42,239,8018,7,7,43,7,7,43,-,-,-,62,63,345,61,61,327,1,2,18,11,11,52,11,11,52,-,-,-,81,115,1327,65,65,641,16,50,686,6,11,186,4,4,50,2,7,136,6,29,1150,1,1,30,5,28,1120,4,77,2154,-,-,-,4,77,2154,1,12,834,-,-,-,1,12,834,4,37,2754,-,-,-,4,37,2754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,327,漆器製造業,42,44,126,40,40,113,2,4,13,26,27,48,25,25,42,1,2,6,16,17,78,15,15,71,1,2,7,-,-,-,-,-,-,-,-,-,4,4,16,4,4,16,-,-,-,5,5,27,5,5,27,-,-,-,7,8,35,6,6,28,1,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,328,畳等生活雑貨製品製造業,315,380,2982,278,278,957,37,102,2025,156,158,330,154,154,326,2,4,4,158,221,2651,123,123,630,35,98,2021,9,9,32,9,9,32,-,-,-,57,58,255,56,56,239,1,2,16,13,15,94,12,12,56,1,3,38,52,70,772,35,35,211,17,35,561,9,20,353,2,2,25,7,18,328,4,15,83,2,2,26,2,13,57,1,2,81,-,-,-,1,2,81,2,9,836,-,-,-,2,9,836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-
3,E,32,329,他に分類されない製造業,1559,2052,21168,1347,1347,7797,212,705,13371,309,313,638,305,305,621,4,8,17,1250,1739,20530,1042,1042,7176,208,697,13354,50,51,191,49,49,185,1,2,6,427,448,1741,402,402,1520,25,46,221,114,122,629,104,104,496,10,18,133,507,624,6149,420,420,3510,87,204,2639,42,112,1950,22,22,483,20,90,1467,33,111,2487,17,17,519,16,94,1968,15,78,1640,3,3,149,12,75,1491,7,72,2607,3,3,163,4,69,2444,2,24,1265,-,-,-,2,24,1265,1,12,1062,-,-,-,1,12,1062,-,-,-,-,-,-,-,-,-
