産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,民営の合計／事業所数（事業所）,民営の合計／従業者数／民営の合計（人）,民営の合計／従業者数／男（人）,民営の合計／従業者数／女（人）,民営の合計／従業者数／うち常用雇用者／民営の合計（人）,民営の合計／従業者数／うち常用雇用者／男（人）,民営の合計／従業者数／うち常用雇用者／女（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数／総数（人）,民営／個人／従業者数／男（人）,民営／個人／従業者数／女（人）,民営／個人／従業者数／うち常用雇用者数／総数（人）,民営／個人／従業者数／うち常用雇用者数／男（人）,民営／個人／従業者数／うち常用雇用者数／女（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数／総数（人）,民営／法人／従業者数／男（人）,民営／法人／従業者数／女（人）,民営／法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／従業者数／うち常用雇用者数／男（人）,民営／法人／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数／総数（人）,民営／法人／会社／従業者数／男（人）,民営／法人／会社／従業者数／女（人）,民営／法人／会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／女（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合名・合資会社／事業所数（事業所）,民営／法人／会社／合名・合資会社／従業者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／女（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数／総数（人）,民営／法人／会社／合同会社／従業者数／男（人）,民営／法人／会社／合同会社／従業者数／女（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数／総数（人）,民営／法人／会社／外国の会社／従業者数／男（人）,民営／法人／会社／外国の会社／従業者数／女（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数／総数（人）,民営／法人／会社以外の法人／従業者数／男（人）,民営／法人／会社以外の法人／従業者数／女（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数／総数（人）,民営／法人でない団体／従業者数／男（人）,民営／法人でない団体／従業者数／女（人）,民営／法人でない団体／従業者数／うち常用雇用者数／総数（人）,民営／法人でない団体／従業者数／うち常用雇用者数／男（人）,民営／法人でない団体／従業者数／うち常用雇用者数／女（人）,国・地方公共団体の合計／事業所数（事業所）,国・地方公共団体の合計／従業者数（人）,国・地方公共団体の合計／従業者数／男（人）,国・地方公共団体の合計／従業者数／女（人）,国・地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／国／従業者数／男（人）,国・地方公共団体／国／従業者数／女（人）,国・地方公共団体／国／従業者数／うち常用雇用者（人）,国・地方公共団体／国／従業者数／うち常用雇用者／男（人）,国・地方公共団体／国／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体の合計／事業所数（事業所）,国・地方公共団体／地方公共団体の合計／業者数（人）,国・地方公共団体／地方公共団体の合計／従業者数／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／女（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／業者数（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／女（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／区市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／区市町村／業者数（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／女（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／女（人）
0,C-S,00,000,非農林漁業（Ｃ～Ｓ）,661850,9653155,5720007,3909432,8491398,4987596,3480251,653315,9181164,5436696,3720752,8027375,4705681,3298143,181929,531812,249363,282447,283046,98200,184846,468863,8637972,5181428,3432834,7734837,4602829,3108461,431198,7633761,4737422,2873656,6823059,4212989,2587549,426433,7575620,4705707,2847419,6771993,4185591,2564070,1948,12424,6813,5611,9274,4885,4389,1971,32205,17235,14955,28762,15207,13540,846,13512,7667,5671,13030,7306,5550,37665,1004211,444006,559178,911778,389840,520912,2523,11380,5905,5471,9492,4652,4836,8535,471991,283311,188680,464023,281915,182108,526,125420,95053,30367,124612,94794,29818,8009,346571,188258,158313,339411,187121,152290,1514,138651,104926,33725,138617,104916,33701,6439,204040,81095,122945,197173,80024,117149,56,3880,2237,1643,3621,2181,1440
0,C-R,00,000,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,659763,9394739,5525325,3845698,8234421,4793316,3417554,653315,9181164,5436696,3720752,8027375,4705681,3298143,181929,531812,249363,282447,283046,98200,184846,468863,8637972,5181428,3432834,7734837,4602829,3108461,431198,7633761,4737422,2873656,6823059,4212989,2587549,426433,7575620,4705707,2847419,6771993,4185591,2564070,1948,12424,6813,5611,9274,4885,4389,1971,32205,17235,14955,28762,15207,13540,846,13512,7667,5671,13030,7306,5550,37665,1004211,444006,559178,911778,389840,520912,2523,11380,5905,5471,9492,4652,4836,6448,213575,88629,124946,207046,87635,119411,154,10005,6865,3140,9909,6856,3053,6294,203570,81764,121806,197137,80779,116358,640,55268,33249,22019,55260,33246,22014,5604,144721,46477,98244,138555,45551,93004,50,3581,2038,1543,3322,1982,1340
1,C,00,000,鉱業，採石業，砂利採取業,101,2090,1678,381,1796,1394,371,101,2090,1678,381,1796,1394,371,1,6,5,1,5,4,1,100,2084,1673,380,1791,1390,370,100,2084,1673,380,1791,1390,370,99,2082,1671,380,1789,1388,370,1,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,C,05,000,鉱業，採石業，砂利採取業,101,2090,1678,381,1796,1394,371,101,2090,1678,381,1796,1394,371,1,6,5,1,5,4,1,100,2084,1673,380,1791,1390,370,100,2084,1673,380,1791,1390,370,99,2082,1671,380,1789,1388,370,1,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,050,管理，補助的経済活動を行う事業所,9,65,48,17,45,30,15,9,65,48,17,45,30,15,-,-,-,-,-,-,-,9,65,48,17,45,30,15,9,65,48,17,45,30,15,9,65,48,17,45,30,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,051,金属鉱業,5,36,31,5,32,27,5,5,36,31,5,32,27,5,-,-,-,-,-,-,-,5,36,31,5,32,27,5,5,36,31,5,32,27,5,5,36,31,5,32,27,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,052,石炭・亜炭鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,053,原油・天然ガス鉱業,54,1759,1402,326,1546,1189,326,54,1759,1402,326,1546,1189,326,-,-,-,-,-,-,-,54,1759,1402,326,1546,1189,326,54,1759,1402,326,1546,1189,326,54,1759,1402,326,1546,1189,326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,054,採石業，砂・砂利・玉石採取業,25,170,147,23,124,105,19,25,170,147,23,124,105,19,-,-,-,-,-,-,-,25,170,147,23,124,105,19,25,170,147,23,124,105,19,24,168,145,23,122,103,19,1,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,055,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,6,52,44,8,44,39,5,6,52,44,8,44,39,5,1,6,5,1,5,4,1,5,46,39,7,39,35,4,5,46,39,7,39,35,4,5,46,39,7,39,35,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,059,その他の鉱業,2,8,6,2,5,4,1,2,8,6,2,5,4,1,-,-,-,-,-,-,-,2,8,6,2,5,4,1,2,8,6,2,5,4,1,2,8,6,2,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,D,00,000,建設業,42340,465553,387765,77788,382854,321038,61816,42340,465553,387765,77788,382854,321038,61816,6279,14363,11235,3128,5405,3670,1735,36056,451144,376492,74652,377407,317333,60074,36007,450832,376252,74580,377134,317126,60008,35930,450556,376037,74519,376955,316993,59962,46,151,114,37,92,65,27,27,99,77,22,67,50,17,4,26,24,2,20,18,2,49,312,240,72,273,207,66,5,46,38,8,42,35,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,D,06,000,総合工事業,14514,195302,162143,33159,166793,139199,27594,14514,195302,162143,33159,166793,139199,27594,1862,4331,3394,937,1620,1099,521,12650,190931,158716,32215,165133,138067,27066,12626,190787,158597,32190,165008,137964,27044,12612,190742,158561,32181,164976,137939,27037,8,27,21,6,21,16,5,5,13,11,2,6,5,1,1,5,4,1,5,4,1,24,144,119,25,125,103,22,2,40,33,7,40,33,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,060,管理，補助的経済活動を行う事業所,74,3566,2965,601,3348,2760,588,74,3566,2965,601,3348,2760,588,-,-,-,-,-,-,-,74,3566,2965,601,3348,2760,588,74,3566,2965,601,3348,2760,588,74,3566,2965,601,3348,2760,588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,061,一般土木建築工事業,562,37517,32721,4796,36048,31485,4563,562,37517,32721,4796,36048,31485,4563,19,56,45,11,26,22,4,543,37461,32676,4785,36022,31463,4559,542,37459,32675,4784,36022,31463,4559,541,37457,32673,4784,36021,31462,4559,-,-,-,-,-,-,-,1,2,2,-,1,1,-,-,-,-,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,062,土木工事業（舗装工事業を除く）,2908,38673,33593,5080,31929,28101,3828,2908,38673,33593,5080,31929,28101,3828,247,820,680,140,417,328,89,2659,37813,32880,4933,31472,27740,3732,2649,37723,32800,4923,31385,27663,3722,2645,37704,32783,4921,31372,27651,3721,2,10,9,1,8,8,-,2,9,8,1,5,4,1,-,-,-,-,-,-,-,10,90,80,10,87,77,10,2,40,33,7,40,33,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,063,舗装工事業,556,7047,6316,731,6269,5697,572,556,7047,6316,731,6269,5697,572,6,27,21,6,18,14,4,550,7020,6295,725,6251,5683,568,549,7017,6292,725,6250,5682,568,548,7014,6289,725,6248,5680,568,1,3,3,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,064,建築工事業（木造建築工事業を除く）,4821,75363,62120,13243,65317,53957,11360,4821,75363,62120,13243,65317,53957,11360,461,1050,828,222,354,229,125,4360,74313,61292,13021,64963,53728,11235,4354,74292,61278,13014,64946,53718,11228,4349,74279,61269,13010,64936,53711,11225,2,6,4,2,5,3,2,2,2,1,1,-,-,-,1,5,4,1,5,4,1,6,21,14,7,17,10,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,065,木造建築工事業,2635,13520,9958,3562,9052,6475,2577,2635,13520,9958,3562,9052,6475,2577,755,1619,1247,372,607,390,217,1880,11901,8711,3190,8445,6085,2360,1877,11887,8701,3186,8437,6079,2358,1875,11883,8699,3184,8434,6078,2356,2,4,2,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,14,10,4,8,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,066,建築リフォーム工事業,2958,19616,14470,5146,14830,10724,4106,2958,19616,14470,5146,14830,10724,4106,374,759,573,186,198,116,82,2584,18857,13897,4960,14632,10608,4024,2581,18843,13886,4957,14620,10599,4021,2580,18839,13883,4956,14617,10597,4020,1,4,3,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,14,11,3,12,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,D,07,000,職別工事業（設備工事業を除く）,15152,108148,88822,19326,77835,64253,13582,15152,108148,88822,19326,77835,64253,13582,3194,7314,5813,1501,2807,1982,825,11956,100832,83007,17825,75028,62271,12757,11940,100728,82914,17814,74939,62192,12747,11904,100604,82815,17789,74864,62137,12727,24,68,51,17,34,22,12,9,35,28,7,26,19,7,3,21,20,1,15,14,1,16,104,93,11,89,79,10,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,070,管理，補助的経済活動を行う事業所,34,337,264,73,285,220,65,34,337,264,73,285,220,65,1,2,1,1,1,-,1,33,335,263,72,284,220,64,33,335,263,72,284,220,64,33,335,263,72,284,220,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,071,大工工事業,1116,5348,4385,963,3440,2874,566,1116,5348,4385,963,3440,2874,566,393,728,582,146,217,140,77,723,4620,3803,817,3223,2734,489,720,4567,3753,814,3170,2684,486,719,4563,3750,813,3168,2682,486,1,4,3,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,53,50,3,53,50,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,072,とび・土工・コンクリート工事業,1665,20112,17774,2338,15558,13897,1661,1665,20112,17774,2338,15558,13897,1661,256,802,674,128,387,322,65,1409,19310,17100,2210,15171,13575,1596,1405,19286,17079,2207,15156,13562,1594,1403,19284,17077,2207,15156,13562,1594,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,4,24,21,3,15,13,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,073,鉄骨・鉄筋工事業,511,6527,5578,949,5331,4598,733,511,6527,5578,949,5331,4598,733,45,120,98,22,57,46,11,466,6407,5480,927,5274,4552,722,466,6407,5480,927,5274,4552,722,464,6402,5477,925,5271,4551,720,2,5,3,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,074,石工・れんが・タイル・ブロック工事業,889,4220,3345,875,2537,1994,543,889,4220,3345,875,2537,1994,543,244,539,436,103,202,148,54,645,3681,2909,772,2335,1846,489,645,3681,2909,772,2335,1846,489,640,3663,2895,768,2324,1839,485,5,18,14,4,11,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,075,左官工事業,730,4190,3575,615,2774,2393,381,730,4190,3575,615,2774,2393,381,243,541,451,90,200,151,49,487,3649,3124,525,2574,2242,332,487,3649,3124,525,2574,2242,332,487,3649,3124,525,2574,2242,332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,076,板金・金物工事業,834,3330,2664,666,1998,1586,412,834,3330,2664,666,1998,1586,412,400,811,629,182,313,195,118,433,2518,2034,484,1685,1391,294,433,2518,2034,484,1685,1391,294,433,2518,2034,484,1685,1391,294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,077,塗装工事業,2205,12036,9839,2197,7918,6500,1418,2205,12036,9839,2197,7918,6500,1418,586,1441,1167,274,596,444,152,1619,10595,8672,1923,7322,6056,1266,1618,10592,8670,1922,7319,6054,1265,1611,10574,8657,1917,7312,6050,1262,6,17,12,5,7,4,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,078,床・内装工事業,4100,27821,21514,6307,20169,15457,4712,4100,27821,21514,6307,20169,15457,4712,647,1361,1009,352,469,270,199,3453,26460,20505,5955,19700,15187,4513,3453,26460,20505,5955,19700,15187,4513,3445,26437,20489,5948,19686,15180,4506,4,9,7,2,4,2,2,4,14,9,5,10,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,079,その他の職別工事業,3068,24227,19884,4343,17825,14734,3091,3068,24227,19884,4343,17825,14734,3091,379,969,766,203,365,266,99,2688,23257,19117,4140,17460,14468,2992,2680,23233,19097,4136,17442,14454,2988,2669,23179,19049,4130,17404,14420,2984,5,14,11,3,7,6,1,4,20,18,2,16,14,2,2,20,19,1,15,14,1,8,24,20,4,18,14,4,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,D,08,000,設備工事業,12674,162103,136800,25303,138226,117586,20640,12674,162103,136800,25303,138226,117586,20640,1223,2718,2028,690,978,589,389,11450,159381,134769,24612,137246,116995,20251,11441,159317,134741,24576,137187,116970,20217,11414,159210,134661,24549,137115,116917,20198,14,56,42,14,37,27,10,13,51,38,13,35,26,9,-,-,-,-,-,-,-,9,64,28,36,59,25,34,1,4,3,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,080,管理，補助的経済活動を行う事業所,69,3147,2559,588,3006,2430,576,69,3147,2559,588,3006,2430,576,1,1,1,-,1,1,-,68,3146,2558,588,3005,2429,576,68,3146,2558,588,3005,2429,576,68,3146,2558,588,3005,2429,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,081,電気工事業,4867,48267,40957,7310,39311,33849,5462,4867,48267,40957,7310,39311,33849,5462,705,1459,1071,388,470,263,207,4161,46804,39883,6921,38839,33584,5255,4158,46796,39881,6915,38831,33582,5249,4147,46761,39856,6905,38809,33566,5243,7,21,15,6,13,9,4,4,14,10,4,9,7,2,-,-,-,-,-,-,-,3,8,2,6,8,2,6,1,4,3,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,082,電気通信・信号装置工事業,1362,35745,30744,5001,33084,28526,4558,1362,35745,30744,5001,33084,28526,4558,20,39,33,6,15,12,3,1342,35706,30711,4995,33069,28514,4555,1342,35706,30711,4995,33069,28514,4555,1336,35678,30689,4989,33047,28498,4549,1,1,1,-,-,-,-,5,27,21,6,22,16,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,08,083,管工事業（さく井工事業を除く）,5002,52310,42973,9337,43097,35692,7405,5002,52310,42973,9337,43097,35692,7405,450,1109,838,271,448,286,162,4552,51201,42135,9066,42649,35406,7243,4546,51145,42109,9036,42598,35383,7215,4536,51101,42076,9025,42570,35362,7208,6,34,26,8,24,18,6,4,10,7,3,4,3,1,-,-,-,-,-,-,-,6,56,26,30,51,23,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
