地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
1,13100,区部,1,090,食料品製造業,470,13238,6540,16,13,6151,4401,6851,2002,265,162,115,22,4186151,16678078,27354931,23291047,354105,9518038,9931331
1,13100,区部,2,091,畜産食料品製造業,26,1272,745,-,-,659,542,602,192,18,12,4,2,425351,2632379,3327746,3005393,-,581862,646811
1,13100,区部,2,092,水産食料品製造業,56,860,408,-,-,483,338,376,70,2,1,6,4,300245,1141198,1856414,1648528,62360,652183,662914
1,13100,区部,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,14,339,158,-,-,162,117,175,40,2,1,-,-,96028,794915,990623,374486,559,176982,181984
1,13100,区部,2,094,調味料製造業,13,214,140,1,1,144,106,65,34,5,-,-,-,85789,260159,574195,449971,24936,291404,291404
1,13100,区部,2,095,糖類製造業,4,109,86,-,-,108,90,5,-,-,-,1,-,85259,1010111,1472110,1438061,x,388215,430273
1,13100,区部,2,096,精穀・製粉業,13,286,223,-,-,243,200,35,17,11,9,-,-,140727,2808391,3223556,3040524,x,351271,385455
1,13100,区部,2,097,パン・菓子製造業,155,4256,1799,13,10,1974,1239,2172,492,97,58,86,7,1268374,2320189,5501228,5092736,102415,2875673,2948674
1,13100,区部,2,098,動植物油脂製造業,10,535,400,-,-,494,378,57,39,4,3,-,-,335975,2021745,2846097,1936025,4392,714953,769917
1,13100,区部,2,099,その他の食料品製造業,179,5367,2581,2,2,1884,1391,3364,1118,126,78,18,9,1448403,3688991,7562962,6305323,61776,3485495,3613899
1,13100,区部,1,100,飲料・たばこ・飼料製造業,17,264,203,1,1,207,174,52,24,4,4,9,3,x,x,x,x,x,x,x
1,13100,区部,2,101,清涼飲料製造業,5,60,46,1,1,50,38,9,7,-,-,2,-,20606,34897,91847,80425,x,52732,52732
1,13100,区部,2,102,酒類製造業,1,9,6,-,-,7,6,2,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,103,茶・コーヒー製造業（清涼飲料を除く）,5,79,49,-,-,52,41,27,8,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,104,製氷業,3,75,66,-,-,63,58,9,5,3,3,7,3,32701,60117,111652,x,-,47717,47717
1,13100,区部,2,106,飼料・有機質肥料製造業,3,41,36,-,-,35,31,5,4,1,1,-,-,19436,38848,66379,65162,-,25491,25491
1,13100,区部,1,110,繊維工業,329,3445,1401,42,30,2311,1239,1080,133,15,2,42,6,1035540,2225583,4262467,2591559,1338550,1884518,1897271
1,13100,区部,2,111,製糸業、紡績業、化学繊維・ねん糸等製造業,1,8,3,-,-,5,3,3,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,112,織物業,5,68,21,3,1,24,14,41,6,-,-,-,-,15142,68086,96920,80948,13993,26699,26699
1,13100,区部,2,113,ニット生地製造業,6,42,17,-,-,25,16,17,1,-,-,1,-,13704,31188,54830,48437,5999,21892,21892
1,13100,区部,2,114,染色整理業,33,361,215,5,4,283,188,73,23,-,-,-,-,116052,111730,316902,49570,251111,190254,190254
1,13100,区部,2,115,綱・網・レース・繊維粗製品製造業,9,116,59,-,-,92,57,24,2,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,116,外衣・シャツ製造業（和式を除く）,137,1391,486,16,11,964,430,400,47,14,1,22,2,406430,1211409,2139024,1382510,504899,858481,859522
1,13100,区部,2,117,下着類製造業,1,8,2,-,-,5,2,3,-,-,-,-,-,x,x,x,-,x,x,x
1,13100,区部,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,51,496,197,6,5,337,176,153,16,-,-,5,1,142133,299206,541463,321163,200106,224226,227632
1,13100,区部,2,119,その他の繊維製品製造業,86,955,401,12,9,576,353,366,38,1,1,14,3,303372,423599,959859,594540,332650,500133,503777
1,13100,区部,1,120,木材・木製品製造業（家具を除く）,36,436,350,-,-,385,313,47,34,4,3,9,9,175812,462298,930432,875096,40559,408071,434243
1,13100,区部,2,121,製材業、木製品製造業,12,112,88,-,-,101,79,11,9,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,122,造作材・合板・建築用組立材料製造業,10,195,166,-,-,181,156,10,7,4,3,9,9,x,x,x,x,x,x,x
1,13100,区部,2,123,木製容器製造業（竹、とうを含む）,5,51,37,-,-,33,25,18,12,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,129,その他の木製品製造業(竹、とうを含む),9,78,59,-,-,70,53,8,6,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,1,130,家具・装備品製造業,174,1741,1269,13,10,1462,1136,260,121,8,3,46,35,716651,1480847,3043437,2536250,157768,1433566,1447015
1,13100,区部,2,131,家具製造業,97,880,645,9,7,762,586,105,52,5,1,9,5,350626,784437,1496558,1079200,111352,655843,659347
1,13100,区部,2,132,宗教用具製造業,9,91,67,1,1,83,64,4,-,3,2,-,-,x,x,x,x,x,x,x
1,13100,区部,2,133,建具製造業,15,76,63,-,-,68,61,8,2,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,139,その他の家具・装備品製造業,53,694,494,3,2,549,425,143,67,-,-,37,30,306953,629548,1391212,1321076,33654,696992,706109
1,13100,区部,1,140,パルプ・紙・紙加工品製造業,367,5066,3345,26,15,3857,2954,1146,367,71,39,91,15,1989094,6911489,11832458,8866817,1014998,4426627,4593799
1,13100,区部,2,142,紙製造業,4,125,103,-,-,116,105,23,11,3,2,1,1,77001,596851,1115955,1055785,37867,422727,484722
1,13100,区部,2,143,加工紙製造業,9,343,275,-,-,303,257,40,18,-,-,-,-,189378,587218,1029693,951333,24498,418513,410297
1,13100,区部,2,144,紙製品製造業,104,1524,958,4,3,1214,869,293,80,13,6,29,3,572221,1586482,2865653,2066010,322835,1160449,1189266
1,13100,区部,2,145,紙製容器製造業,194,2377,1537,17,10,1691,1311,624,193,52,28,58,9,882517,3438327,5564188,4099814,269521,1927109,1978697
1,13100,区部,2,149,その他のパルプ・紙・紙加工品製造業,56,697,472,5,2,533,412,166,65,3,3,3,2,267977,702611,1256969,693875,360277,497829,530817
1,13100,区部,1,150,印刷・同関連業,1632,37396,27416,28,19,31876,25177,4446,2023,1634,699,253,109,18007599,30782642,65807271,51188747,13444438,31015739,32537876
1,13100,区部,2,151,印刷業,1103,25650,19202,13,10,22621,17895,3001,1405,532,344,163,41,12406935,25902599,51902006,44484630,6439112,22733227,24163823
1,13100,区部,2,152,製版業,140,5741,4401,-,-,4944,3977,496,249,354,211,6,3,3190245,2805440,7503895,6668708,691340,4293994,4357105
1,13100,区部,2,153,製本業、印刷物加工業,368,4512,3196,15,9,3749,2843,730,329,36,29,81,64,1731167,1485847,4760821,30997,4687616,3028877,3040642
1,13100,区部,2,159,印刷関連サービス業,21,1493,617,-,-,562,462,219,40,712,115,3,1,679252,588756,1640549,4412,1626370,959641,976306
1,13100,区部,1,160,化学工業,150,8491,5196,1,1,6693,4533,881,269,1065,534,30,7,4710574,13250210,28479227,26621943,345458,13632318,14256040
1,13100,区部,2,161,化学肥料製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,162,無機化学工業製品製造業,19,319,269,-,-,283,246,31,18,9,9,-,-,160247,762928,1140652,1037190,1841,350043,362519
1,13100,区部,2,163,有機化学工業製品製造業,8,268,220,-,-,209,173,43,31,16,16,-,-,x,x,x,x,x,x,x
1,13100,区部,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,33,1122,776,-,-,873,664,164,70,201,152,5,1,520097,1538048,2712869,2490601,17781,1032026,1093512
1,13100,区部,2,165,医薬品製造業,21,1633,928,-,-,988,597,206,60,439,271,8,6,920012,1492006,5222563,4852996,218125,3263932,3469431
1,13100,区部,2,166,化粧品・歯磨・その他の化粧用調整品製造業,38,3998,2163,1,1,3384,2115,311,31,329,41,16,-,2256370,5527544,13431463,12611151,10160,7241836,7375431
1,13100,区部,2,169,その他の化学工業,30,1147,837,-,-,952,735,126,59,71,45,1,-,698635,3412728,5134943,4916072,x,1452420,1658383
1,13100,区部,1,170,石油製品・石炭製品製造業,9,219,181,-,-,193,163,21,14,5,4,-,-,113504,1051373,2015583,1945557,29349,891101,893889
1,13100,区部,2,172,潤滑油・グリース製造業（石油精製業によらないもの）,4,125,108,-,-,118,105,5,2,2,1,-,-,67097,595965,732017,678462,29349,124288,127076
1,13100,区部,2,174,舗装材料製造業,5,94,73,-,-,75,58,16,12,3,3,-,-,46407,455408,1283566,1267095,-,766813,766813
1,13100,区部,1,180,プラスチック製品製造業（別掲を除く）,456,5615,3397,13,10,4058,3008,1507,365,62,33,37,12,2101781,4063536,8559445,6467025,1374060,4111119,4176249
1,13100,区部,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,67,779,518,1,1,589,445,179,62,11,11,14,3,x,x,x,x,x,x,x
1,13100,区部,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,63,601,326,6,4,418,286,175,35,2,1,-,-,206434,384524,777431,393381,280732,349655,363903
1,13100,区部,2,183,工業用プラスチック製品製造業,153,2085,1318,3,2,1585,1191,499,126,22,17,12,5,813470,1525776,3236098,2388147,578940,1571097,1590704
1,13100,区部,2,184,発泡・強化プラスチック製品製造業,29,278,172,1,1,213,160,64,11,-,-,-,-,96970,135158,364786,237072,28027,211530,213352
1,13100,区部,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,13,153,117,-,-,135,106,17,10,1,1,-,-,x,x,x,x,x,x,x
1,13100,区部,2,189,その他のプラスチック製品製造業,131,1719,946,2,2,1118,820,573,121,26,3,11,4,610202,1199208,2513596,2091824,322715,1204092,1218922
1,13100,区部,1,190,ゴム製品製造業,188,2183,1418,16,12,1590,1211,550,176,27,19,7,6,778522,1531725,3098523,2755646,200966,1452054,1454314
1,13100,区部,2,191,タイヤ・チューブ製造業,1,11,10,-,-,9,8,2,2,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,192,ゴム製・プラスチック製履物・同附属品製造業,11,138,79,1,1,80,64,57,14,-,-,2,2,42060,96230,171782,167144,2422,74527,70010
1,13100,区部,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,146,1689,1116,15,11,1228,942,419,144,27,19,5,4,x,x,x,x,x,x,x
1,13100,区部,2,199,その他のゴム製品製造業,30,345,213,-,-,273,197,72,16,-,-,-,-,109030,214970,450255,367766,26736,226564,218732
1,13100,区部,1,200,なめし革・同製品・毛皮製造業,235,3654,2056,32,20,2567,1757,1066,289,5,4,27,12,x,x,x,x,x,x,x
1,13100,区部,2,201,なめし革製造業,26,273,196,4,2,186,146,86,51,-,-,-,-,94718,175035,357648,261327,87450,169193,169193
1,13100,区部,2,202,工業用革製品製造業（手袋を除く）,2,47,25,-,-,36,25,11,-,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,203,革製履物用材料・同附属品製造業,22,213,116,1,1,151,103,61,12,-,-,7,3,60867,209282,316249,296955,19032,99043,99043
1,13100,区部,2,204,革製履物製造業,63,1167,809,2,2,862,673,302,133,4,4,6,5,404844,1670356,2735984,2211519,42354,986950,989125
1,13100,区部,2,206,かばん製造業,39,877,347,6,3,536,315,344,36,-,-,5,-,262478,847487,1872036,1827481,x,926585,953516
1,13100,区部,2,207,袋物製造業,70,845,451,19,12,597,387,229,53,1,-,9,4,297379,1123606,1836247,1633467,53795,653130,663965
1,13100,区部,2,209,その他のなめし革製品製造業,13,232,112,-,-,199,108,33,4,-,-,-,-,78937,122358,267043,229079,37964,125336,132989
1,13100,区部,1,210,窯業・土石製品製造業,117,2402,1851,8,6,2048,1631,266,141,92,85,13,13,1177461,6968133,10860471,10077232,256976,3519679,3621526
1,13100,区部,2,211,ガラス・同製品製造業,51,1243,903,7,5,1069,808,156,80,11,10,-,-,571033,1143359,2430756,1948990,240571,1127376,1205525
1,13100,区部,2,212,セメント・同製品製造業,45,830,710,-,-,717,616,44,30,80,75,13,13,441210,5524913,7898670,7807398,x,2182539,2199154
1,13100,区部,2,214,陶磁器・同関連製品製造業,1,24,20,-,-,22,18,2,2,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,215,耐火物製造業,1,6,5,-,-,6,5,-,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,216,炭素・黒鉛製品製造業,2,11,6,-,-,11,6,-,-,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,217,研磨材・同製品製造業,8,99,72,-,-,77,55,23,18,-,-,-,-,42616,129060,228568,125810,2969,94355,94355
1,13100,区部,2,218,骨材・石工品等製造業,5,36,27,-,-,27,21,9,6,-,-,-,-,21846,9515,31946,27967,x,20769,20769
1,13100,区部,2,219,その他の窯業・土石製品製造業,4,153,108,1,1,119,102,32,5,1,-,-,-,x,x,x,x,x,x,x
1,13100,区部,1,220,鉄鋼業,87,2221,1955,4,3,1976,1760,187,148,59,47,5,5,1199231,9197230,13003241,12199698,637247,3346662,3631581
1,13100,区部,2,222,製鋼・製鋼圧延業,1,136,125,-,-,125,116,10,8,1,1,-,-,x,x,x,x,-,x,x
1,13100,区部,2,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,6,946,885,-,-,844,793,86,79,21,16,-,-,x,x,x,x,x,x,x
1,13100,区部,2,225,鉄素形材製造業,7,172,150,-,-,151,139,19,10,2,1,-,-,x,x,x,x,x,x,x
1,13100,区部,2,229,その他の鉄鋼業,73,967,795,4,3,856,712,72,51,35,29,5,5,460569,2842485,3908237,3248329,x,984662,991164
1,13100,区部,1,230,非鉄金属製造業,87,1305,975,2,2,1104,870,156,75,44,29,2,-,593890,3971500,5559465,4922195,317401,1456828,1492198
1,13100,区部,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,10,153,125,-,-,148,124,5,1,-,-,-,-,86291,1704400,1944340,1836744,25767,220946,223414
1,13100,区部,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,21,448,346,-,-,407,324,39,22,3,1,1,-,221721,1544657,2237458,1931177,147015,643169,656289
1,13100,区部,2,234,電線・ケーブル製造業,8,88,55,1,1,67,48,15,2,5,4,1,-,28845,139275,218510,199327,19183,76914,73558
1,13100,区部,2,235,非鉄金属素形材製造業,39,497,359,1,1,375,293,85,41,36,24,-,-,201779,498423,940706,856201,60679,391004,414142
1,13100,区部,2,239,その他の非鉄金属製造業,9,119,90,-,-,107,81,12,9,-,-,-,-,55254,84745,218451,98746,64757,124795,124795
1,13100,区部,1,240,金属製品製造業,1152,13770,9926,44,34,11159,8808,2486,1050,125,75,83,53,5492279,9750738,21055011,14282733,5874611,10304669,10500273
1,13100,区部,2,241,ブリキ缶・その他のめっき板等製品製造業,9,145,102,-,-,115,87,29,15,1,-,-,-,41980,263799,356640,171962,1350,83292,86153
1,13100,区部,2,242,洋食器・刃物・手道具・金物類製造業,120,1281,875,9,7,1059,792,207,75,6,1,11,6,503001,1016649,2026207,1882725,111485,920685,936138
1,13100,区部,2,243,暖房・調理等装置、配管工事用附属品製造業,37,545,390,-,-,404,311,117,67,24,12,3,2,216065,492732,998994,880593,53932,461615,470320
1,13100,区部,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),289,2887,2256,10,8,2543,2072,333,174,12,11,16,14,1199032,2471993,4853709,3919945,731582,2195948,2206569
1,13100,区部,2,245,金属素形材製品製造業,166,1994,1379,9,8,1593,1226,384,142,18,13,4,1,773298,1811377,3324254,2989733,277308,1386168,1401701
1,13100,区部,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,299,4140,2944,5,3,3189,2557,914,371,43,24,33,22,1655480,1434695,4685706,402504,4231026,2941741,3021936
1,13100,区部,2,247,金属線製品製造業（ねじ類を除く),29,287,187,2,1,218,164,67,22,-,-,2,2,101286,284678,518367,436020,74962,201611,216387
1,13100,区部,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,100,1214,899,5,4,1003,793,191,93,18,12,9,4,466796,1117878,2349542,1912433,211488,1131795,1152728
1,13100,区部,2,249,その他の金属製品製造業,103,1277,894,4,3,1035,806,244,91,3,2,5,2,535341,856937,1941592,1686818,181478,981814,1008341
1,13100,区部,1,250,はん用機械器具製造業,248,3839,3076,5,5,3353,2809,459,248,28,20,12,5,1831169,3935955,7617539,5788146,632581,3349376,3430227
1,13100,区部,2,251,ボイラ・原動機製造業,7,89,75,-,-,80,67,9,8,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,252,ポンプ・圧縮機器製造業,61,913,721,1,1,810,677,100,42,3,2,3,-,x,x,x,x,x,x,x
1,13100,区部,2,253,一般産業用機械・装置製造業,75,1037,802,1,1,904,734,125,62,7,5,3,2,463414,969280,1972543,1527619,219335,923807,932819
1,13100,区部,2,259,その他のはん用機械・同部分品製造業,105,1800,1478,3,3,1559,1331,225,136,18,13,6,3,868396,1995338,3790304,2650726,233511,1617604,1675616
1,13100,区部,1,260,生産用機械器具製造業,663,9752,7795,15,11,8515,7102,1045,536,205,171,38,24,4763221,9440104,19356312,16308408,1815677,9107470,9287597
1,13100,区部,2,261,農業用機械製造業（農業用器具を除く）,1,40,26,-,-,32,24,8,2,-,-,-,-,x,x,x,x,-,x,x
1,13100,区部,2,262,建設機械・鉱山機械製造業,30,818,665,-,-,719,608,62,35,38,23,-,-,356258,962083,1718436,1507294,82989,713372,710741
1,13100,区部,2,263,繊維機械製造業,4,60,41,-,-,46,33,12,6,2,2,-,-,18158,29471,65945,62085,3860,32453,33866
1,13100,区部,2,264,生活関連産業用機械製造業,93,1344,1097,3,3,1200,1007,121,71,21,17,13,9,669884,1614482,3110760,2813401,60276,1388363,1399650
1,13100,区部,2,265,基礎素材産業用機械製造業,53,773,639,-,-,663,563,54,22,56,54,1,1,x,x,x,x,x,x,x
1,13100,区部,2,266,金属加工機械製造業,192,2680,2065,11,7,2293,1871,372,189,21,12,8,6,1274700,1895091,4110145,3171048,603675,2026772,2065916
1,13100,区部,2,267,半導体・フラットパネルディスプレイ製造装置製造業,50,803,625,-,-,701,577,101,49,7,5,5,3,469501,902367,1915551,1301702,559733,901894,947625
1,13100,区部,2,269,その他の生産用機械・同部分品製造業,240,3234,2637,1,1,2861,2419,315,162,60,58,11,5,1560172,2641588,6024355,5297199,389305,3122890,3168249
1,13100,区部,1,270,業務用機械器具製造業,324,6701,4912,11,8,5662,4542,971,318,176,146,20,17,3488229,10348126,18693478,16705016,334718,6867381,7990066
1,13100,区部,2,271,事務用機械器具製造業,19,735,594,-,-,556,502,138,52,43,42,3,2,337640,1278247,1909166,1776341,44570,616061,588353
1,13100,区部,2,272,サービス用・娯楽用機械器具製造業,25,590,438,1,1,495,411,91,25,3,1,11,11,x,x,x,x,x,x,x
1,13100,区部,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,150,3242,2471,7,5,2808,2328,441,154,98,82,4,2,1868562,4516045,8826090,8230544,165246,3848967,4248351
1,13100,区部,2,274,医療用機械器具・医療用品製造業,97,1720,1143,2,2,1470,1057,220,64,29,20,1,1,775366,1803739,3491136,2462464,66013,1567504,1570814
1,13100,区部,2,275,光学機械器具・レンズ製造業,32,406,260,1,-,326,238,80,23,3,1,1,1,176039,369411,716750,602056,42129,325286,328743
1,13100,区部,2,276,武器製造業,1,8,6,-,-,7,6,1,-,-,-,-,-,x,x,x,-,x,x,x
1,13100,区部,1,280,電子部品・デバイス・電子回路製造業,86,1400,864,3,2,1015,784,370,83,27,10,38,8,571515,1026610,2123784,1876133,185611,1006425,1024695
1,13100,区部,2,281,電子デバイス製造業,1,27,23,-,-,27,23,-,-,-,-,-,-,x,x,x,x,x,x,x
1,13100,区部,2,282,電子部品製造業,29,489,288,-,-,367,267,121,21,2,1,27,2,x,x,x,x,x,x,x
1,13100,区部,2,284,電子回路製造業,15,296,226,-,-,268,214,37,21,5,5,9,4,x,x,x,x,x,x,x
1,13100,区部,2,285,ユニット部品製造業,2,20,15,-,-,14,12,6,3,-,-,-,-,x,x,x,x,x,x,x
