区分／分類コード／部門名,中間需要／Ｋ011／耕種農業（百万円）,中間需要／Ｋ012／畜産（百万円）,中間需要／Ｋ013／農業サービス（百万円）,中間需要／Ｋ015／林業（百万円）,中間需要／Ｋ017／漁業（百万円）,中間需要／Ｋ061／金属鉱物（百万円）,中間需要／Ｋ062／石炭・原油・天然ガス（百万円）,中間需要／Ｋ063／非金属鉱物（百万円）,中間需要／Ｋ111／食料品（百万円）,中間需要／Ｋ112／飲料（百万円）,中間需要／Ｋ113／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ114／たばこ（百万円）,中間需要／Ｋ151／繊維工業製品（百万円）,中間需要／Ｋ152／衣服・その他の繊維既製品（百万円）,中間需要／Ｋ161／木材・木製品（百万円）,中間需要／Ｋ162／家具・装備品（百万円）,中間需要／Ｋ163／パルプ・紙・板紙・加工紙（百万円）,中間需要／Ｋ164／紙加工品（百万円）,中間需要／Ｋ191／印刷・製版・製本（百万円）,中間需要／Ｋ201／化学肥料（百万円）,中間需要／Ｋ202／無機化学工業製品（百万円）,中間需要／Ｋ203／石油化学基礎製品（百万円）,中間需要／Ｋ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,中間需要／Ｋ205／合成樹脂（百万円）,中間需要／Ｋ206／化学繊維（百万円）,中間需要／Ｋ207／医薬品（百万円）,中間需要／Ｋ208／化学最終製品（医薬品を除く。）（百万円）,中間需要／Ｋ211／石油製品（百万円）,中間需要／Ｋ212／石炭製品（百万円）,中間需要／Ｋ221／プラスチック製品（百万円）,中間需要／Ｋ222／ゴム製品（百万円）,中間需要／Ｋ231／なめし革・毛皮・同製品（百万円）,中間需要／Ｋ251／ガラス・ガラス製品（百万円）,中間需要／Ｋ252／セメント・セメント製品（百万円）,中間需要／Ｋ253／陶磁器（百万円）,中間需要／Ｋ259／その他の窯業・土石製品（百万円）,中間需要／Ｋ261／銑鉄・粗鋼（百万円）,中間需要／Ｋ262／鋼材（百万円）,中間需要／Ｋ263／鋳鍛造品（百万円）,中間需要／Ｋ269／その他の鉄鋼製品（百万円）,中間需要／Ｋ271／非鉄金属製錬・精製（百万円）,中間需要／Ｋ272／非鉄金属加工製品（百万円）,中間需要／Ｋ281／建設・建築用金属製品（百万円）,中間需要／Ｋ289／その他の金属製品（百万円）,中間需要／Ｋ291／はん用機械（百万円）,中間需要／Ｋ301／生産用機械（百万円）,中間需要／Ｋ311／業務用機械（百万円）,中間需要／Ｋ321／電子デバイス（百万円）,中間需要／Ｋ329／その他の電子部品（百万円）,中間需要／Ｋ331／産業用電気機器（百万円）,中間需要／Ｋ332／民生用電気機器（百万円）,中間需要／Ｋ333／電子応用装置・電気計測器（百万円）,中間需要／Ｋ339／その他の電気機械（百万円）,中間需要／Ｋ341／通信機械・同関連機器（百万円）,中間需要／Ｋ342／電子計算機・同附属装置（百万円）,中間需要／Ｋ351／乗用車（百万円）,中間需要／Ｋ352／その他の自動車（百万円）,中間需要／Ｋ353／自動車部品・同附属品（百万円）,中間需要／Ｋ354／船舶・同修理（百万円）,中間需要／Ｋ359／その他の輸送機械・同修理（百万円）,中間需要／Ｋ391／その他の製造工業製品（百万円）,中間需要／Ｋ392／再生資源回収・加工処理（百万円）,中間需要／Ｋ411／建築（百万円）,中間需要／Ｋ412／建設補修（百万円）,中間需要／Ｋ413／公共事業（百万円）,中間需要／Ｋ419／その他の土木建設（百万円）,中間需要／Ｋ461／電力（百万円）,中間需要／Ｋ462／ガス・熱供給（百万円）,中間需要／Ｋ471／水道（百万円）,中間需要／Ｋ481／廃棄物処理（百万円）,中間需要／Ｋ511／商業（百万円）,中間需要／Ｋ531／金融・保険（百万円）,中間需要／Ｋ551／不動産仲介及び賃貸（百万円）,中間需要／Ｋ552／住宅賃貸料（百万円）,中間需要／Ｋ553／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ571／鉄道輸送（百万円）,中間需要／Ｋ572／道路輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ573／自家輸送（百万円）,中間需要／Ｋ574／水運（百万円）,中間需要／Ｋ575／航空輸送（百万円）,中間需要／Ｋ576／貨物利用運送（百万円）,中間需要／Ｋ577／倉庫（百万円）,中間需要／Ｋ578／運輸附帯サービス（百万円）,中間需要／Ｋ579／郵便・信書便（百万円）,中間需要／Ｋ591／通信（百万円）,中間需要／Ｋ592／放送（百万円）,中間需要／Ｋ593／情報サービス（百万円）,中間需要／Ｋ594／インターネット附随サービス（百万円）,中間需要／Ｋ595／映像・音声・文字情報制作（百万円）,中間需要／Ｋ611／公務（百万円）,中間需要／Ｋ631／教育（百万円）,中間需要／Ｋ632／研究（百万円）,中間需要／Ｋ641／医療（百万円）,中間需要／Ｋ642／保健衛生（百万円）,中間需要／Ｋ643／社会保険・社会福祉（百万円）,中間需要／Ｋ644／介護（百万円）,中間需要／Ｋ659／その他の非営利団体サービス（百万円）,中間需要／Ｋ661／物品賃貸サービス（百万円）,中間需要／Ｋ662／広告（百万円）,中間需要／Ｋ663／自動車整備・機械修理（百万円）,中間需要／Ｋ669／その他の対事業所サービス（百万円）,中間需要／Ｋ671／宿泊業（百万円）,中間需要／Ｋ672／飲食サービス（百万円）,中間需要／Ｋ673／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ674／娯楽サービス（百万円）,中間需要／Ｋ679／その他の対個人サービス（百万円）,中間需要／Ｋ681／事務用品（百万円）,中間需要／Ｋ691／分類不明（百万円）,中間需要／Ｌ100／本社（百万円）,中間需要／Ｒ700／財・サービス内生部門計（百万円）,中間需要／Ｒ710／内生部門計（百万円）,最終需要／Ｐ711／都事業所家計外消費支出（百万円）,最終需要／Ｐ611／他県事業所家計外消費支出（百万円）,最終需要／Ｐ721／民間消費支出（他県民支出を除く。）（百万円）,最終需要／Ｐ921／他県民支出（百万円）,最終需要／Ｐ731／一般政府消費支出（百万円）,最終需要／Ｐ732／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ741／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ751／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ761／在庫純増（百万円）,最終需要／Ｐ771／調整項（百万円）,最終需要／Ｒ780／都内最終需要計（百万円）,最終需要／Ｒ790／都内需要合計（百万円）,最終需要／Ｐ801／輸出（百万円）,最終需要／Ｒ810／輸出計（百万円）,最終需要／Ｐ811／移出（百万円）,最終需要／Ｒ820／移輸出計（百万円）,最終需要／Ｒ830／最終需要計（百万円）,最終需要／Ｒ840／需要合計（百万円）,Ｐ841／（控除）輸入（百万円）,Ｐ851／（控除）関税（百万円）,Ｐ861／（控除）輸入品商品税（百万円）,Ｒ870／（控除）輸入計（百万円）,Ｐ881／移入（百万円）,Ｑ711／都事業所家計外消費支出（百万円）,Ｑ721／都民支出（百万円）,Ｒ890／（控除）移輸入計（百万円）,Ｒ900／最終需要部門計（百万円）,Ｒ970／生産額（百万円）
中間投入／Ｆ700／財・サービス内生部門計（百万円）,12089,1353,13657,580,9360,0,3,3781,673584,91386,801,512,11258,58899,14566,46737,16648,68076,405444,30,17526,0,24185,692,0,69333,187364,1632,5297,57755,67347,66093,27474,56393,642,8868,0,79679,4946,54345,37108,31309,16007,96223,128578,238165,306688,146746,202416,262397,16313,214732,32730,243414,219680,21,418862,209032,3755,221384,196810,81653,1643321,848690,388572,480043,767748,506161,338340,147458,4019362,2607188,622612,341198,1902154,374414,189715,870332,524033,486980,36364,46536,340480,26998,1305026,794174,3531558,768367,1575133,2645216,672768,523728,2213836,80877,415075,285022,227291,1230892,2931482,744723,2313287,314026,3031225,269948,560297,333013,240208,488886,8099633,50487115,58586748,3333135,642838,39594611,5753273,10722369,824179,2381556,11078753,15672,24428,74370814,132957562,3302871,3302871,34917089,38219960,112590774,171177522,-7027159,-113056,-364115,-7504330,-25518543,-442381,-1821706,-35286960,77303814,135890562
中間投入／Ｆ710／内生部門計（百万円）,12101,1356,14021,590,9615,0,3,4106,705301,93992,812,513,11848,68285,15744,50342,16840,71091,531976,35,18153,0,24482,702,0,84331,219052,1751,5380,62250,70743,70634,28535,60632,668,9698,0,80084,5201,55144,37745,32141,18728,102914,139198,253413,341687,160138,212425,272981,16595,229644,36963,266039,225479,22,430319,214189,3940,228012,214381,86375,1955395,932676,487855,551419,795627,556354,338340,175292,6453527,4042415,987380,675419,1902154,479613,340877,870332,559821,506815,38807,68671,399661,26998,1457455,1009255,5509096,919417,2274417,2645216,708641,541702,2215802,80910,424232,294730,261522,1545326,3199757,781410,3800230,331953,3090855,289979,623916,395007,240208,488886,8099633,62204709,70304342,3333135,642838,39594611,5753273,10722369,824179,2381556,11078753,15672,24428,74370814,144675156,3302871,3302871,55927602,59230473,133601287,203905629,-7027159,-113056,-364115,-7504330,-30794016,-442381,-1821706,-40562433,93038854,163343196
粗付加価値／Ｅ711／家計外消費支出（行）（百万円）,12,0,787,9,2191,0,0,549,8603,1896,5,6,259,1097,332,771,551,2439,22580,5,489,0,277,14,0,1566,5141,11,202,2891,1099,2218,1031,1222,26,380,0,746,152,161,237,364,884,3292,2816,6100,7501,4494,3884,7157,160,8075,911,5467,7019,0,3828,1758,74,4810,4363,262,43793,16108,7248,10022,8317,11655,1478,19091,458351,301823,23092,22542,0,22526,18649,0,4866,6779,3946,3746,21838,4402,18520,9658,230192,1528,33445,134930,23733,26616,40393,5876,31675,8946,18273,40761,40686,28273,173907,13364,78300,33299,46180,32817,0,2761,1115556,2217579,3333135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ911／雇用者所得（百万円）,1955,130,16023,270,7221,0,1,2385,178619,11859,1285,2138,4840,29381,6917,19354,4354,33352,325897,62,5789,0,4049,76,0,12819,56799,143,5690,97437,21429,23905,8770,18333,237,3543,0,9604,4976,8602,3895,13789,18182,80342,37496,104231,119758,41897,52148,91358,2025,65060,6748,70119,21705,2,42993,43198,1137,77776,69252,29904,1315641,543380,274534,396900,84029,74450,85266,219997,6467912,2592540,516917,101916,0,269379,673175,0,49242,64823,50775,62325,261205,232138,482507,86174,1998714,78054,838570,2544696,1954278,805420,1746080,116203,451082,336421,385559,171205,381558,290849,3591304,161077,1481560,323205,375729,525848,0,22191,12126758,35406087,47532845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ921／営業余剰（百万円）,7771,411,13809,506,1201,0,0,249,62849,9463,125,104,-1252,-8933,2658,1012,1559,5272,97704,11,3593,0,-2303,-28,0,3961,10364,-275,1393,-6067,-1176,3989,-1268,6576,166,1389,0,5074,272,1316,1436,420,-3156,8037,6533,14034,11925,-18852,-18897,-15038,-955,-13167,1856,-903,-12219,0,-27511,-10028,393,3768,-7328,2252,78952,26071,766,1075,-140546,2053,18399,5603,3899808,2447450,928624,1069993,3145727,33149,38661,0,3772,855,5062,6909,158603,-4142,202644,103833,1680775,12931,221809,0,31688,3215,100733,535,1856,40003,-3238,360429,51612,22717,1282770,41431,160245,144541,351835,343016,0,278306,3347830,17304625,20652455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ931／資本減耗引当（百万円）,1869,211,1518,117,1897,0,0,593,25690,3835,56,244,288,1456,723,923,1007,2873,38976,0,1005,0,877,33,0,6002,17615,112,2284,6398,4934,1552,2106,3442,39,615,0,2564,697,565,982,751,1692,12450,6090,15001,19716,16245,2840,5334,344,7109,4519,9577,10587,1,28807,13321,271,11906,9194,2262,150233,43221,56602,72927,203361,73359,108930,11583,1283352,1133802,729328,1044860,2293589,402882,60038,0,34302,61821,6054,22569,55094,24964,745623,61984,651338,24390,192483,0,318915,167339,316425,8495,8981,29512,44493,1457343,200942,53483,859040,64785,313080,74590,172666,162192,0,46435,1197228,14159520,15356748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ932／資本減耗引当（社会資本等減耗分）（百万円）,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310,1386,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,0,647171,133557,21636,0,538,12934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824179,824179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ941／間接税（関税・輸入品商品税を除く。）（百万円）,1460,53,3124,27,1179,0,1,488,16017,33142,11,96,525,2757,673,2113,923,4301,29824,3,210,0,338,5,0,2850,6811,5081,355,4491,2308,1962,1360,5365,50,638,0,999,376,1215,1094,1094,2225,9560,3147,4559,10210,4045,2435,5483,125,3908,1009,6119,2115,0,12125,2789,126,5332,5727,6283,89202,37730,22562,34763,43995,20460,30164,14506,852441,212547,270308,94495,248623,88235,63672,0,4819,2356,3766,19646,38345,17154,92912,20696,233093,12227,44558,65939,30314,26397,71401,4754,3171,8517,18548,29410,76935,24036,429362,18126,142609,49796,144315,160947,0,7293,1565629,4145786,5711415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ951／（控除）経常補助金（百万円）,-54,-28,-9,-54,-287,0,0,-1,-5036,-3,-4,0,-3,-8,-3,-8,0,-7,-103,0,-1,0,0,0,0,-8,-11,-46,0,-9,-8,-72,-2,-9,0,-2,0,-5,-1,-2,0,-3,-5,-23,-14,-27,-32,-18,-16,-20,0,-21,-4,-29,-7,0,-25,-14,0,-507,-46,-6,-926,-373,-4415,-83240,-20,-4375,-533,-21,-12910,-134515,-40,-4356,0,-10270,-10094,0,-393,0,0,0,-794,0,0,-39,-822,0,-223,0,-40,-16173,-64173,-3,0,-3366,-9703,0,0,-92,-2927,-84,-131,-117,-78,-72,0,-4,0,-371923,-371923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｆ960／粗付加価値部門計（百万円）,13013,777,35252,875,13402,0,2,4263,287450,60192,1478,2588,4657,25750,11300,24165,8394,48230,514878,81,11085,0,3238,100,0,27190,96719,5026,9924,105141,28586,33554,11997,34929,518,6563,0,18982,6472,11857,7644,16415,19822,113658,56068,143898,169078,47811,42394,94274,1699,70964,15039,90350,29200,3,60217,51024,2001,103085,81162,40957,1676895,666137,357297,432447,199136,177602,249014,272145,12948954,6553647,2468229,2329450,5687939,805901,844101,0,96608,136634,69603,115195,535230,274516,1542206,282306,4793290,129130,1330642,3392736,2492445,1034450,2210859,136398,509699,420033,453932,2059148,751733,419266,6333456,298699,2175663,625314,1090647,1224748,0,356982,19353001,73685853,93038854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｆ970／生産額（百万円）,25114,2133,49273,1465,23017,0,5,8369,992751,154184,2290,3101,16505,94035,27044,74507,25234,119321,1046854,116,29238,0,27720,802,0,111521,315771,6777,15304,167391,99329,104188,40532,95561,1186,16261,0,99066,11673,67001,45389,48556,38550,216572,195266,397311,510765,207949,254819,367255,18294,300608,52002,356389,254679,25,490536,265213,5941,331097,295543,127332,3632290,1598813,845152,983866,994763,733956,587354,447437,19402481,10596062,3455609,3004869,7590093,1285514,1184978,870332,656429,643449,108410,183866,934891,301514,2999661,1291561,10302386,1048547,3605059,6037952,3201086,1576152,4426661,217308,933931,714763,715454,3604474,3951490,1200676,10133686,630652,5266518,915293,1714563,1619755,240208,845868,27452634,135890562,163343196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都産業連関表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
１-１（２）　平成23年（2011年）東京都産業連関表　地域内表　（取引基本表、統合中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
